id,potential_board_id,event_id,condition_set_id,is_locked,route,created_at,updated_at
1000002,10,44,26,1,0.0,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000003,10,45,26,1,1.0,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000004,10,46,26,1,2.0,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000005,10,47,39,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000006,10,47,39,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000007,10,47,39,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000008,10,47,39,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000009,10,48,39,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000010,10,48,39,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000011,10,48,39,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000012,10,49,39,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000013,10,49,39,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000014,10,49,39,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000015,10,7,26,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000016,10,50,25,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000017,10,50,25,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000018,10,50,25,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000019,10,51,25,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000020,10,51,25,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000021,10,51,25,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000022,10,52,25,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000023,10,52,25,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000024,10,52,25,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000025,10,52,25,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000026,10,8,27,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000027,10,9,27,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000028,10,9,27,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000029,10,9,27,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000030,10,10,27,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000031,10,10,27,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000032,10,53,40,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000033,10,53,40,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000034,10,53,40,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000035,10,53,40,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000036,10,7,26,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000037,10,16,26,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000038,10,16,26,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000039,10,17,26,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000040,10,17,26,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000041,10,18,26,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000042,10,50,25,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000043,10,8,27,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000044,10,54,26,1,3.0,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000045,10,48,39,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000046,10,49,39,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000047,10,50,25,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000048,10,20,54,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000049,10,23,54,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
1000050,10,25,54,0,,2024-06-26 10:47:51.528987,2024-06-26 10:47:51.528987
