id,achievement_category_id,name,description,rarity,width,height,text_color,frame_image_name,link_to,priority,open_at,end_at
1,8,A Gloomy Parallel World,Clear all stages of Area 1 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:1,1,2022-03-09 00:00:00,2038-01-01 00:00:00
2,8,The Ultimate Life Form!,Clear all stages of Area 2 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:2,1,2022-03-09 00:00:00,2038-01-01 00:00:00
3,8,A Call to Arms,Clear all stages of Area 3 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:3,1,2022-03-09 00:00:00,2038-01-01 00:00:00
4,8,The Emperor's Wrath,Clear all stages of Area 4 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:4,1,2022-03-09 00:00:00,2038-01-01 00:00:00
5,8,The Dreaded Ginyu Force,Clear all stages of Area 5 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:5,1,2022-03-09 00:00:00,2038-01-01 00:00:00
6,8,The Androids Attack!,Clear all stages of Area 6 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:6,1,2022-03-09 00:00:00,2038-01-01 00:00:00
7,8,Assault of the Saiyans!,Clear all stages of Area 7 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:7,1,2022-03-09 00:00:00,2038-01-01 00:00:00
8,8,Merciless Frieza,Clear all stages of Area 8 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:8,1,2022-03-09 00:00:00,2038-01-01 00:00:00
9,8,"Arise, Saiyan Prince",Clear all stages of Area 9 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:9,1,2022-03-09 00:00:00,2038-01-01 00:00:00
10,8,Red Ribbon Machinations,Clear all stages of Area 10 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:10,1,2022-03-09 00:00:00,2038-01-01 00:00:00
11,8,Unknown Saiyans,Clear all stages of Area 11 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:11,1,2022-03-09 00:00:00,2038-01-01 00:00:00
12,8,Terror Returns,Clear all stages of Area 12 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:12,1,2022-03-09 00:00:00,2038-01-01 00:00:00
13,8,When Warriors Collide,Clear all stages of Area 13 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:13,1,2022-03-09 00:00:00,2038-01-01 00:00:00
14,8,The Ultimate Android,Clear all stages of Area 14 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:14,1,2022-03-09 00:00:00,2038-01-01 00:00:00
15,8,Distorted Destiny,Clear all stages of Area 15 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:15,1,2022-03-09 00:00:00,2038-01-01 00:00:00
16,8,Reunited,Clear all stages of Area 16 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:16,1,2022-03-09 00:00:00,2038-01-01 00:00:00
17,8,Frieza's Menace!,Clear all stages of Area 17 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:17,1,2022-03-09 00:00:00,2038-01-01 00:00:00
18,8,The Epic Attack and Defense,Clear all stages of Area 18 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:18,1,2022-03-09 00:00:00,2038-01-01 00:00:00
19,8,Stop the Majin's Revival!,Clear all stages of Area 19 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:19,1,2022-03-09 00:00:00,2038-01-01 00:00:00
20,8,Plot of Darkness,Clear all stages of Area 20 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:20,1,2022-03-09 00:00:00,2038-01-01 00:00:00
21,8,Omen of Brutal Brawl,Clear all stages of Area 21 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:21,1,2022-03-09 00:00:00,2038-01-01 00:00:00
22,8,A New Threat,Clear all stages of Area 22 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:22,1,2022-03-09 00:00:00,2038-01-01 00:00:00
23,8,Stop Cell's Perfect Form!,Clear all stages of Area 23 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:23,1,2022-03-09 00:00:00,2038-01-01 00:00:00
24,8,Ambitious Androids,Clear all stages of Area 24 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:24,1,2022-03-09 00:00:00,2038-01-01 00:00:00
25,8,Signs of Invasion,Clear all stages of Area 25 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:25,1,2022-03-09 00:00:00,2038-01-01 00:00:00
26,8,Demonic Technology,Clear all stages of Area 26 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:26,1,2022-03-09 00:00:00,2038-01-01 00:00:00
27,8,Taxing Endeavor,Clear all stages of Area 27 on all difficulties in Quest.,0,0,0,0,normal_bronze,internal:AdventureAreaMapScene:27,1,2022-03-09 00:00:00,2038-01-01 00:00:00
28,2,"A New Threat!!! 
The Saiyan Warrior Race","Clear all stages of the Dragon Ball Story ""A New Threat!!! 
The Saiyan Warrior Race"" on all difficulties.",0,0,0,0,normal_bronze,internal:DBStoryAreaSelect:901,28901000,2022-03-09 00:00:00,2038-01-01 00:00:00
29,2,"Dragon Ball GT: 
Ultimate DB Saga","Clear all stages of the Dragon Ball Story
""Dragon Ball GT: Ultimate DB Saga""
on all difficulties.",0,0,0,0,normal_bronze,internal:DBStoryAreaSelect:902,28902000,2022-03-23 06:30:00,2038-01-01 00:00:00
30,2,Resurrection 'F',"Clear all stages of the Dragon Ball Story 
""Resurrection 'F'"" on all difficulties.",0,0,0,0,normal_bronze,internal:DBStoryAreaSelect:918,28918000,2024-06-26 06:30:00,2038-01-01 00:00:00
31,2,Battle of Gods,"Clear all stages of the Dragon Ball Story 
""Battle of Gods"" on all difficulties.",0,0,0,0,normal_bronze,internal:DBStoryAreaSelect:903,28903000,2022-05-09 06:30:00,2038-01-01 00:00:00
32,2,The Tree of Might,"Clear all stages of the Dragon Ball Story 
""The Tree of Might"" on all difficulties.",0,0,0,0,normal_bronze,internal:DBStoryAreaSelect:911,28911000,2023-10-05 06:30:00,2038-01-01 00:00:00
33,2,Dragon Ball GT: Baby Saga,"Clear all stages of the Dragon Ball Story 
""Dragon Ball GT: Baby Saga"" on all difficulties.",0,0,0,0,normal_bronze,internal:DBStoryAreaSelect:912,28912000,2024-01-03 06:30:00,2038-01-01 00:00:00
34,2,"Dragon Ball Super: 
Universe 6 Saga","Clear all stages of the Story Event 
""Dragon Ball Super: Universe 6 Saga"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:325,28325000,2022-03-09 00:00:00,2038-01-01 00:00:00
35,2,"Dragon Ball Super:
Future Trunks Saga","Clear all stages of the Story Event 
""Dragon Ball Super: Future Trunks Saga"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:328,28328000,2022-03-09 00:00:00,2038-01-01 00:00:00
36,2,Dragon Ball GT: Baby Saga Finale,"Clear all stages of the Story Event 
""Dragon Ball GT: Baby Saga Finale"" 
on all difficulties.",0,0,0,0,normal_bronze,internal:EventTopScene:330,28330000,2022-03-09 00:00:00,2038-01-01 00:00:00
