id,type,mission_id,wday,wday_start_at,wday_hours_to_end,dot_character_point
1,MissionPeriod::DailyMissionPeriod,4175,,,,0
2,MissionPeriod::DailyMissionPeriod,4176,,,,0
3,MissionPeriod::DailyMissionPeriod,4177,,,,0
4,MissionPeriod::DailyMissionPeriod,4178,,,,0
5,MissionPeriod::DailyMissionPeriod,4179,,,,0
6,MissionPeriod::DailyMissionPeriod,4180,,,,0
7,MissionPeriod::DailyMissionPeriod,4232,,,,0
8,MissionPeriod::DailyMissionPeriod,4233,,,,0
9,MissionPeriod::DailyMissionPeriod,4234,,,,0
10,MissionPeriod::DailyMissionPeriod,4235,,,,0
11,MissionPeriod::DailyMissionPeriod,4236,,,,0
12,MissionPeriod::DailyMissionPeriod,4237,,,,0
13,MissionPeriod::DailyMissionPeriod,4240,,,,0
14,MissionPeriod::DailyMissionPeriod,4241,,,,0
15,MissionPeriod::DailyMissionPeriod,4242,,,,0
16,MissionPeriod::DailyMissionPeriod,4243,,,,0
17,MissionPeriod::DailyMissionPeriod,4244,,,,0
18,MissionPeriod::DailyMissionPeriod,4245,,,,0
19,MissionPeriod::DailyMissionPeriod,4256,,,,0
20,MissionPeriod::DailyMissionPeriod,4257,,,,0
21,MissionPeriod::DailyMissionPeriod,4258,,,,0
22,MissionPeriod::DailyMissionPeriod,4259,,,,0
23,MissionPeriod::DailyMissionPeriod,4261,,,,0
24,MissionPeriod::DailyMissionPeriod,4262,,,,0
25,MissionPeriod::DailyMissionPeriod,4263,,,,0
26,MissionPeriod::DailyMissionPeriod,4284,,,,0
27,MissionPeriod::DailyMissionPeriod,4285,,,,0
28,MissionPeriod::DailyMissionPeriod,4286,,,,0
29,MissionPeriod::DailyMissionPeriod,4287,,,,0
30,MissionPeriod::DailyMissionPeriod,4288,,,,0
31,MissionPeriod::DailyMissionPeriod,4289,,,,0
32,MissionPeriod::DailyMissionPeriod,4291,,,,0
33,MissionPeriod::DailyMissionPeriod,4292,,,,0
34,MissionPeriod::DailyMissionPeriod,4293,,,,0
35,MissionPeriod::DailyMissionPeriod,4294,,,,0
36,MissionPeriod::DailyMissionPeriod,4295,,,,0
37,MissionPeriod::DailyMissionPeriod,4298,,,,0
38,MissionPeriod::DailyMissionPeriod,4299,,,,0
39,MissionPeriod::DailyMissionPeriod,4300,,,,0
40,MissionPeriod::DailyMissionPeriod,4301,,,,0
41,MissionPeriod::DailyMissionPeriod,4302,,,,0
42,MissionPeriod::DailyMissionPeriod,4303,,,,0
44,MissionPeriod::DailyMissionPeriod,4305,,,,0
45,MissionPeriod::DailyMissionPeriod,4306,,,,0
46,MissionPeriod::DailyMissionPeriod,4307,,,,0
47,MissionPeriod::DailyMissionPeriod,4308,,,,0
48,MissionPeriod::DailyMissionPeriod,4309,,,,0
49,MissionPeriod::DailyMissionPeriod,4310,,,,0
50,MissionPeriod::DailyMissionPeriod,4311,,,,0
51,MissionPeriod::DailyMissionPeriod,4312,,,,0
52,MissionPeriod::DailyMissionPeriod,4313,,,,0
53,MissionPeriod::DailyMissionPeriod,4321,,,,0
54,MissionPeriod::DailyMissionPeriod,4322,,,,0
55,MissionPeriod::DailyMissionPeriod,4363,,,,0
56,MissionPeriod::DailyMissionPeriod,4364,,,,0
57,MissionPeriod::DailyMissionPeriod,4365,,,,0
58,MissionPeriod::DailyMissionPeriod,4366,,,,0
59,MissionPeriod::DailyMissionPeriod,4367,,,,0
60,MissionPeriod::DailyMissionPeriod,4368,,,,0
61,MissionPeriod::DailyMissionPeriod,4369,,,,0
62,MissionPeriod::DailyMissionPeriod,4370,,,,0
63,MissionPeriod::DailyMissionPeriod,4371,,,,0
64,MissionPeriod::DailyMissionPeriod,4372,,,,0
65,MissionPeriod::DailyMissionPeriod,4373,,,,0
66,MissionPeriod::DailyMissionPeriod,4374,,,,0
67,MissionPeriod::DailyMissionPeriod,4375,,,,0
68,MissionPeriod::DailyMissionPeriod,4376,,,,0
69,MissionPeriod::DailyMissionPeriod,4377,,,,0
70,MissionPeriod::DailyMissionPeriod,4378,,,,0
71,MissionPeriod::DailyMissionPeriod,4379,,,,0
72,MissionPeriod::DailyMissionPeriod,4380,,,,0
73,MissionPeriod::DailyMissionPeriod,4381,,,,0
74,MissionPeriod::DailyMissionPeriod,4382,,,,0
75,MissionPeriod::DailyMissionPeriod,4383,,,,0
76,MissionPeriod::DailyMissionPeriod,4384,,,,0
77,MissionPeriod::DailyMissionPeriod,4385,,,,0
78,MissionPeriod::DailyMissionPeriod,4386,,,,0
79,MissionPeriod::DailyMissionPeriod,4387,,,,0
80,MissionPeriod::DailyMissionPeriod,4388,,,,0
81,MissionPeriod::DailyMissionPeriod,4389,,,,0
82,MissionPeriod::DailyMissionPeriod,4390,,,,0
83,MissionPeriod::DailyMissionPeriod,4391,,,,0
84,MissionPeriod::DailyMissionPeriod,4392,,,,0
85,MissionPeriod::DailyMissionPeriod,4393,,,,0
86,MissionPeriod::DailyMissionPeriod,4394,,,,0
87,MissionPeriod::DailyMissionPeriod,4395,,,,0
88,MissionPeriod::DailyMissionPeriod,4396,,,,0
89,MissionPeriod::DailyMissionPeriod,4397,,,,0
90,MissionPeriod::DailyMissionPeriod,4398,,,,0
91,MissionPeriod::DailyMissionPeriod,4399,,,,0
92,MissionPeriod::DailyMissionPeriod,4400,,,,0
93,MissionPeriod::DailyMissionPeriod,4401,,,,0
94,MissionPeriod::DailyMissionPeriod,4402,,,,0
95,MissionPeriod::DailyMissionPeriod,4403,,,,0
96,MissionPeriod::DailyMissionPeriod,4404,,,,0
97,MissionPeriod::DailyMissionPeriod,4405,,,,0
98,MissionPeriod::DailyMissionPeriod,4406,,,,0
99,MissionPeriod::DailyMissionPeriod,4407,,,,0
100,MissionPeriod::DailyMissionPeriod,4408,,,,0
101,MissionPeriod::DailyMissionPeriod,4409,,,,0
102,MissionPeriod::DailyMissionPeriod,4410,,,,0
103,MissionPeriod::DailyMissionPeriod,4411,,,,0
104,MissionPeriod::DailyMissionPeriod,4412,,,,0
105,MissionPeriod::DailyMissionPeriod,4455,,,,0
106,MissionPeriod::DailyMissionPeriod,4456,,,,0
107,MissionPeriod::DailyMissionPeriod,4457,,,,0
108,MissionPeriod::DailyMissionPeriod,4458,,,,0
109,MissionPeriod::DailyMissionPeriod,4459,,,,0
110,MissionPeriod::DailyMissionPeriod,4460,,,,0
142,MissionPeriod::DailyMissionPeriod,4579,,,,0
143,MissionPeriod::DailyMissionPeriod,4580,,,,0
144,MissionPeriod::DailyMissionPeriod,4581,,,,0
145,MissionPeriod::DailyMissionPeriod,4582,,,,0
146,MissionPeriod::DailyMissionPeriod,4583,,,,0
147,MissionPeriod::DailyMissionPeriod,4584,,,,0
148,MissionPeriod::DailyMissionPeriod,4585,,,,0
149,MissionPeriod::DailyMissionPeriod,1043,,,,0
150,MissionPeriod::DailyMissionPeriod,1044,,,,0
151,MissionPeriod::DailyMissionPeriod,1045,,,,0
152,MissionPeriod::DailyMissionPeriod,1046,,,,0
153,MissionPeriod::DailyMissionPeriod,1047,,,,0
154,MissionPeriod::DailyMissionPeriod,1048,,,,0
207,MissionPeriod::DailyMissionPeriod,10161,,,,0
208,MissionPeriod::DailyMissionPeriod,10162,,,,0
209,MissionPeriod::DailyMissionPeriod,10163,,,,0
210,MissionPeriod::DailyMissionPeriod,10164,,,,0
228,MissionPeriod::DailyMissionPeriod,10382,,,,0
272,MissionPeriod::DailyMissionPeriod,10860,,,,0
273,MissionPeriod::DailyMissionPeriod,10861,,,,0
274,MissionPeriod::DailyMissionPeriod,10862,,,,0
275,MissionPeriod::DailyMissionPeriod,10863,,,,0
276,MissionPeriod::DailyMissionPeriod,10864,,,,0
277,MissionPeriod::DailyMissionPeriod,10869,,,,0
278,MissionPeriod::DailyMissionPeriod,10887,,,,0
279,MissionPeriod::DailyMissionPeriod,10888,,,,0
280,MissionPeriod::DailyMissionPeriod,10889,,,,0
281,MissionPeriod::DailyMissionPeriod,10890,,,,0
282,MissionPeriod::DailyMissionPeriod,10891,,,,0
295,MissionPeriod::DailyMissionPeriod,10941,,,,0
296,MissionPeriod::DailyMissionPeriod,10942,,,,0
297,MissionPeriod::DailyMissionPeriod,10943,,,,0
298,MissionPeriod::DailyMissionPeriod,10944,,,,0
299,MissionPeriod::DailyMissionPeriod,10945,,,,0
300,MissionPeriod::DailyMissionPeriod,10946,,,,0
301,MissionPeriod::DailyMissionPeriod,10947,,,,0
302,MissionPeriod::DailyMissionPeriod,10948,,,,0
303,MissionPeriod::DailyMissionPeriod,10949,,,,0
304,MissionPeriod::DailyMissionPeriod,10950,,,,0
305,MissionPeriod::DailyMissionPeriod,10951,,,,0
306,MissionPeriod::DailyMissionPeriod,10952,,,,0
307,MissionPeriod::DailyMissionPeriod,10953,,,,0
308,MissionPeriod::DailyMissionPeriod,10954,,,,0
309,MissionPeriod::DailyMissionPeriod,11125,,,,0
310,MissionPeriod::DailyMissionPeriod,11126,,,,0
311,MissionPeriod::DailyMissionPeriod,11127,,,,0
312,MissionPeriod::DailyMissionPeriod,11128,,,,0
313,MissionPeriod::DailyMissionPeriod,11129,,,,0
909,MissionPeriod::DailyMissionPeriod,11370,,,,0
910,MissionPeriod::DailyMissionPeriod,11371,,,,0
911,MissionPeriod::DailyMissionPeriod,11372,,,,0
912,MissionPeriod::DailyMissionPeriod,11373,,,,0
913,MissionPeriod::DailyMissionPeriod,11374,,,,0
973,MissionPeriod::DailyMissionPeriod,11554,,,,0
974,MissionPeriod::DailyMissionPeriod,11555,,,,0
975,MissionPeriod::DailyMissionPeriod,11556,,,,0
976,MissionPeriod::DailyMissionPeriod,11557,,,,0
977,MissionPeriod::DailyMissionPeriod,11558,,,,0
984,MissionPeriod::DailyMissionPeriod,11661,,,,0
985,MissionPeriod::DailyMissionPeriod,11662,,,,0
986,MissionPeriod::DailyMissionPeriod,11663,,,,0
987,MissionPeriod::DailyMissionPeriod,11664,,,,0
988,MissionPeriod::DailyMissionPeriod,11665,,,,0
989,MissionPeriod::DailyMissionPeriod,11666,,,,0
990,MissionPeriod::DailyMissionPeriod,11667,,,,0
991,MissionPeriod::DailyMissionPeriod,11668,,,,0
992,MissionPeriod::DailyMissionPeriod,11669,,,,0
993,MissionPeriod::DailyMissionPeriod,11670,,,,0
994,MissionPeriod::DailyMissionPeriod,11671,,,,0
995,MissionPeriod::DailyMissionPeriod,11672,,,,0
996,MissionPeriod::DailyMissionPeriod,11673,,,,0
997,MissionPeriod::DailyMissionPeriod,11674,,,,0
998,MissionPeriod::DailyMissionPeriod,11675,,,,0
999,MissionPeriod::DailyMissionPeriod,11794,,,,0
1000,MissionPeriod::DailyMissionPeriod,11795,,,,0
1001,MissionPeriod::DailyMissionPeriod,11796,,,,0
1002,MissionPeriod::DailyMissionPeriod,11797,,,,0
1003,MissionPeriod::DailyMissionPeriod,11798,,,,0
1004,MissionPeriod::DailyMissionPeriod,11799,,,,0
1005,MissionPeriod::DailyMissionPeriod,11800,,,,0
1006,MissionPeriod::DailyMissionPeriod,11801,,,,0
1007,MissionPeriod::DailyMissionPeriod,11852,,,,0
1008,MissionPeriod::DailyMissionPeriod,11853,,,,0
1009,MissionPeriod::DailyMissionPeriod,11854,,,,0
1010,MissionPeriod::DailyMissionPeriod,11855,,,,0
1011,MissionPeriod::DailyMissionPeriod,11856,,,,0
1012,MissionPeriod::DailyMissionPeriod,11857,,,,0
1013,MissionPeriod::DailyMissionPeriod,11858,,,,0
1014,MissionPeriod::DailyMissionPeriod,11859,,,,0
1015,MissionPeriod::DailyMissionPeriod,11860,,,,0
1016,MissionPeriod::DailyMissionPeriod,11861,,,,0
1073,MissionPeriod::DailyMissionPeriod,12041,,,,0
1074,MissionPeriod::DailyMissionPeriod,12042,,,,0
1075,MissionPeriod::DailyMissionPeriod,12043,,,,0
1076,MissionPeriod::DailyMissionPeriod,12044,,,,0
1077,MissionPeriod::DailyMissionPeriod,12045,,,,0
1078,MissionPeriod::DailyMissionPeriod,12046,,,,0
1079,MissionPeriod::DailyMissionPeriod,12047,,,,0
1080,MissionPeriod::DailyMissionPeriod,12048,,,,0
1081,MissionPeriod::DailyMissionPeriod,12049,,,,0
1082,MissionPeriod::DailyMissionPeriod,12050,,,,0
1116,MissionPeriod::DailyMissionPeriod,12234,,,,0
1117,MissionPeriod::DailyMissionPeriod,12235,,,,0
1118,MissionPeriod::DailyMissionPeriod,12236,,,,0
1119,MissionPeriod::DailyMissionPeriod,12237,,,,0
1120,MissionPeriod::DailyMissionPeriod,12238,,,,0
1121,MissionPeriod::DailyMissionPeriod,12239,,,,0
1122,MissionPeriod::DailyMissionPeriod,12240,,,,0
1123,MissionPeriod::DailyMissionPeriod,12241,,,,0
1124,MissionPeriod::DailyMissionPeriod,12242,,,,0
1125,MissionPeriod::DailyMissionPeriod,12243,,,,0
1129,MissionPeriod::DailyMissionPeriod,12456,,,,0
1130,MissionPeriod::DailyMissionPeriod,12457,,,,0
1131,MissionPeriod::DailyMissionPeriod,12458,,,,0
1132,MissionPeriod::DailyMissionPeriod,12459,,,,0
1133,MissionPeriod::DailyMissionPeriod,12460,,,,0
1134,MissionPeriod::DailyMissionPeriod,12461,,,,0
1135,MissionPeriod::DailyMissionPeriod,12462,,,,0
1136,MissionPeriod::DailyMissionPeriod,12463,,,,0
1137,MissionPeriod::DailyMissionPeriod,12498,,,,0
1214,MissionPeriod::DailyMissionPeriod,13023,,,,0
1215,MissionPeriod::DailyMissionPeriod,13024,,,,0
1216,MissionPeriod::DailyMissionPeriod,13025,,,,0
1217,MissionPeriod::WeekdayMissionPeriod,13177,2.0,00:00:00,24.0,0
1218,MissionPeriod::WeekdayMissionPeriod,13178,4.0,00:00:00,24.0,0
1219,MissionPeriod::WeekdayMissionPeriod,13179,8.0,00:00:00,24.0,0
1220,MissionPeriod::WeekdayMissionPeriod,13180,16.0,00:00:00,24.0,0
1221,MissionPeriod::WeekdayMissionPeriod,13181,32.0,00:00:00,24.0,0
1222,MissionPeriod::DailyMissionPeriod,13182,,,,0
1223,MissionPeriod::DailyMissionPeriod,13183,,,,0
1224,MissionPeriod::DailyMissionPeriod,13184,,,,0
1225,MissionPeriod::DailyMissionPeriod,13185,,,,0
1226,MissionPeriod::DailyMissionPeriod,13186,,,,0
1227,MissionPeriod::DailyMissionPeriod,13187,,,,0
1228,MissionPeriod::DailyMissionPeriod,13188,,,,0
1229,MissionPeriod::DailyMissionPeriod,13189,,,,0
1230,MissionPeriod::DailyMissionPeriod,13190,,,,0
1231,MissionPeriod::DailyMissionPeriod,13191,,,,0
1232,MissionPeriod::DailyMissionPeriod,13192,,,,0
1233,MissionPeriod::DailyMissionPeriod,13193,,,,0
1234,MissionPeriod::DailyMissionPeriod,13194,,,,0
1235,MissionPeriod::DailyMissionPeriod,13195,,,,0
1236,MissionPeriod::DailyMissionPeriod,13196,,,,0
1237,MissionPeriod::DailyMissionPeriod,13197,,,,0
1238,MissionPeriod::DailyMissionPeriod,13198,,,,0
1300,MissionPeriod::DailyMissionPeriod,13721,,,,0
1301,MissionPeriod::DailyMissionPeriod,13722,,,,0
1302,MissionPeriod::DailyMissionPeriod,13723,,,,0
1303,MissionPeriod::DailyMissionPeriod,13724,,,,0
1361,MissionPeriod::DailyMissionPeriod,14266,,,,0
1362,MissionPeriod::DailyMissionPeriod,14267,,,,0
1363,MissionPeriod::DailyMissionPeriod,14268,,,,0
1364,MissionPeriod::DailyMissionPeriod,14488,,,,0
1365,MissionPeriod::DailyMissionPeriod,14489,,,,0
1366,MissionPeriod::DailyMissionPeriod,14490,,,,0
1367,MissionPeriod::DailyMissionPeriod,14491,,,,0
1390,MissionPeriod::DailyMissionPeriod,14754,,,,0
1391,MissionPeriod::DailyMissionPeriod,14755,,,,0
1392,MissionPeriod::DailyMissionPeriod,14756,,,,0
1393,MissionPeriod::WeekdayMissionPeriod,14757,64.0,00:00:00,24.0,0
1394,MissionPeriod::WeekdayMissionPeriod,14758,1.0,00:00:00,24.0,0
1395,MissionPeriod::DailyMissionPeriod,14759,,,,0
1431,MissionPeriod::DailyMissionPeriod,15133,,,,0
1432,MissionPeriod::DailyMissionPeriod,15134,,,,0
1433,MissionPeriod::DailyMissionPeriod,15135,,,,0
1434,MissionPeriod::DailyMissionPeriod,15136,,,,0
1435,MissionPeriod::DailyMissionPeriod,15137,,,,0
1436,MissionPeriod::DailyMissionPeriod,15138,,,,0
1437,MissionPeriod::DailyMissionPeriod,15139,,,,0
1438,MissionPeriod::DailyMissionPeriod,15140,,,,0
1439,MissionPeriod::DailyMissionPeriod,15141,,,,0
1440,MissionPeriod::DailyMissionPeriod,15354,,,,1
1441,MissionPeriod::DailyMissionPeriod,15355,,,,1
1442,MissionPeriod::DailyMissionPeriod,15356,,,,1
1458,MissionPeriod::DailyMissionPeriod,15744,,,,0
1459,MissionPeriod::DailyMissionPeriod,15745,,,,0
1460,MissionPeriod::DailyMissionPeriod,15746,,,,0
1481,MissionPeriod::DailyMissionPeriod,15853,,,,0
1482,MissionPeriod::DailyMissionPeriod,15854,,,,0
1497,MissionPeriod::DailyMissionPeriod,16539,,,,0
1498,MissionPeriod::DailyMissionPeriod,16540,,,,0
1499,MissionPeriod::DailyMissionPeriod,16541,,,,0
1500,MissionPeriod::DailyMissionPeriod,16542,,,,0
1501,MissionPeriod::DailyMissionPeriod,16543,,,,0
1505,MissionPeriod::DailyMissionPeriod,17398,,,,0
1506,MissionPeriod::DailyMissionPeriod,17399,,,,0
1507,MissionPeriod::DailyMissionPeriod,17400,,,,0
1526,MissionPeriod::DailyMissionPeriod,17666,,,,1
1527,MissionPeriod::DailyMissionPeriod,17667,,,,1
1571,MissionPeriod::DailyMissionPeriod,18462,,,,1
1572,MissionPeriod::DailyMissionPeriod,18463,,,,1
1619,MissionPeriod::DailyMissionPeriod,19498,,,,1
1631,MissionPeriod::DailyMissionPeriod,19668,,,,1
1632,MissionPeriod::DailyMissionPeriod,19669,,,,1
1633,MissionPeriod::DailyMissionPeriod,19670,,,,1
1634,MissionPeriod::DailyMissionPeriod,19671,,,,1
1635,MissionPeriod::DailyMissionPeriod,19672,,,,1
1636,MissionPeriod::DailyMissionPeriod,19815,,,,1
1637,MissionPeriod::DailyMissionPeriod,19906,,,,1
1638,MissionPeriod::DailyMissionPeriod,19907,,,,1
1639,MissionPeriod::DailyMissionPeriod,19908,,,,1
1640,MissionPeriod::DailyMissionPeriod,19909,,,,1
1641,MissionPeriod::DailyMissionPeriod,19910,,,,1
1667,MissionPeriod::DailyMissionPeriod,20332,,,,1
1668,MissionPeriod::DailyMissionPeriod,20333,,,,1
1669,MissionPeriod::DailyMissionPeriod,20500,,,,1
1670,MissionPeriod::DailyMissionPeriod,20501,,,,1
1711,MissionPeriod::DailyMissionPeriod,21444,,,,1
1712,MissionPeriod::DailyMissionPeriod,21445,,,,1
1713,MissionPeriod::DailyMissionPeriod,21446,,,,1
1714,MissionPeriod::DailyMissionPeriod,21454,,,,1
1715,MissionPeriod::DailyMissionPeriod,21455,,,,1
1716,MissionPeriod::DailyMissionPeriod,21500,,,,1
1750,MissionPeriod::DailyMissionPeriod,22204,,,,1
1751,MissionPeriod::DailyMissionPeriod,22205,,,,1
1752,MissionPeriod::DailyMissionPeriod,22478,,,,1
