id,potential_square_id,prev_potential_square_id,created_at,updated_at
1,1000005,,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
2,1000181,,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
3,1000242,,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
4,1000085,,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
5,1000002,1000056.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
6,1000056,1000002.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
7,1000002,1000067.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
8,1000067,1000002.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
9,1000002,1000018.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
10,1000018,1000002.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
11,1000004,1000227.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
12,1000227,1000004.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
13,1000004,1000212.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
14,1000212,1000004.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
15,1000005,1000011.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
16,1000011,1000005.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
17,1000006,1000010.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
18,1000010,1000006.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
19,1000007,1000010.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
20,1000010,1000007.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
21,1000009,1000008.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
22,1000008,1000009.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
23,1000009,1000012.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
24,1000012,1000009.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
25,1000011,1000014.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
26,1000014,1000011.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
27,1000012,1000006.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
28,1000006,1000012.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
29,1000012,1000015.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
30,1000015,1000012.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
31,1000013,1000018.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
32,1000018,1000013.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
33,1000014,1000007.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
34,1000007,1000014.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
35,1000016,1000024.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
36,1000024,1000016.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
37,1000017,1000037.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
38,1000037,1000017.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
39,1000017,1000020.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
40,1000020,1000017.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
41,1000018,1000022.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
42,1000022,1000018.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
43,1000019,1000025.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
44,1000025,1000019.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
45,1000019,1000038.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
46,1000038,1000019.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
47,1000020,1000023.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
48,1000023,1000020.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
49,1000021,1000016.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
50,1000016,1000021.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
51,1000022,1000021.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
52,1000021,1000022.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
53,1000023,1000019.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
54,1000019,1000023.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
55,1000024,1000017.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
56,1000017,1000024.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
57,1000025,1000042.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
58,1000042,1000025.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
59,1000026,1000027.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
60,1000027,1000026.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
61,1000028,1000041.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
62,1000041,1000028.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
63,1000028,1000042.0,2024-05-17 11:39:39.377068,2024-05-17 11:39:39.377068
