id,z_battle_normal_reward_table_group_id,created_at,updated_at
1,1,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
2,2,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
3,3,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
4,4,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
5,5,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
6,6,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
8,8,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
9,9,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
10,10,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
11,11,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
12,12,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
13,13,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
14,14,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
15,15,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
16,16,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
17,17,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
18,18,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
19,19,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
20,20,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
21,21,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
22,22,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
23,23,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
24,24,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
25,25,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
32,32,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
33,33,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
34,34,2024-05-17 11:40:21.353714,2024-05-17 11:40:21.353714
