id,budokai_id,round,created_at,updated_at
1,1,1,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
2,1,2,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
3,1,3,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
4,1,4,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
5,1,5,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
6,1,6,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
7,2,1,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
8,2,2,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
9,2,3,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
10,2,4,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
11,2,5,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
12,3,1,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
13,3,2,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
14,3,3,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
15,3,4,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
16,4,1,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
17,4,2,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
18,4,3,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
19,4,4,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
20,5,1,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
21,5,2,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
22,5,3,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
23,5,4,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
24,6,1,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
25,6,2,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
26,6,3,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
27,6,4,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
28,7,1,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
29,7,2,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
30,7,3,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
31,7,4,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
32,8,1,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
33,8,2,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
34,8,3,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
35,8,4,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
36,9,1,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
37,9,2,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
38,9,3,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
39,9,4,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
40,10,1,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
41,10,2,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
42,10,3,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
43,10,4,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
44,11,1,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
45,11,2,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
46,11,3,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
47,11,4,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
48,12,1,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
49,12,2,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
50,12,3,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
51,12,4,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
52,13,1,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
53,13,2,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
54,13,3,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
55,13,4,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
56,14,1,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
57,14,2,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
58,14,3,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
59,14,4,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
60,15,1,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
61,15,2,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
62,15,3,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
63,15,4,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
64,16,1,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
65,16,2,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
66,16,3,2024-05-17 11:40:56.384399,2024-05-17 11:40:56.384399
