id,card_id,active_skill_set_id,created_at,updated_at
22,1015910,13,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
23,1015911,13,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
24,1014210,14,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
25,1014211,14,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
26,1014220,15,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
27,1014221,15,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
28,1016570,16,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
29,1016571,16,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
30,1016810,17,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
31,1016811,17,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
32,4016880,18,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
33,4016881,18,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
34,4017090,19,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
35,4017091,20,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
36,4017130,21,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
37,4017131,22,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
38,4017190,23,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
39,4017191,24,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
40,1017160,25,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
41,1017161,25,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
42,4017910,26,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
43,4017911,26,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
44,1017630,27,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
45,1017631,28,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
46,1017490,29,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
47,1017491,30,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
48,1017660,31,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
49,1017661,32,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
50,1017740,33,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
51,1017741,34,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
52,1018030,35,2024-05-17 11:40:35.382667,2024-05-17 11:40:35.382667
