id,chain_battle_id,percentile,created_at,updated_at
1,1,1,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
2,1,3,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
3,1,5,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
4,1,10,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
5,1,20,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
6,1,35,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
7,1,50,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
8,1,75,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
9,1,100,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
10,2,1,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
11,2,3,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
12,2,5,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
13,2,10,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
14,2,20,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
15,2,35,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
16,2,50,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
17,2,75,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
18,2,100,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
19,3,1,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
20,3,3,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
21,3,5,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
22,3,10,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
23,3,20,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
24,3,35,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
25,3,50,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
26,3,75,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
27,3,100,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
28,4,1,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
29,4,3,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
30,4,5,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
31,4,10,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
32,4,20,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
33,4,35,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
34,4,50,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
35,4,75,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
36,4,100,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
37,5,1,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
38,5,3,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
39,5,5,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
40,5,10,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
41,5,20,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
42,5,35,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
43,5,50,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
44,5,75,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
45,5,100,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
46,6,1,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
47,6,3,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
48,6,5,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
49,6,10,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
50,6,20,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
51,6,35,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
52,6,50,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
53,6,75,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
54,6,100,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
55,7,1,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
56,7,3,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
57,7,5,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
58,7,10,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
59,7,20,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
60,7,35,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
61,7,50,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
62,7,75,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
63,7,100,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
64,8,1,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
65,8,3,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
66,8,5,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
67,8,10,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
68,8,20,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
69,8,35,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
70,8,50,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
71,8,75,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
72,8,100,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
73,9,1,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
74,9,3,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
75,9,5,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
76,9,10,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
77,9,20,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
78,9,35,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
79,9,50,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
80,9,75,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
81,9,100,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
82,10,1,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
83,10,3,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
84,10,5,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
85,10,10,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
86,10,20,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
87,10,35,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
88,10,50,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
89,10,75,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
90,10,100,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
91,11,1,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
92,11,3,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
93,11,5,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
94,11,10,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
95,11,20,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
96,11,35,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
97,11,50,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
98,11,75,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
99,11,100,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
100,12,1,2024-05-17 11:41:11.823305,2024-05-17 11:41:11.823305
