id,budokai_id,round,created_at,updated_at
1,1,1,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
2,1,2,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
3,1,3,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
4,1,4,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
5,1,5,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
6,1,6,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
7,2,1,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
8,2,2,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
9,2,3,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
10,2,4,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
11,2,5,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
12,3,1,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
13,3,2,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
14,3,3,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
15,3,4,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
16,4,1,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
17,4,2,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
18,4,3,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
19,4,4,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
20,5,1,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
21,5,2,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
22,5,3,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
23,5,4,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
24,6,1,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
25,6,2,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
26,6,3,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
27,6,4,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
28,7,1,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
29,7,2,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
30,7,3,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
31,7,4,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
32,8,1,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
33,8,2,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
34,8,3,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
35,8,4,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
36,9,1,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
37,9,2,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
38,9,3,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
39,9,4,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
40,10,1,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
41,10,2,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
42,10,3,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
43,10,4,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
44,11,1,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
45,11,2,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
46,11,3,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
47,11,4,2024-02-27 09:30:24.661077,2024-02-27 09:30:24.661077
