id,z_battle_normal_reward_table_id,item_id,item_type,quantity,card_exp_init,created_at,updated_at
1,1,100001,AwakeningItem,1,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
2,2,100001,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
3,3,100002,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
4,4,100002,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
5,5,100003,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
6,6,100004,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
8,8,100011,AwakeningItem,1,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
9,9,100011,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
10,10,100012,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
11,11,100012,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
12,12,100013,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
13,13,100014,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
14,14,100021,AwakeningItem,1,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
15,15,100021,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
16,16,100022,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
17,17,100022,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
18,18,100023,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
19,19,100024,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
20,20,100031,AwakeningItem,1,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
21,21,100031,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
22,22,100032,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
23,23,100032,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
24,24,100033,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
25,25,100034,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
44,32,100041,AwakeningItem,1,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
47,33,100041,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
50,34,100042,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
53,35,100042,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
56,36,100043,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
59,37,100044,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
62,38,100071,AwakeningItem,1,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
63,39,100071,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
64,40,100072,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
65,41,100072,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
66,42,100073,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
67,43,100074,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
68,44,100051,AwakeningItem,1,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
69,45,100061,AwakeningItem,1,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
70,46,100051,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
71,47,100061,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
72,48,100052,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
73,49,100062,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
74,50,100052,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
75,51,100062,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
76,52,100053,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
77,53,100063,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
78,54,100054,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
79,55,100064,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
80,56,100081,AwakeningItem,1,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
81,57,100081,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
82,58,100082,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
83,59,100082,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
84,60,100083,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
85,61,100084,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
86,62,100091,AwakeningItem,1,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
87,63,100091,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
88,64,100092,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
89,65,100092,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
90,66,100093,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
91,67,100094,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
92,68,400,TrainingItem,1,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
93,69,401,TrainingItem,1,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
94,70,402,TrainingItem,1,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
95,71,403,TrainingItem,1,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
96,72,404,TrainingItem,1,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
97,73,100101,AwakeningItem,1,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
98,74,100101,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
99,75,100102,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
100,76,100102,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
101,77,100103,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
102,78,100104,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
103,79,100111,AwakeningItem,1,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
104,80,100111,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
105,81,100112,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
106,82,100112,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
107,83,100113,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
108,84,100114,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
109,85,100121,AwakeningItem,1,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
110,86,100121,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
111,87,100122,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
112,88,100122,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
113,89,100123,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
114,90,100124,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
115,91,100131,AwakeningItem,1,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
116,92,100131,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
117,93,100132,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
118,94,100132,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
119,95,100133,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
120,96,100134,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
121,97,100141,AwakeningItem,1,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
122,98,100151,AwakeningItem,1,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
123,99,100161,AwakeningItem,1,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
124,100,100141,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
125,101,100151,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
126,102,100161,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
127,103,100142,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
128,104,100152,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
129,105,100162,AwakeningItem,2,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
130,106,100142,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
131,107,100152,AwakeningItem,4,0,2024-04-30 09:31:28.508886,2024-04-30 09:31:28.508886
132,108,100162,AwakeningItem,4,0,2024-04-30 09:31:28.516622,2024-04-30 09:31:28.516622
133,109,100143,AwakeningItem,4,0,2024-04-30 09:31:28.516622,2024-04-30 09:31:28.516622
134,110,100153,AwakeningItem,4,0,2024-04-30 09:31:28.516622,2024-04-30 09:31:28.516622
135,111,100163,AwakeningItem,4,0,2024-04-30 09:31:28.516622,2024-04-30 09:31:28.516622
