id,potential_board_id,event_id,condition_set_id,is_locked,route,created_at,updated_at
1000002,10,44,26,1,0.0,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000003,10,45,26,1,1.0,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000004,10,46,26,1,2.0,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000005,10,47,39,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000006,10,47,39,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000007,10,47,39,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000008,10,47,39,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000009,10,48,39,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000010,10,48,39,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000011,10,48,39,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000012,10,49,39,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000013,10,49,39,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000014,10,49,39,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000015,10,7,26,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000016,10,50,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000017,10,50,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000018,10,50,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000019,10,51,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000020,10,51,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000021,10,51,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000022,10,52,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000023,10,52,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000024,10,52,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000025,10,52,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000026,10,8,27,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000027,10,9,27,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000028,10,9,27,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000029,10,9,27,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000030,10,10,27,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000031,10,10,27,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000032,10,53,40,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000033,10,53,40,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000034,10,53,40,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000035,10,53,40,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000036,10,7,26,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000037,10,16,26,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000038,10,16,26,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000039,10,17,26,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000040,10,17,26,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000041,10,18,26,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000042,10,50,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000043,10,8,27,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000044,10,54,26,1,3.0,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000045,10,48,39,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000046,10,49,39,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000047,10,50,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000048,10,20,54,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000049,10,23,54,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000050,10,25,54,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000051,10,50,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000052,10,50,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000053,10,8,27,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000054,10,55,40,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000055,10,51,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000056,10,51,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000057,10,51,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000058,10,51,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000059,10,9,27,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000060,10,9,27,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000061,10,9,27,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000062,10,9,27,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000063,10,53,40,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000064,10,53,40,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000065,10,53,40,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000066,10,53,40,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000067,10,49,39,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000068,10,52,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000069,10,52,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000070,10,10,27,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000071,10,10,27,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000072,10,10,27,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000073,10,56,40,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000074,10,7,26,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000075,10,16,26,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000076,10,17,26,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000077,10,18,26,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000078,10,51,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000079,10,49,39,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000080,10,47,39,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000081,10,47,39,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000082,10,47,39,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000083,10,47,39,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000084,10,51,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000085,10,51,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000086,10,49,39,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000087,10,49,39,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000088,10,49,39,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000089,10,9,27,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000090,10,9,27,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000091,10,9,27,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000092,10,9,27,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000093,10,9,27,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000094,10,9,27,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000095,10,9,27,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000096,10,50,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000097,10,50,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000098,10,50,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000099,10,50,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000100,10,52,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000101,10,52,25,0,,2024-05-17 11:37:56.764755,2024-05-17 11:37:56.764755
1000102,10,52,25,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000103,10,52,25,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000104,10,17,26,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000105,10,8,27,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000106,10,8,27,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000107,10,53,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000108,10,53,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000109,10,53,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000110,10,53,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000111,10,53,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000112,10,53,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000113,10,53,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000114,10,53,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000115,10,10,27,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000116,10,10,27,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000117,10,57,41,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000118,10,57,41,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000119,10,57,41,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000120,10,57,41,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000121,10,7,26,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000122,10,7,26,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000123,10,18,26,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000124,10,18,26,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000125,10,50,25,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000126,10,8,27,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000127,10,9,27,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000128,10,9,27,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000129,10,53,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000130,10,53,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000131,10,52,25,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000132,10,10,27,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000133,10,7,26,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000134,10,57,41,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000135,10,57,41,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000136,10,50,25,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000137,10,50,25,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000138,10,8,27,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000139,10,8,27,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000140,10,9,27,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000141,10,9,27,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000142,10,9,27,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000143,10,53,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000144,10,53,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000145,10,53,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000146,10,57,41,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000147,10,57,41,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000148,10,45,42,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000149,10,52,25,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000150,10,52,25,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000151,10,10,27,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000152,10,10,27,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000153,10,56,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000154,10,7,26,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000155,10,16,26,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000156,10,17,26,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000157,10,18,26,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000158,10,29,26,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000159,10,55,40,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000160,10,49,39,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
1000161,10,52,25,0,,2024-05-17 11:37:56.771424,2024-05-17 11:37:56.771424
