id,potential_square_id,prev_potential_square_id,created_at,updated_at
1,1000005,,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
2,1000181,,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
3,1000242,,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
4,1000085,,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
5,1000002,1000056.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
6,1000056,1000002.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
7,1000002,1000067.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
8,1000067,1000002.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
9,1000002,1000018.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
10,1000018,1000002.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
11,1000004,1000227.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
12,1000227,1000004.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
13,1000004,1000212.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
14,1000212,1000004.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
15,1000005,1000011.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
16,1000011,1000005.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
17,1000006,1000010.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
18,1000010,1000006.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
19,1000007,1000010.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
20,1000010,1000007.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
21,1000009,1000008.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
22,1000008,1000009.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
23,1000009,1000012.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
24,1000012,1000009.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
25,1000011,1000014.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
26,1000014,1000011.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
27,1000012,1000006.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
28,1000006,1000012.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
29,1000012,1000015.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
30,1000015,1000012.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
31,1000013,1000018.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
32,1000018,1000013.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
33,1000014,1000007.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
34,1000007,1000014.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
35,1000016,1000024.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
36,1000024,1000016.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
37,1000017,1000037.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
38,1000037,1000017.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
39,1000017,1000020.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
40,1000020,1000017.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
41,1000018,1000022.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
42,1000022,1000018.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
43,1000019,1000025.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
44,1000025,1000019.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
45,1000019,1000038.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
46,1000038,1000019.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
47,1000020,1000023.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
48,1000023,1000020.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
49,1000021,1000016.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
50,1000016,1000021.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
51,1000022,1000021.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
52,1000021,1000022.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
53,1000023,1000019.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
54,1000019,1000023.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
55,1000024,1000017.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
56,1000017,1000024.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
57,1000025,1000042.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
58,1000042,1000025.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
59,1000026,1000027.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
60,1000027,1000026.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
61,1000028,1000041.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
62,1000041,1000028.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
63,1000028,1000042.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
64,1000042,1000028.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
65,1000028,1000027.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
66,1000027,1000028.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
67,1000029,1000042.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
68,1000042,1000029.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
69,1000029,1000039.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
70,1000039,1000029.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
71,1000030,1000032.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
72,1000032,1000030.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
73,1000030,1000035.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
74,1000035,1000030.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
75,1000032,1000043.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
76,1000043,1000032.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
77,1000033,1000036.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
78,1000036,1000033.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
79,1000033,1000040.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
80,1000040,1000033.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
81,1000034,1000031.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
82,1000031,1000034.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
83,1000034,1000335.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
84,1000335,1000034.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
85,1000035,1000026.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
86,1000026,1000035.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
87,1000035,1000031.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
88,1000031,1000035.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
89,1000043,1000033.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
90,1000033,1000043.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
91,1000044,1000295.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
92,1000295,1000044.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
93,1000045,1000013.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
94,1000013,1000045.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
95,1000046,1000008.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
96,1000008,1000046.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
97,1000046,1000045.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
98,1000045,1000046.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
99,1000047,1000059.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
100,1000059,1000047.0,2024-02-27 09:32:22.657215,2024-02-27 09:32:22.657215
101,1000048,1000068.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
102,1000068,1000048.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
103,1000049,1000067.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
104,1000067,1000049.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
105,1000050,1000066.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
106,1000066,1000050.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
107,1000051,1000055.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
108,1000055,1000051.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
109,1000052,1000074.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
110,1000074,1000052.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
111,1000053,1000066.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
112,1000066,1000053.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
113,1000055,1000071.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
114,1000071,1000055.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
115,1000056,1000069.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
116,1000069,1000056.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
117,1000057,1000051.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
118,1000051,1000057.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
119,1000058,1000057.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
120,1000057,1000058.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
121,1000059,1000063.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
122,1000063,1000059.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
123,1000060,1000067.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
124,1000067,1000060.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
125,1000060,1000068.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
126,1000068,1000060.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
127,1000061,1000052.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
128,1000052,1000061.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
129,1000062,1000052.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
130,1000052,1000062.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
131,1000062,1000072.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
132,1000072,1000062.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
133,1000063,1000073.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
134,1000073,1000063.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
135,1000064,1000070.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
136,1000070,1000064.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
137,1000064,1000075.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
138,1000075,1000064.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
139,1000065,1000055.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
140,1000055,1000065.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
141,1000067,1000058.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
142,1000058,1000067.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
143,1000068,1000047.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
144,1000047,1000068.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
145,1000069,1000061.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
146,1000061,1000069.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
147,1000070,1000047.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
148,1000047,1000070.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
149,1000072,1000053.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
150,1000053,1000072.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
151,1000072,1000077.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
152,1000077,1000072.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
153,1000073,1000054.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
154,1000054,1000073.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
155,1000076,1000053.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
156,1000053,1000076.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
157,1000078,1000084.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
158,1000084,1000078.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
159,1000079,1000083.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
160,1000083,1000079.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
161,1000080,1000111.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
162,1000111,1000080.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
163,1000080,1000123.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
164,1000123,1000080.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
165,1000082,1000092.0,2024-02-27 09:32:22.663662,2024-02-27 09:32:22.663662
