id,budokai_ranking_gift_set_id,description,item_type,item_id,quantity,card_exp_init,created_at,updated_at
1,1,(Deadly Awakening) Super Saiyan Goku x 2,Card,1003500,2,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
2,1,(Infinite Potential) Uub x 3,Card,1002030,3,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
3,1,(Reaching New Heights) Goku x 3,Card,1003140,3,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
4,1,Awakening Medals - 137 in total,AwakeningItem,19,1,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
5,1,"Training Items - 50 in total, Senzu Beans x 10",AwakeningItem,20,1,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
6,1,Kibito Awakening Medals x 5,AwakeningItem,14,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
7,1,West Kai Awakening Medals x 5,AwakeningItem,15,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
8,1,South Kai Awakening Medals x 5,AwakeningItem,16,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
9,1,East Kai Awakening Medals x 5,AwakeningItem,17,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
10,1,North Kai Awakening Medals x 5,AwakeningItem,18,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
11,1,Kami Awakening Medals x 5,AwakeningItem,9,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
12,1,Grand Elder Guru Awakening Medals x 5,AwakeningItem,10,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
13,1,Babidi Awakening Medals x 5,AwakeningItem,11,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
14,1,Bibidi Awakening Medals x 5,AwakeningItem,12,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
15,1,Korin Awakening Medals x 5,AwakeningItem,13,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
16,1,Mr. Popo Awakening Medals x 5,AwakeningItem,4,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
17,1,Master Shen Awakening Medals x 5,AwakeningItem,5,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
18,1,Master Roshi Awakening Medals x 5,AwakeningItem,6,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
19,1,Mutaito Awakening Medals x 5,AwakeningItem,7,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
20,1,Grandpa Gohan Awakening Medals x 5,AwakeningItem,8,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
21,1,Gregory Awakening Medals x 20,AwakeningItem,1,20,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
22,1,Bubbles Awakening Medals x 20,AwakeningItem,2,20,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
23,1,Dr. Gero Awakening Medals x 20,AwakeningItem,3,20,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
24,1,Z-Sword AGL x 5,TrainingItem,900,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
25,1,Z-Sword TEQ x 5,TrainingItem,901,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
26,1,Z-Sword INT x 5,TrainingItem,902,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
27,1,Z-Sword STR x 5,TrainingItem,903,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
28,1,Z-Sword PHY x 5,TrainingItem,904,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
29,1,Weight (10t) AGL x 5,TrainingItem,800,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
30,1,Weight (10t) TEQ x 5,TrainingItem,801,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
31,1,Weight (10t) INT x 5,TrainingItem,802,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
32,1,Weight (10t) STR x 5,TrainingItem,803,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
33,1,Weight (10t) PHY x 5,TrainingItem,804,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
34,1,Senzu Beans x 10,SupportItem,6,10,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
35,2,(Deadly Awakening) Super Saiyan Goku,Card,1003500,1,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
36,2,(Infinite Potential) Uub x 3,Card,1002030,3,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
37,2,Awakening Medals - 137 in total,AwakeningItem,19,1,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
38,2,Training Items - 50 in total,AwakeningItem,20,1,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
39,2,Senzu Beans x 10,AwakeningItem,14,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
40,2,West Kai Awakening Medals x 5,AwakeningItem,15,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
41,2,South Kai Awakening Medals x 5,AwakeningItem,16,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
42,2,East Kai Awakening Medals x 5,AwakeningItem,17,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
43,2,North Kai Awakening Medals x 5,AwakeningItem,18,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
44,2,Kami Awakening Medals x 5,AwakeningItem,9,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
45,2,Grand Elder Guru Awakening Medals x 5,AwakeningItem,10,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
46,2,Babidi Awakening Medals x 5,AwakeningItem,11,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
47,2,Bibidi Awakening Medals x 5,AwakeningItem,12,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
48,2,Korin Awakening Medals x 5,AwakeningItem,13,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
49,2,Mr. Popo Awakening Medals x 5,AwakeningItem,4,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
50,2,Master Shen Awakening Medals x 5,AwakeningItem,5,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
51,2,Master Roshi Awakening Medals x 5,AwakeningItem,6,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
52,2,Mutaito Awakening Medals x 5,AwakeningItem,7,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
53,2,Grandpa Gohan Awakening Medals x 5,AwakeningItem,8,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
54,2,Gregory Awakening Medals x 20,AwakeningItem,1,20,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
55,2,Bubbles Awakening Medals x 20,AwakeningItem,2,20,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
56,2,Dr. Gero Awakening Medals x 20,AwakeningItem,3,20,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
57,2,Z-Sword AGL x 5,TrainingItem,900,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
58,2,Z-Sword TEQ x 5,TrainingItem,901,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
59,2,Z-Sword INT x 5,TrainingItem,902,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
60,2,Z-Sword STR x 5,TrainingItem,903,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
61,2,Z-Sword PHY x 5,TrainingItem,904,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
62,2,Weight (10t) AGL x 5,TrainingItem,800,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
63,2,Weight (10t) TEQ x 5,TrainingItem,801,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
64,2,Weight (10t) INT x 5,TrainingItem,802,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
65,2,Weight (10t) STR x 5,TrainingItem,803,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
66,2,Weight (10t) PHY x 5,TrainingItem,804,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
67,2,Senzu Beans x 10,SupportItem,6,10,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
68,3,(Infinite Potential) Uub x 3,Card,1002030,3,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
69,3,(Reaching New Heights) Goku x 3,Card,1003140,3,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
70,3,Awakening Medals - 137 in total,AwakeningItem,19,1,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
71,3,Training Items - 50 in total,AwakeningItem,20,1,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
72,3,Senzu Beans x 10,AwakeningItem,14,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
73,3,West Kai Awakening Medals x 5,AwakeningItem,15,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
74,3,South Kai Awakening Medals x 5,AwakeningItem,16,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
75,3,East Kai Awakening Medals x 5,AwakeningItem,17,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
76,3,North Kai Awakening Medals x 5,AwakeningItem,18,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
77,3,Kami Awakening Medals x 5,AwakeningItem,9,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
78,3,Grand Elder Guru Awakening Medals x 5,AwakeningItem,10,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
79,3,Babidi Awakening Medals x 5,AwakeningItem,11,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
80,3,Bibidi Awakening Medals x 5,AwakeningItem,12,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
81,3,Korin Awakening Medals x 5,AwakeningItem,13,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
82,3,Mr. Popo Awakening Medals x 5,AwakeningItem,4,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
83,3,Master Shen Awakening Medals x 5,AwakeningItem,5,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
84,3,Master Roshi Awakening Medals x 5,AwakeningItem,6,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
85,3,Mutaito Awakening Medals x 5,AwakeningItem,7,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
86,3,Grandpa Gohan Awakening Medals x 5,AwakeningItem,8,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
87,3,Gregory Awakening Medals x 20,AwakeningItem,1,20,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
88,3,Bubbles Awakening Medals x 20,AwakeningItem,2,20,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
89,3,Dr. Gero Awakening Medals x 20,AwakeningItem,3,20,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
90,3,Z-Sword AGL x 5,TrainingItem,900,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
91,3,Z-Sword TEQ x 5,TrainingItem,901,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
92,3,Z-Sword INT x 5,TrainingItem,902,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
93,3,Z-Sword STR x 5,TrainingItem,903,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
94,3,Z-Sword PHY x 5,TrainingItem,904,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
95,3,Weight (10t) AGL x 5,TrainingItem,800,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
96,3,Weight (10t) TEQ x 5,TrainingItem,801,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
97,3,Weight (10t) INT x 5,TrainingItem,802,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
98,3,Weight (10t) STR x 5,TrainingItem,803,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
99,3,Weight (10t) PHY x 5,TrainingItem,804,5,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
100,3,Senzu Beans x 10,SupportItem,6,10,0,2024-02-27 09:30:24.792885,2024-02-27 09:30:24.792885
101,4,(Infinite Potential) Uub,Card,1002030,1,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
102,4,(Reaching New Heights) Goku x 3,Card,1003140,3,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
103,4,Awakening Medals - 135 in total,AwakeningItem,14,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
104,4,Training Items - 50 in total,AwakeningItem,15,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
105,4,Senzu Beans x 10,AwakeningItem,16,5,0,2024-02-27 09:30:24.803233,2024-02-27 09:30:24.803233
