id,special_set_id,type,efficacy_type,target_type,calc_option,turn,prob,causality_conditions,eff_value1,eff_value2,eff_value3,created_at,updated_at
5,5,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-02-27 09:32:38.586780,2024-02-27 09:32:38.586780
7,7,Special::ExtraEfficacySpecial,9,3,0,2,10,,0,0,0,2024-02-27 09:32:38.586780,2024-02-27 09:32:38.586780
11,11,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-02-27 09:32:38.586780,2024-02-27 09:32:38.586780
12,12,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-02-27 09:32:38.586780,2024-02-27 09:32:38.586780
17,17,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-02-27 09:32:38.586780,2024-02-27 09:32:38.586780
21,21,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-02-27 09:32:38.586780,2024-02-27 09:32:38.586780
31,31,Special::ExtraEfficacySpecial,9,3,0,2,10,,0,0,0,2024-02-27 09:32:38.586780,2024-02-27 09:32:38.586780
64,64,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-02-27 09:32:38.586780,2024-02-27 09:32:38.586780
68,68,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-02-27 09:32:38.586780,2024-02-27 09:32:38.586780
72,72,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-02-27 09:32:38.586780,2024-02-27 09:32:38.586780
73,73,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-02-27 09:32:38.586780,2024-02-27 09:32:38.586780
74,74,Special::ExtraEfficacySpecial,9,3,0,2,25,,0,0,0,2024-02-27 09:32:38.586780,2024-02-27 09:32:38.586780
75,75,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-02-27 09:32:38.586780,2024-02-27 09:32:38.586780
88,88,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-02-27 09:32:38.586780,2024-02-27 09:32:38.586780
91,91,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-02-27 09:32:38.586780,2024-02-27 09:32:38.586780
96,96,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-02-27 09:32:38.586780,2024-02-27 09:32:38.586780
99,99,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-02-27 09:32:38.586780,2024-02-27 09:32:38.586780
100,100,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0,2024-02-27 09:32:38.586780,2024-02-27 09:32:38.586780
103,103,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-02-27 09:32:38.586780,2024-02-27 09:32:38.586780
104,104,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-02-27 09:32:38.586780,2024-02-27 09:32:38.586780
106,106,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-02-27 09:32:38.586780,2024-02-27 09:32:38.586780
108,108,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-02-27 09:32:38.586780,2024-02-27 09:32:38.586780
109,109,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-02-27 09:32:38.586780,2024-02-27 09:32:38.586780
