id,card_unique_info_id,card_unique_info_set_id,created_at,updated_at
1,112,5,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
2,112,8,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
3,411,5,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
4,411,8,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
5,402,8,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
6,6,8,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
7,80,8,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
8,56,12,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
9,229,12,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
10,8,12,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
11,311,12,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
12,444,12,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
13,78,5,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
14,78,8,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
15,341,8,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
16,495,5,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
17,495,8,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
18,10,1,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
19,414,1,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
20,499,1,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
21,22,6,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
22,22,7,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
23,504,6,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
24,504,7,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
25,20,6,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
26,82,10,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
27,83,9,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
28,84,2,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
29,496,2,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
30,457,2,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
31,246,2,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
32,231,11,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
33,244,12,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
34,79,4,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
35,494,4,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
36,366,12,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
37,227,12,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
38,230,12,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
39,474,12,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
40,475,12,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
41,113,12,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
42,1,3,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
43,483,3,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
44,501,3,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
45,57,4,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
46,502,4,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
47,232,11,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
48,507,11,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
49,129,12,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
50,498,12,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
51,497,12,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
52,1,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
53,3,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
54,66,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
55,86,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
56,108,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
57,139,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
58,153,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
59,154,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
60,164,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
61,175,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
62,211,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
63,236,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
64,241,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
65,252,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
66,316,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
67,318,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
68,326,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
69,340,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
70,356,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
71,373,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
72,374,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
73,376,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
74,377,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
75,381,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
76,400,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
77,412,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
78,415,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
79,416,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
80,417,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
81,418,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
82,432,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
83,455,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
84,464,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
85,483,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
86,487,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
87,501,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
88,141,14,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
89,142,14,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
90,190,14,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
91,191,14,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
92,192,14,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
93,193,14,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
94,194,14,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
95,195,14,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
96,404,14,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
97,508,14,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
98,513,13,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
99,134,15,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
100,135,16,2024-05-17 11:40:46.148947,2024-05-17 11:40:46.148947
101,520,16,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
102,2,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
103,4,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
104,87,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
105,115,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
106,131,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
107,178,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
108,197,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
109,210,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
110,216,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
111,223,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
112,247,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
113,302,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
114,317,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
115,364,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
116,373,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
117,374,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
118,376,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
119,377,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
120,391,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
121,433,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
122,448,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
123,458,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
124,459,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
125,460,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
126,461,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
127,465,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
128,488,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
129,497,17,2024-05-17 11:40:46.153946,2024-05-17 11:40:46.153946
