id,type,card_id,awaked_card_id,num,card_awakening_set_id,optimal_awakening_step,optimal_awakening_type,description,priority,open_at,created_at,updated_at
1,CardAwakeningRoute::Zet,1000010,1000011,1,1,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
2,CardAwakeningRoute::Zet,2000830,2000831,1,1,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
3,CardAwakeningRoute::Zet,1000020,1000021,1,2,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
4,CardAwakeningRoute::Zet,2000810,2000811,1,2,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
5,CardAwakeningRoute::Zet,1000830,1000831,1,3,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
6,CardAwakeningRoute::Zet,1000840,1000841,1,4,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
7,CardAwakeningRoute::Zet,1001940,1001941,1,4,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
8,CardAwakeningRoute::Zet,1000030,1000031,1,5,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
9,CardAwakeningRoute::Zet,1000090,1000091,1,5,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
10,CardAwakeningRoute::Zet,1000250,1000251,1,5,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
11,CardAwakeningRoute::Zet,1000910,1000911,1,5,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
12,CardAwakeningRoute::Zet,1001040,1001041,1,5,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
13,CardAwakeningRoute::Zet,1001120,1001121,1,5,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
14,CardAwakeningRoute::Zet,2000160,2000161,1,5,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
15,CardAwakeningRoute::Zet,1000040,1000041,1,6,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
16,CardAwakeningRoute::Zet,1000110,1000111,1,6,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
17,CardAwakeningRoute::Zet,1000130,1000131,1,6,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
18,CardAwakeningRoute::Zet,1000880,1000881,1,6,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
19,CardAwakeningRoute::Zet,1000890,1000891,1,6,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
20,CardAwakeningRoute::Zet,1000920,1000921,1,6,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
21,CardAwakeningRoute::Zet,2000210,2000211,1,6,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
22,CardAwakeningRoute::Zet,1002130,1002131,1,6,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
23,CardAwakeningRoute::Zet,1000050,1000051,1,7,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
24,CardAwakeningRoute::Zet,1000060,1000061,1,7,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
25,CardAwakeningRoute::Zet,1000170,1000171,1,7,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
26,CardAwakeningRoute::Zet,1000230,1000231,1,7,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
27,CardAwakeningRoute::Zet,1001010,1001011,1,7,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
28,CardAwakeningRoute::Zet,1001090,1001091,1,7,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
29,CardAwakeningRoute::Zet,1001110,1001111,1,7,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
30,CardAwakeningRoute::Zet,1001440,1001441,1,7,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
31,CardAwakeningRoute::Zet,1001520,1001521,1,7,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
32,CardAwakeningRoute::Zet,1000070,1000071,1,8,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
33,CardAwakeningRoute::Zet,1000260,1000261,1,8,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
34,CardAwakeningRoute::Zet,1000990,1000991,1,8,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
35,CardAwakeningRoute::Zet,1001000,1001001,1,8,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
36,CardAwakeningRoute::Zet,1001080,1001081,1,8,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
37,CardAwakeningRoute::Zet,1002150,1002151,1,8,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
38,CardAwakeningRoute::Zet,1000080,1000081,1,9,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
39,CardAwakeningRoute::Zet,1000160,1000161,1,9,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
40,CardAwakeningRoute::Zet,1000220,1000221,1,9,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
41,CardAwakeningRoute::Zet,1001070,1001071,1,9,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
42,CardAwakeningRoute::Zet,1001420,1001421,1,9,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
43,CardAwakeningRoute::Zet,1001600,1001601,1,9,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
44,CardAwakeningRoute::Zet,1001760,1001761,1,9,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
45,CardAwakeningRoute::Zet,1000100,1000101,1,10,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
46,CardAwakeningRoute::Zet,1000120,1000121,1,10,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
47,CardAwakeningRoute::Zet,1000150,1000151,1,10,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
48,CardAwakeningRoute::Zet,1000850,1000851,1,10,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
49,CardAwakeningRoute::Zet,1000930,1000931,1,10,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
50,CardAwakeningRoute::Zet,1001020,1001021,1,10,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
51,CardAwakeningRoute::Zet,1001500,1001501,1,10,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
52,CardAwakeningRoute::Zet,1000140,1000141,1,11,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
53,CardAwakeningRoute::Zet,1000810,1000811,1,11,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
54,CardAwakeningRoute::Zet,1000820,1000821,1,11,,0,,0,2010-04-01 00:00:00,2024-04-30 09:31:42.677626,2024-04-30 09:31:42.677626
