id,budokai_id,budokai_league_id,rank,name,point,bonus,created_at,updated_at
1,1,1,1,Pilaf Tier,0,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
2,1,1,2,King Chappa Tier,5000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
3,1,1,3,Hercule Tier,25000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
4,1,2,4,Videl Tier,50000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
5,1,2,5,Master Roshi Tier,100000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
6,1,2,6,Korin Tier,150000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
7,1,3,7,Kami Tier,250000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
8,1,3,8,King Yemma Tier,500000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
9,1,3,9,King Kai Tier,1000000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
10,1,4,10,Supreme Kai Tier,1500000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
11,1,4,11,Elder Kai Tier,2500000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
12,1,4,12,Beerus Tier,5000000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
13,2,1,1,Pilaf Tier,0,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
14,2,1,2,King Chappa Tier,5000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
15,2,1,3,Hercule Tier,25000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
16,2,2,4,Videl Tier,50000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
17,2,2,5,Master Roshi Tier,100000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
18,2,2,6,Korin Tier,150000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
19,2,3,7,Kami Tier,250000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
20,2,3,8,King Yemma Tier,500000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
21,2,3,9,King Kai Tier,1000000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
22,2,4,10,Supreme Kai Tier,1500000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
23,2,4,11,Elder Kai Tier,2500000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
24,2,4,12,Beerus Tier,5000000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
25,3,1,1,Pilaf Tier,0,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
26,3,1,2,King Chappa Tier,5000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
27,3,1,3,Hercule Tier,25000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
28,3,2,4,Videl Tier,50000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
29,3,2,5,Master Roshi Tier,100000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
30,3,2,6,Korin Tier,150000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
31,3,3,7,Kami Tier,250000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
32,3,3,8,King Yemma Tier,500000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
33,3,3,9,King Kai Tier,1000000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
34,3,4,10,Supreme Kai Tier,1500000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
35,3,4,11,Elder Kai Tier,2500000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
36,3,4,12,Beerus Tier,5000000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
37,4,1,1,Pilaf Tier,0,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
38,4,1,2,King Chappa Tier,5000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
39,4,1,3,Hercule Tier,25000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
40,4,2,4,Videl Tier,50000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
41,4,2,5,Master Roshi Tier,100000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
42,4,2,6,Korin Tier,150000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
43,4,3,7,Kami Tier,250000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
44,4,3,8,King Yemma Tier,500000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
45,4,3,9,King Kai Tier,1000000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
46,4,4,10,Supreme Kai Tier,1500000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
47,4,4,11,Elder Kai Tier,2500000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
48,4,4,12,Beerus Tier,5000000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
49,5,1,1,Pilaf Tier,0,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
50,5,1,2,King Chappa Tier,5000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
51,5,1,3,Hercule Tier,25000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
52,5,2,4,Videl Tier,50000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
53,5,2,5,Master Roshi Tier,100000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
54,5,2,6,Korin Tier,150000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
55,5,3,7,Kami Tier,250000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
56,5,3,8,King Yemma Tier,500000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
57,5,3,9,King Kai Tier,1000000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
58,5,4,10,Supreme Kai Tier,1500000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
59,5,4,11,Elder Kai Tier,2500000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
60,5,4,12,Beerus Tier,5000000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
61,6,1,1,Pilaf Tier,0,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
62,6,1,2,King Chappa Tier,5000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
63,6,1,3,Hercule Tier,25000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
64,6,2,4,Videl Tier,50000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
65,6,2,5,Master Roshi Tier,100000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
66,6,2,6,Korin Tier,150000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
67,6,3,7,Kami Tier,250000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
68,6,3,8,King Yemma Tier,500000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
69,6,3,9,King Kai Tier,1000000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
70,6,4,10,Supreme Kai Tier,1500000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
71,6,4,11,Elder Kai Tier,2500000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
72,6,4,12,Beerus Tier,5000000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
73,7,1,1,Pilaf Tier,0,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
74,7,1,2,King Chappa Tier,5000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
75,7,1,3,Hercule Tier,25000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
76,7,2,4,Videl Tier,50000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
77,7,2,5,Master Roshi Tier,100000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
78,7,2,6,Korin Tier,150000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
79,7,3,7,Kami Tier,250000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
80,7,3,8,King Yemma Tier,500000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
81,7,3,9,King Kai Tier,1000000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
82,7,4,10,Supreme Kai Tier,1500000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
83,7,4,11,Elder Kai Tier,2500000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
84,7,4,12,Beerus Tier,5000000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
85,8,1,1,Pilaf Tier,0,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
86,8,1,2,King Chappa Tier,5000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
87,8,1,3,Hercule Tier,25000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
88,8,2,4,Videl Tier,50000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
89,8,2,5,Master Roshi Tier,100000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
90,8,2,6,Korin Tier,150000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
91,8,3,7,Kami Tier,250000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
92,8,3,8,King Yemma Tier,500000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
93,8,3,9,King Kai Tier,1000000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
94,8,4,10,Supreme Kai Tier,1500000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
95,8,4,11,Elder Kai Tier,2500000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
96,8,4,12,Beerus Tier,5000000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
97,9,1,1,Pilaf Tier,0,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
98,9,1,2,King Chappa Tier,5000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
99,9,1,3,Hercule Tier,25000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
100,9,2,4,Videl Tier,50000,1.0,2024-02-27 09:30:27.952828,2024-02-27 09:30:27.952828
101,9,2,5,Master Roshi Tier,100000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
102,9,2,6,Korin Tier,150000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
103,9,3,7,Kami Tier,250000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
104,9,3,8,King Yemma Tier,500000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
105,9,3,9,King Kai Tier,1000000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
106,9,4,10,Supreme Kai Tier,1500000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
107,9,4,11,Elder Kai Tier,2500000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
108,9,4,12,Beerus Tier,5000000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
109,10,1,1,Pilaf Tier,0,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
110,10,1,2,King Chappa Tier,5000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
111,10,1,3,Hercule Tier,25000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
112,10,2,4,Videl Tier,50000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
113,10,2,5,Master Roshi Tier,100000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
114,10,2,6,Korin Tier,150000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
115,10,3,7,Kami Tier,250000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
116,10,3,8,King Yemma Tier,500000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
117,10,3,9,King Kai Tier,1000000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
118,10,4,10,Supreme Kai Tier,1500000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
119,10,4,11,Elder Kai Tier,2500000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
120,10,4,12,Beerus Tier,5000000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
121,11,1,1,Pilaf Tier,0,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
122,11,1,2,King Chappa Tier,5000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
123,11,1,3,Hercule Tier,25000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
124,11,2,4,Videl Tier,50000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
125,11,2,5,Master Roshi Tier,100000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
126,11,2,6,Korin Tier,150000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
127,11,3,7,Kami Tier,250000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
128,11,3,8,King Yemma Tier,500000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
129,11,3,9,King Kai Tier,1000000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
130,11,4,10,Supreme Kai Tier,1500000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
131,11,4,11,Elder Kai Tier,2500000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
132,11,4,12,Beerus Tier,5000000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
133,12,1,1,Pilaf Tier,0,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
134,12,1,2,King Chappa Tier,5000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
135,12,1,3,Hercule Tier,25000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
136,12,2,4,Videl Tier,50000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
137,12,2,5,Master Roshi Tier,100000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
138,12,2,6,Korin Tier,150000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
139,12,3,7,Kami Tier,250000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
140,12,3,8,King Yemma Tier,500000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
141,12,3,9,King Kai Tier,1000000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
142,12,4,10,Supreme Kai Tier,1500000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
143,12,4,11,Elder Kai Tier,2500000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
144,12,4,12,Beerus Tier,5000000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
145,13,1,1,Pilaf Tier,0,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
146,13,1,2,King Chappa Tier,5000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
147,13,1,3,Hercule Tier,25000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
148,13,2,4,Videl Tier,50000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
149,13,2,5,Master Roshi Tier,100000,1.0,2024-02-27 09:30:27.962175,2024-02-27 09:30:27.962175
