id,type,chain_battle_mission_id,created_at,updated_at
1,ChainBattleMissionPeriod::DailyMissionPeriod,1,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
2,ChainBattleMissionPeriod::DailyMissionPeriod,2,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
3,ChainBattleMissionPeriod::DailyMissionPeriod,3,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
4,ChainBattleMissionPeriod::DailyMissionPeriod,4,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
5,ChainBattleMissionPeriod::DailyMissionPeriod,5,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
6,ChainBattleMissionPeriod::DailyMissionPeriod,6,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
7,ChainBattleMissionPeriod::DailyMissionPeriod,23,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
8,ChainBattleMissionPeriod::DailyMissionPeriod,24,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
9,ChainBattleMissionPeriod::DailyMissionPeriod,25,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
10,ChainBattleMissionPeriod::DailyMissionPeriod,26,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
11,ChainBattleMissionPeriod::DailyMissionPeriod,27,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
12,ChainBattleMissionPeriod::DailyMissionPeriod,28,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
13,ChainBattleMissionPeriod::DailyMissionPeriod,45,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
14,ChainBattleMissionPeriod::DailyMissionPeriod,46,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
15,ChainBattleMissionPeriod::DailyMissionPeriod,47,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
16,ChainBattleMissionPeriod::DailyMissionPeriod,48,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
17,ChainBattleMissionPeriod::DailyMissionPeriod,49,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
18,ChainBattleMissionPeriod::DailyMissionPeriod,50,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
19,ChainBattleMissionPeriod::DailyMissionPeriod,67,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
20,ChainBattleMissionPeriod::DailyMissionPeriod,68,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
21,ChainBattleMissionPeriod::DailyMissionPeriod,69,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
22,ChainBattleMissionPeriod::DailyMissionPeriod,70,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
23,ChainBattleMissionPeriod::DailyMissionPeriod,71,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
24,ChainBattleMissionPeriod::DailyMissionPeriod,72,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
25,ChainBattleMissionPeriod::DailyMissionPeriod,89,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
26,ChainBattleMissionPeriod::DailyMissionPeriod,90,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
27,ChainBattleMissionPeriod::DailyMissionPeriod,91,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
28,ChainBattleMissionPeriod::DailyMissionPeriod,92,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
29,ChainBattleMissionPeriod::DailyMissionPeriod,93,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
30,ChainBattleMissionPeriod::DailyMissionPeriod,94,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
31,ChainBattleMissionPeriod::DailyMissionPeriod,111,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
32,ChainBattleMissionPeriod::DailyMissionPeriod,112,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
33,ChainBattleMissionPeriod::DailyMissionPeriod,113,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
34,ChainBattleMissionPeriod::DailyMissionPeriod,114,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
35,ChainBattleMissionPeriod::DailyMissionPeriod,115,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
36,ChainBattleMissionPeriod::DailyMissionPeriod,116,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
37,ChainBattleMissionPeriod::DailyMissionPeriod,133,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
38,ChainBattleMissionPeriod::DailyMissionPeriod,134,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
39,ChainBattleMissionPeriod::DailyMissionPeriod,135,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
40,ChainBattleMissionPeriod::DailyMissionPeriod,136,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
41,ChainBattleMissionPeriod::DailyMissionPeriod,137,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
42,ChainBattleMissionPeriod::DailyMissionPeriod,138,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
43,ChainBattleMissionPeriod::DailyMissionPeriod,155,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
44,ChainBattleMissionPeriod::DailyMissionPeriod,156,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
45,ChainBattleMissionPeriod::DailyMissionPeriod,157,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
46,ChainBattleMissionPeriod::DailyMissionPeriod,158,2024-04-30 09:32:18.142889,2024-04-30 09:32:18.142889
