id,type,mission_id,wday,wday_start_at,wday_hours_to_end,dot_character_point,created_at,updated_at
1,MissionPeriod::DailyMissionPeriod,4175,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
2,MissionPeriod::DailyMissionPeriod,4176,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
3,MissionPeriod::DailyMissionPeriod,4177,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
4,MissionPeriod::DailyMissionPeriod,4178,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
5,MissionPeriod::DailyMissionPeriod,4179,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
6,MissionPeriod::DailyMissionPeriod,4180,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
7,MissionPeriod::DailyMissionPeriod,4232,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
8,MissionPeriod::DailyMissionPeriod,4233,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
9,MissionPeriod::DailyMissionPeriod,4234,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
10,MissionPeriod::DailyMissionPeriod,4235,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
11,MissionPeriod::DailyMissionPeriod,4236,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
12,MissionPeriod::DailyMissionPeriod,4237,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
13,MissionPeriod::DailyMissionPeriod,4240,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
14,MissionPeriod::DailyMissionPeriod,4241,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
15,MissionPeriod::DailyMissionPeriod,4242,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
16,MissionPeriod::DailyMissionPeriod,4243,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
17,MissionPeriod::DailyMissionPeriod,4244,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
18,MissionPeriod::DailyMissionPeriod,4245,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
19,MissionPeriod::DailyMissionPeriod,4256,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
20,MissionPeriod::DailyMissionPeriod,4257,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
21,MissionPeriod::DailyMissionPeriod,4258,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
22,MissionPeriod::DailyMissionPeriod,4259,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
23,MissionPeriod::DailyMissionPeriod,4261,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
24,MissionPeriod::DailyMissionPeriod,4262,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
25,MissionPeriod::DailyMissionPeriod,4263,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
26,MissionPeriod::DailyMissionPeriod,4284,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
27,MissionPeriod::DailyMissionPeriod,4285,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
28,MissionPeriod::DailyMissionPeriod,4286,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
29,MissionPeriod::DailyMissionPeriod,4287,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
30,MissionPeriod::DailyMissionPeriod,4288,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
31,MissionPeriod::DailyMissionPeriod,4289,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
32,MissionPeriod::DailyMissionPeriod,4291,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
33,MissionPeriod::DailyMissionPeriod,4292,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
34,MissionPeriod::DailyMissionPeriod,4293,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
35,MissionPeriod::DailyMissionPeriod,4294,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
36,MissionPeriod::DailyMissionPeriod,4295,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
37,MissionPeriod::DailyMissionPeriod,4298,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
38,MissionPeriod::DailyMissionPeriod,4299,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
39,MissionPeriod::DailyMissionPeriod,4300,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
40,MissionPeriod::DailyMissionPeriod,4301,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
41,MissionPeriod::DailyMissionPeriod,4302,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
42,MissionPeriod::DailyMissionPeriod,4303,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
44,MissionPeriod::DailyMissionPeriod,4305,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
45,MissionPeriod::DailyMissionPeriod,4306,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
46,MissionPeriod::DailyMissionPeriod,4307,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
47,MissionPeriod::DailyMissionPeriod,4308,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
48,MissionPeriod::DailyMissionPeriod,4309,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
49,MissionPeriod::DailyMissionPeriod,4310,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
50,MissionPeriod::DailyMissionPeriod,4311,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
51,MissionPeriod::DailyMissionPeriod,4312,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
52,MissionPeriod::DailyMissionPeriod,4313,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
53,MissionPeriod::DailyMissionPeriod,4321,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
54,MissionPeriod::DailyMissionPeriod,4322,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
55,MissionPeriod::DailyMissionPeriod,4363,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
56,MissionPeriod::DailyMissionPeriod,4364,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
57,MissionPeriod::DailyMissionPeriod,4365,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
58,MissionPeriod::DailyMissionPeriod,4366,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
59,MissionPeriod::DailyMissionPeriod,4367,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
60,MissionPeriod::DailyMissionPeriod,4368,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
61,MissionPeriod::DailyMissionPeriod,4369,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
62,MissionPeriod::DailyMissionPeriod,4370,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
63,MissionPeriod::DailyMissionPeriod,4371,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
64,MissionPeriod::DailyMissionPeriod,4372,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
65,MissionPeriod::DailyMissionPeriod,4373,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
66,MissionPeriod::DailyMissionPeriod,4374,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
67,MissionPeriod::DailyMissionPeriod,4375,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
68,MissionPeriod::DailyMissionPeriod,4376,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
69,MissionPeriod::DailyMissionPeriod,4377,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
70,MissionPeriod::DailyMissionPeriod,4378,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
71,MissionPeriod::DailyMissionPeriod,4379,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
72,MissionPeriod::DailyMissionPeriod,4380,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
73,MissionPeriod::DailyMissionPeriod,4381,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
74,MissionPeriod::DailyMissionPeriod,4382,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
75,MissionPeriod::DailyMissionPeriod,4383,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
76,MissionPeriod::DailyMissionPeriod,4384,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
77,MissionPeriod::DailyMissionPeriod,4385,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
78,MissionPeriod::DailyMissionPeriod,4386,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
79,MissionPeriod::DailyMissionPeriod,4387,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
80,MissionPeriod::DailyMissionPeriod,4388,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
81,MissionPeriod::DailyMissionPeriod,4389,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
82,MissionPeriod::DailyMissionPeriod,4390,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
83,MissionPeriod::DailyMissionPeriod,4391,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
84,MissionPeriod::DailyMissionPeriod,4392,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
85,MissionPeriod::DailyMissionPeriod,4393,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
86,MissionPeriod::DailyMissionPeriod,4394,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
87,MissionPeriod::DailyMissionPeriod,4395,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
88,MissionPeriod::DailyMissionPeriod,4396,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
89,MissionPeriod::DailyMissionPeriod,4397,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
90,MissionPeriod::DailyMissionPeriod,4398,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
91,MissionPeriod::DailyMissionPeriod,4399,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
92,MissionPeriod::DailyMissionPeriod,4400,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
93,MissionPeriod::DailyMissionPeriod,4401,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
94,MissionPeriod::DailyMissionPeriod,4402,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
95,MissionPeriod::DailyMissionPeriod,4403,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
96,MissionPeriod::DailyMissionPeriod,4404,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
97,MissionPeriod::DailyMissionPeriod,4405,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
98,MissionPeriod::DailyMissionPeriod,4406,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
99,MissionPeriod::DailyMissionPeriod,4407,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
100,MissionPeriod::DailyMissionPeriod,4408,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
101,MissionPeriod::DailyMissionPeriod,4409,,,,0,2024-02-27 09:30:59.645841,2024-02-27 09:30:59.645841
102,MissionPeriod::DailyMissionPeriod,4410,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
103,MissionPeriod::DailyMissionPeriod,4411,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
104,MissionPeriod::DailyMissionPeriod,4412,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
105,MissionPeriod::DailyMissionPeriod,4455,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
106,MissionPeriod::DailyMissionPeriod,4456,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
107,MissionPeriod::DailyMissionPeriod,4457,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
108,MissionPeriod::DailyMissionPeriod,4458,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
109,MissionPeriod::DailyMissionPeriod,4459,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
110,MissionPeriod::DailyMissionPeriod,4460,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
142,MissionPeriod::DailyMissionPeriod,4579,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
143,MissionPeriod::DailyMissionPeriod,4580,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
144,MissionPeriod::DailyMissionPeriod,4581,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
145,MissionPeriod::DailyMissionPeriod,4582,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
146,MissionPeriod::DailyMissionPeriod,4583,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
147,MissionPeriod::DailyMissionPeriod,4584,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
148,MissionPeriod::DailyMissionPeriod,4585,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
149,MissionPeriod::DailyMissionPeriod,1043,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
150,MissionPeriod::DailyMissionPeriod,1044,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
151,MissionPeriod::DailyMissionPeriod,1045,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
152,MissionPeriod::DailyMissionPeriod,1046,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
