id,quest_id,type,card_category_id,quest_category_bonus_rarity_table_id,created_at,updated_at
24,131001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,3,7,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
25,132001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,4,8,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
26,334001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,1,9,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
27,334002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,1,9,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
28,334003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,1,9,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
29,334004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,1,9,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
30,335001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,10,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
31,335002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,10,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
32,335003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,10,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
33,335004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,10,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
34,335005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,10,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
35,335006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,10,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
36,335007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,10,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
37,335008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,10,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
38,335009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,10,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
39,335010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,10,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
40,335011,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,10,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
41,335012,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,10,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
42,336001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,11,11,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
43,336002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,11,11,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
44,336003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,11,11,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
