id,name,description,created_at,updated_at
1,Please enter a name.,Z-Awakening Route,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
2,Please enter a name.,Z-Awakening Route,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
3,<STR> Super Saiyan Goku (SSR),Z-Awakening Route,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
4,<PHY> Super Saiyan Vegeta (SSR),Z-Awakening Route,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
5,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
6,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
7,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
8,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
9,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
10,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
11,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
12,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
13,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
14,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
15,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
16,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
17,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
18,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
19,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
20,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
21,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
22,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
23,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
24,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
25,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
26,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
27,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
28,<STR> Tien (R),N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
29,<PHY> Trunks (Xeno) (SSR),N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
30,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
31,<PHY> Piccolo (SSR),N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
32,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
33,<TEQ> Frieza (Final Form) (SSR),N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
34,<AGL> Krillin (R),N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
35,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
36,<AGL> Bardock (R),N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
37,<INT> Vegeta (Kid) (SR),N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
38,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
39,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
40,<PHY> Krillin (Police Officer) (R),N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
41,<INT> Super Saiyan God SS Goku (SR),N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
42,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
43,<AGL> Super Saiyan God SS Goku (SSR),N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
44,Please enter a name.,N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
45,<AGL> PuiPui (R),N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
46,<STR> Golden Frieza (SSR),N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
47,<TEQ> Golden Frieza (SSR),N/A,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
48,Golden Frieza (1st Form) (SSR),Dokkan Awakening Route,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
49,Golden Frieza (2nd Form) (SSR),Dokkan Awakening Route,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
50,Golden Frieza (3rd Form) (SSR),Dokkan Awakening Route,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
51,Golden Frieza (Final Form) (SSR),Dokkan Awakening Route,2024-04-30 09:31:43.631146,2024-04-30 09:31:43.631146
