id,chain_battle_id,percentile,created_at,updated_at
1,1,1,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
2,1,3,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
3,1,5,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
4,1,10,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
5,1,20,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
6,1,35,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
7,1,50,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
8,1,75,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
9,1,100,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
10,2,1,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
11,2,3,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
12,2,5,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
13,2,10,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
14,2,20,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
15,2,35,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
16,2,50,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
17,2,75,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
18,2,100,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
19,3,1,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
20,3,3,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
21,3,5,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
22,3,10,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
23,3,20,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
24,3,35,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
25,3,50,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
26,3,75,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
27,3,100,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
28,4,1,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
29,4,3,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
30,4,5,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
31,4,10,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
32,4,20,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
33,4,35,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
34,4,50,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
35,4,75,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
36,4,100,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
37,5,1,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
38,5,3,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
39,5,5,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
40,5,10,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
41,5,20,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
42,5,35,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
43,5,50,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
44,5,75,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
45,5,100,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
46,6,1,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
47,6,3,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
48,6,5,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
49,6,10,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
50,6,20,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
51,6,35,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
52,6,50,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
53,6,75,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
54,6,100,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
55,7,1,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
56,7,3,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
57,7,5,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
58,7,10,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
59,7,20,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
60,7,35,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
61,7,50,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
62,7,75,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
63,7,100,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
64,8,1,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
65,8,3,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
66,8,5,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
67,8,10,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
68,8,20,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
69,8,35,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
70,8,50,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
71,8,75,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
72,8,100,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
73,9,1,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
74,9,3,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
75,9,5,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
76,9,10,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
77,9,20,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
78,9,35,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
79,9,50,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
80,9,75,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
81,9,100,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
82,10,1,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
83,10,3,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
84,10,5,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
85,10,10,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
86,10,20,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
87,10,35,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
88,10,50,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
89,10,75,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
90,10,100,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
91,11,1,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
92,11,3,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
93,11,5,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
94,11,10,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
95,11,20,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
96,11,35,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
97,11,50,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
98,11,75,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
99,11,100,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
100,12,1,2024-04-30 09:32:18.459585,2024-04-30 09:32:18.459585
101,12,3,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
102,12,5,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
103,12,10,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
104,12,20,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
105,12,35,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
106,12,50,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
107,12,75,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
108,12,100,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
109,13,1,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
110,13,3,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
111,13,5,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
112,13,10,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
113,13,20,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
114,13,35,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
115,13,50,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
116,13,75,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
117,13,100,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
118,14,1,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
119,14,3,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
120,14,5,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
121,14,10,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
122,14,20,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
123,14,35,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
124,14,50,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
125,14,75,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
126,14,100,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
127,15,1,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
128,15,3,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
129,15,5,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
130,15,10,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
131,15,20,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
132,15,35,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
133,15,50,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
134,15,75,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
135,15,100,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
136,16,1,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
137,16,3,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
138,16,5,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
139,16,10,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
140,16,20,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
141,16,35,2024-04-30 09:32:18.479886,2024-04-30 09:32:18.479886
