id,leader_skill_set_id,exec_timing_type,target_type,sub_target_type_set_id,causality_conditions,efficacy_type,efficacy_values,calc_option,created_at,updated_at
1,100001,1,2,0,,16,"[0,30,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
2,100001,1,2,0,,16,"[2,30,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
3,100001,1,2,0,,16,"[4,30,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
4,100001,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
5,100001,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
6,100002,1,2,0,,16,"[1,30,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
7,100002,1,2,0,,16,"[2,30,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
8,100002,1,2,0,,16,"[3,30,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
9,100002,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
10,100002,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
11,100003,1,2,0,,20,"[1,2,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
12,100003,1,2,0,,20,"[3,2,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
13,100003,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
14,100003,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
15,100003,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
16,100004,1,2,0,"{""source"":""15"",""compiled"":15}",1,"[25,0,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
17,100004,1,2,0,"{""source"":""15"",""compiled"":15}",0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
18,100004,1,2,0,"{""source"":""15"",""compiled"":15}",0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
19,100004,1,2,0,"{""source"":""15"",""compiled"":15}",0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
20,100004,1,2,0,"{""source"":""15"",""compiled"":15}",0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
21,100005,1,2,0,,1,"[15,0,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
22,100005,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
23,100005,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
24,100005,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
25,100005,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
26,100006,1,2,0,,16,"[3,25,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
27,100006,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
28,100006,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
29,100006,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
30,100006,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
31,100007,1,2,0,,16,"[0,25,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
32,100007,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
33,100007,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
34,100007,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
35,100007,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
36,100008,1,2,0,,16,"[1,25,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
37,100008,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
38,100008,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
39,100008,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
40,100008,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
41,100009,1,2,0,,16,"[1,25,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
42,100009,1,2,0,,16,"[3,25,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
43,100009,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
44,100009,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
45,100009,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
46,100010,1,2,0,,16,"[0,25,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
47,100010,1,2,0,,16,"[4,25,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
48,100010,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
49,100010,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
50,100010,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
51,100011,1,2,0,"{""source"":""42"",""compiled"":42}",1,"[20,0,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
52,100011,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
53,100011,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
54,100011,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
55,100011,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
56,100012,1,2,0,"{""source"":""42"",""compiled"":42}",5,"[1,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
57,100012,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
58,100012,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
59,100012,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
60,100012,1,2,0,"{""source"":""42"",""compiled"":42}",0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
61,100013,1,2,0,"{""source"":""15"",""compiled"":15}",1,"[25,0,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
62,100013,1,2,0,"{""source"":""15"",""compiled"":15}",0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
63,100013,1,2,0,"{""source"":""15"",""compiled"":15}",0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
64,100013,1,2,0,"{""source"":""15"",""compiled"":15}",0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
65,100013,1,2,0,"{""source"":""15"",""compiled"":15}",0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
66,100014,1,2,0,,19,"[2,25,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
67,100014,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
68,100014,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
69,100014,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
70,100014,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
71,100015,1,4,0,,2,"[25,0,0]",3,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
72,100015,1,4,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
73,100015,1,4,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
74,100015,1,4,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
75,100015,1,4,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
76,100016,1,2,0,"{""source"":""15"",""compiled"":15}",1,"[25,0,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
77,100016,1,2,0,"{""source"":""15"",""compiled"":15}",0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
78,100016,1,2,0,"{""source"":""15"",""compiled"":15}",0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
79,100016,1,2,0,"{""source"":""15"",""compiled"":15}",0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
80,100016,1,2,0,"{""source"":""15"",""compiled"":15}",0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
81,100017,1,2,0,,44,"[3,20,20]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
82,100017,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
83,100017,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
84,100017,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
85,100017,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
86,100018,1,2,0,,16,"[2,25,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
87,100018,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
88,100018,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
89,100018,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
90,100018,1,2,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
91,100019,1,2,0,,19,"[0,25,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
92,100019,1,2,0,,19,"[1,25,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
93,100019,1,2,0,,19,"[2,25,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
94,100019,1,2,0,,19,"[3,25,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
95,100019,1,2,0,,19,"[4,25,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
96,100020,1,2,0,"{""source"":""21"",""compiled"":21}",1,"[15,0,0]",2,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
97,100020,1,2,0,"{""source"":""21"",""compiled"":21}",0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
98,100020,1,2,0,"{""source"":""21"",""compiled"":21}",0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
99,100020,1,2,0,"{""source"":""21"",""compiled"":21}",0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
100,100020,1,2,0,"{""source"":""21"",""compiled"":21}",0,"[0,0,0]",0,2024-02-27 09:30:53.690952,2024-02-27 09:30:53.690952
101,100021,1,4,0,,16,"[1,25,0]",3,2024-02-27 09:30:53.703936,2024-02-27 09:30:53.703936
102,100021,1,4,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.703936,2024-02-27 09:30:53.703936
103,100021,1,4,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.703936,2024-02-27 09:30:53.703936
104,100021,1,4,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.703936,2024-02-27 09:30:53.703936
105,100021,1,4,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.703936,2024-02-27 09:30:53.703936
106,100022,1,4,0,,16,"[0,25,0]",3,2024-02-27 09:30:53.703936,2024-02-27 09:30:53.703936
107,100022,1,4,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.703936,2024-02-27 09:30:53.703936
108,100022,1,4,0,,0,"[0,0,0]",0,2024-02-27 09:30:53.703936,2024-02-27 09:30:53.703936
