id,rmbattle_id,type,name,priority,target_value,conditions,is_attention,created_at,updated_at
1001,1,RMBattleMission::EntryMission::CountMission,大乱戦に参加しよう,1000,1,{},0,2024-04-25 02:05:35,2024-04-25 02:05:35
1002,1,RMBattleMission::StageClearMission::CountMission,[ウィークリー]３ステージクリア,999,3,{},0,2024-04-25 02:05:35,2024-04-25 02:05:35
1003,1,RMBattleMission::StageClearMission::CountMission,１ステージクリアしよう,998,1,{},0,2024-04-25 02:05:35,2024-04-25 02:05:35
1004,1,RMBattleMission::StageClearMission::CountMission,２ステージクリアしよう,997,2,{},0,2024-04-25 02:05:35,2024-04-25 02:05:35
1005,1,RMBattleMission::StageClearMission::CountMission,３ステージクリアしよう,996,3,{},0,2024-04-25 02:05:35,2024-04-25 02:05:35
1006,1,RMBattleMission::StageClearMission::CountMission,４ステージクリアしよう,995,4,{},0,2024-04-25 02:05:35,2024-04-25 02:05:35
1007,1,RMBattleMission::StageClearMission::CountMission,５ステージクリアしよう,994,5,{},0,2024-04-25 02:05:35,2024-04-25 02:05:35
1008,1,RMBattleMission::StageClearMission::CountMission,６ステージクリアしよう,993,6,{},0,2024-04-25 02:05:35,2024-04-25 02:05:35
1009,1,RMBattleMission::StageClearMission::CountMission,７ステージクリアしよう,992,7,{},0,2024-04-25 02:05:35,2024-04-25 02:05:35
1010,1,RMBattleMission::StageClearMission::CountMission,８ステージクリアしよう,991,8,{},0,2024-04-25 02:05:35,2024-04-25 02:05:35
1011,1,RMBattleMission::LevelClearMission::CountMission,LEVEL1をクリアしよう,988,1,"{""level"": 1}",0,2024-04-25 02:05:35,2024-04-25 02:05:35
1012,1,RMBattleMission::LevelClearMission::CountMission,LEVEL1を2回クリアしよう,987,2,"{""level"": 1}",0,2024-04-25 02:05:35,2024-04-25 02:05:35
1013,1,RMBattleMission::LevelClearMission::CountMission,LEVEL1を3回クリアしよう,986,3,"{""level"": 1}",0,2024-04-25 02:05:35,2024-04-25 02:05:35
1014,1,RMBattleMission::LevelClearMission::CountMission,LEVEL1を4回クリアしよう,985,4,"{""level"": 1}",0,2024-04-25 02:05:35,2024-04-25 02:05:35
1015,1,RMBattleMission::LevelClearMission::CountMission,LEVEL1を5回クリアしよう,984,5,"{""level"": 1}",0,2024-04-25 02:05:35,2024-04-25 02:05:35
1016,1,RMBattleMission::LevelClearMission::CountMission,LEVEL2をクリアしよう,983,1,"{""level"": 2}",0,2024-04-25 02:05:35,2024-04-25 02:05:35
1017,1,RMBattleMission::LevelClearMission::CountMission,LEVEL2を2回クリアしよう,982,2,"{""level"": 2}",0,2024-04-25 02:05:35,2024-04-25 02:05:35
1018,1,RMBattleMission::LevelClearMission::CountMission,LEVEL2を3回クリアしよう,981,3,"{""level"": 2}",0,2024-04-25 02:05:35,2024-04-25 02:05:35
1019,1,RMBattleMission::LevelClearMission::CountMission,LEVEL2を4回クリアしよう,980,4,"{""level"": 2}",0,2024-04-25 02:05:35,2024-04-25 02:05:35
1020,1,RMBattleMission::LevelClearMission::CountMission,LEVEL2を5回クリアしよう,979,5,"{""level"": 2}",0,2024-04-25 02:05:35,2024-04-25 02:05:35
1021,1,RMBattleMission::LevelClearMission::CountMission,LEVEL3をクリアしよう,978,1,"{""level"": 3}",0,2024-04-25 02:05:35,2024-04-25 02:05:35
1022,1,RMBattleMission::LevelClearMission::CountMission,LEVEL3を2回クリアしよう,977,2,"{""level"": 3}",0,2024-04-25 02:05:35,2024-04-25 02:05:35
1023,1,RMBattleMission::LevelClearMission::CountMission,LEVEL3を3回クリアしよう,976,3,"{""level"": 3}",0,2024-04-25 02:05:35,2024-04-25 02:05:35
1024,1,RMBattleMission::LevelClearMission::CountMission,LEVEL3を4回クリアしよう,975,4,"{""level"": 3}",0,2024-04-25 02:05:35,2024-04-25 02:05:35
1025,1,RMBattleMission::LevelClearMission::CountMission,LEVEL3を5回クリアしよう,974,5,"{""level"": 3}",0,2024-04-25 02:05:35,2024-04-25 02:05:35
2001,2,RMBattleMission::EntryMission::CountMission,大乱戦に参加しよう,1000,1,{},0,2024-04-25 02:05:35,2024-04-25 02:05:35
2002,2,RMBattleMission::StageClearMission::CountMission,[ウィークリー]３ステージクリア,999,3,{},0,2024-04-25 02:05:35,2024-04-25 02:05:35
2003,2,RMBattleMission::StageClearMission::CountMission,１ステージクリアしよう,998,1,{},0,2024-04-25 02:05:35,2024-04-25 02:05:35
2004,2,RMBattleMission::StageClearMission::CountMission,２ステージクリアしよう,997,2,{},0,2024-04-25 02:05:35,2024-04-25 02:05:35
2005,2,RMBattleMission::StageClearMission::CountMission,３ステージクリアしよう,996,3,{},0,2024-04-25 02:05:35,2024-04-25 02:05:35
