id,escalation_type,level,escalation_value,created_at,updated_at
1,1,1,100,2017-11-08 10:30:56,2017-11-08 10:30:56
2,1,7,200,2017-11-08 10:30:56,2017-11-08 10:30:56
3,1,15,333,2017-11-08 10:30:56,2017-11-08 10:30:56
4,1,18,400,2017-11-08 10:30:56,2017-11-08 10:30:56
5,1,28,467,2017-11-08 10:30:56,2017-11-11 02:06:26
6,1,30,500,2017-11-08 10:30:56,2017-11-08 10:30:56
7,1,31,503,2017-11-08 10:30:56,2017-11-11 03:41:57
8,2,1,100,2017-11-08 10:30:56,2017-11-08 10:30:56
9,2,28,158,2017-11-08 10:30:56,2017-11-11 05:34:30
10,2,30,166,2017-11-08 10:30:56,2017-11-11 02:06:26
11,2,31,168,2017-11-08 10:30:56,2017-11-11 07:20:52
12,3,1,100,2017-11-08 10:30:56,2017-11-08 10:30:56
13,3,28,4000,2017-11-08 10:30:56,2017-11-11 05:34:31
14,3,30,4000,2017-11-08 10:30:56,2017-11-11 05:34:31
15,3,31,4133,2017-11-08 10:30:56,2017-11-11 07:52:19
16,4,1,100,2017-11-08 10:30:56,2017-11-08 10:30:56
17,4,17,100,2017-11-08 10:30:56,2017-11-08 10:30:56
18,4,18,110,2017-11-08 10:30:56,2017-11-11 02:08:51
19,4,25,110,2017-11-08 10:30:56,2017-11-11 02:08:51
20,4,26,130,2017-11-08 10:30:56,2017-11-08 10:30:56
21,4,30,130,2017-11-08 10:30:56,2017-11-08 10:30:56
23,2,2,100,2017-11-10 02:07:33,2017-11-10 02:07:33
24,3,3,100,2017-11-10 02:07:33,2017-11-10 02:07:33
25,8,1,100,2017-11-28 04:30:58,2017-11-28 04:30:58
26,8,7,200,2017-11-28 04:30:58,2017-11-28 04:30:58
27,8,15,333,2017-11-28 04:30:58,2017-11-28 04:30:58
28,8,18,400,2017-11-28 04:30:58,2017-11-28 04:30:58
29,8,28,467,2017-11-28 04:30:58,2017-11-28 04:30:58
30,8,30,493,2017-11-28 04:30:58,2017-12-06 05:05:58
31,8,31,497,2017-11-28 04:30:58,2017-12-06 05:05:58
32,9,1,100,2017-11-28 04:30:58,2017-11-28 04:30:58
33,9,2,100,2017-11-28 04:30:58,2017-11-28 04:30:58
