id,card_sticker_item_id,card_decoration_id,open_at,created_at,updated_at
3,3,31,2019-01-01 00:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
9034,1,3,2018-12-31 15:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
9035,1,4,2018-12-31 15:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
9036,1,5,2018-12-31 15:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
9037,1,6,2018-12-31 15:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
9038,1,7,2018-12-31 15:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
9039,1,8,2018-12-31 15:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
9040,1,9,2018-12-31 15:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
9041,1,10,2018-12-31 15:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
9042,1,11,2018-12-31 15:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
9043,1,13,2018-12-31 15:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
9044,1,14,2018-12-31 15:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
9045,1,15,2018-12-31 15:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
9046,1,16,2018-12-31 15:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
9047,1,17,2018-12-31 15:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
9048,1,18,2018-12-31 15:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
9049,1,19,2018-12-31 15:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
9050,1,20,2018-12-31 15:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
9051,1,21,2018-12-31 15:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
9052,1,22,2018-12-31 15:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
9053,1,23,2018-12-31 15:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
9054,1,24,2018-12-31 15:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
9055,1,1,2018-12-31 15:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
9060,1,35,2018-12-31 15:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
9061,1,36,2018-12-31 15:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
9062,1,37,2018-12-31 15:00:00,2024-05-13 02:03:32,2024-05-13 02:03:32
