id,leader_skill_set_id,exec_timing_type,target_type,sub_target_type_set_id,causality_conditions,efficacy_type,efficacy_values,calc_option,created_at,updated_at
1,100001,1,2,0,,16,"[0, 30, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
2,100001,1,2,0,,16,"[2, 30, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
3,100001,1,2,0,,16,"[4, 30, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
4,100001,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
5,100001,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
6,100002,1,2,0,,16,"[1, 30, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
7,100002,1,2,0,,16,"[2, 30, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
8,100002,1,2,0,,16,"[3, 30, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
9,100002,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
10,100002,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
11,100003,1,2,0,,20,"[1, 2, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
12,100003,1,2,0,,20,"[3, 2, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
13,100003,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
14,100003,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
15,100003,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
16,100004,1,2,0,"{""source"": ""15"", ""compiled"": 15}",1,"[25, 0, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
17,100004,1,2,0,"{""source"": ""15"", ""compiled"": 15}",0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
18,100004,1,2,0,"{""source"": ""15"", ""compiled"": 15}",0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
19,100004,1,2,0,"{""source"": ""15"", ""compiled"": 15}",0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
20,100004,1,2,0,"{""source"": ""15"", ""compiled"": 15}",0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
21,100005,1,2,0,,1,"[15, 0, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
22,100005,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
23,100005,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
24,100005,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
25,100005,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
26,100006,1,2,0,,16,"[3, 25, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
27,100006,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
28,100006,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
29,100006,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
30,100006,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
31,100007,1,2,0,,16,"[0, 25, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
32,100007,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
33,100007,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
34,100007,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
35,100007,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
36,100008,1,2,0,,16,"[1, 25, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
37,100008,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
38,100008,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
39,100008,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
40,100008,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
41,100009,1,2,0,,16,"[1, 25, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
42,100009,1,2,0,,16,"[3, 25, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
43,100009,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
44,100009,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
45,100009,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
46,100010,1,2,0,,16,"[0, 25, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
47,100010,1,2,0,,16,"[4, 25, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
48,100010,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
49,100010,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
50,100010,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
51,100011,1,2,0,"{""source"": ""42"", ""compiled"": 42}",1,"[20, 0, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
52,100011,1,2,0,"{""source"": ""42"", ""compiled"": 42}",0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
53,100011,1,2,0,"{""source"": ""42"", ""compiled"": 42}",0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
54,100011,1,2,0,"{""source"": ""42"", ""compiled"": 42}",0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
55,100011,1,2,0,"{""source"": ""42"", ""compiled"": 42}",0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
56,100012,1,2,0,"{""source"": ""42"", ""compiled"": 42}",5,"[1, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
57,100012,1,2,0,"{""source"": ""42"", ""compiled"": 42}",0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
58,100012,1,2,0,"{""source"": ""42"", ""compiled"": 42}",0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
59,100012,1,2,0,"{""source"": ""42"", ""compiled"": 42}",0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
60,100012,1,2,0,"{""source"": ""42"", ""compiled"": 42}",0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
61,100013,1,2,0,"{""source"": ""15"", ""compiled"": 15}",1,"[25, 0, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
62,100013,1,2,0,"{""source"": ""15"", ""compiled"": 15}",0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
63,100013,1,2,0,"{""source"": ""15"", ""compiled"": 15}",0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
64,100013,1,2,0,"{""source"": ""15"", ""compiled"": 15}",0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
65,100013,1,2,0,"{""source"": ""15"", ""compiled"": 15}",0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
66,100014,1,2,0,,19,"[2, 25, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
67,100014,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
68,100014,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
69,100014,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
70,100014,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
71,100015,1,4,0,,2,"[25, 0, 0]",3,2024-05-13 02:04:56,2024-05-13 02:04:56
72,100015,1,4,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
73,100015,1,4,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
74,100015,1,4,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
75,100015,1,4,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
76,100016,1,2,0,"{""source"": ""15"", ""compiled"": 15}",1,"[25, 0, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
77,100016,1,2,0,"{""source"": ""15"", ""compiled"": 15}",0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
78,100016,1,2,0,"{""source"": ""15"", ""compiled"": 15}",0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
79,100016,1,2,0,"{""source"": ""15"", ""compiled"": 15}",0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
80,100016,1,2,0,"{""source"": ""15"", ""compiled"": 15}",0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
81,100017,1,2,0,,44,"[3, 20, 20]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
82,100017,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
83,100017,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
84,100017,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
85,100017,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
86,100018,1,2,0,,16,"[2, 25, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
87,100018,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
88,100018,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
89,100018,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
90,100018,1,2,0,,0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
91,100019,1,2,0,,19,"[0, 25, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
92,100019,1,2,0,,19,"[1, 25, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
93,100019,1,2,0,,19,"[2, 25, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
94,100019,1,2,0,,19,"[3, 25, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
95,100019,1,2,0,,19,"[4, 25, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
96,100020,1,2,0,"{""source"": ""21"", ""compiled"": 21}",1,"[15, 0, 0]",2,2024-05-13 02:04:56,2024-05-13 02:04:56
97,100020,1,2,0,"{""source"": ""21"", ""compiled"": 21}",0,"[0, 0, 0]",0,2024-05-13 02:04:56,2024-05-13 02:04:56
