id,card_id,active_skill_set_id,created_at,updated_at
22,1015910,13,2024-05-13 02:03:19,2024-05-13 02:03:19
23,1015911,13,2024-05-13 02:03:19,2024-05-13 02:03:19
24,1014210,14,2024-05-13 02:03:19,2024-05-13 02:03:19
25,1014211,14,2024-05-13 02:03:19,2024-05-13 02:03:19
26,1014220,15,2024-05-13 02:03:19,2024-05-13 02:03:19
27,1014221,15,2024-05-13 02:03:19,2024-05-13 02:03:19
28,1016570,16,2024-05-13 02:03:19,2024-05-13 02:03:19
29,1016571,16,2024-05-13 02:03:19,2024-05-13 02:03:19
30,1016810,17,2024-05-13 02:03:19,2024-05-13 02:03:19
31,1016811,17,2024-05-13 02:03:19,2024-05-13 02:03:19
32,4016880,18,2024-05-13 02:03:19,2024-05-13 02:03:19
33,4016881,18,2024-05-13 02:03:19,2024-05-13 02:03:19
34,4017090,19,2024-05-13 02:03:19,2024-05-13 02:03:19
35,4017091,20,2024-05-13 02:03:19,2024-05-13 02:03:19
36,4017130,21,2024-05-13 02:03:19,2024-05-13 02:03:19
37,4017131,22,2024-05-13 02:03:19,2024-05-13 02:03:19
38,4017190,23,2024-05-13 02:03:19,2024-05-13 02:03:19
39,4017191,24,2024-05-13 02:03:19,2024-05-13 02:03:19
40,1017160,25,2024-05-13 02:03:19,2024-05-13 02:03:19
41,1017161,25,2024-05-13 02:03:19,2024-05-13 02:03:19
42,4017910,26,2024-05-13 02:03:19,2024-05-13 02:03:19
43,4017911,26,2024-05-13 02:03:19,2024-05-13 02:03:19
44,1017630,27,2024-05-13 02:03:19,2024-05-13 02:03:19
45,1017631,28,2024-05-13 02:03:19,2024-05-13 02:03:19
46,1017490,29,2024-05-13 02:03:19,2024-05-13 02:03:19
47,1017491,30,2024-05-13 02:03:19,2024-05-13 02:03:19
48,1017660,31,2024-05-13 02:03:19,2024-05-13 02:03:19
49,1017661,32,2024-05-13 02:03:19,2024-05-13 02:03:19
50,1017740,33,2024-05-13 02:03:19,2024-05-13 02:03:19
51,1017741,34,2024-05-13 02:03:19,2024-05-13 02:03:19
52,1018030,35,2024-05-13 02:03:19,2024-05-13 02:03:19
53,1018031,36,2024-05-13 02:03:19,2024-05-13 02:03:19
