id,causality_type,cau_val1,cau_val2,cau_val3,created_at,updated_at
4,5,2,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
5,5,3,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
6,2,59,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
9,16,2,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
10,55,0,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
11,55,1,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
12,0,0,0,9,2024-05-20 01:35:56,2024-05-20 01:35:56
13,25,0,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
14,7,0,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
15,2,30,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
16,14,0,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
17,2,20,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
18,15,3,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
19,3,100,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
20,3,160,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
21,1,50,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
22,15,2,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
23,2,10,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
24,24,0,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
25,19,0,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
26,19,1,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
27,2,50,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
28,3,80,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
29,30,0,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
31,3,200,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
32,31,0,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
33,19,2,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
34,3,70,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
35,3,120,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
36,20,100,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
37,2,25,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
38,1,100,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
39,14,1,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
40,4,99,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
41,8,0,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
42,2,80,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
43,2,99,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
44,3,130,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
45,3,140,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
46,3,400,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
47,3,300,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
48,3,240,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
49,3,192,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
50,1,80,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
51,3,290,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
52,3,175,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
53,0,4,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
54,0,5,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
55,0,3,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
56,0,1,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
57,1,30,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
58,3,150,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
59,3,266,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
60,3,233,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
61,2,40,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
62,0,2,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
63,3,250,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
64,3,297,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
65,3,180,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
66,16,4,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
67,16,3,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
68,1,40,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
69,3,333,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
70,1,20,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
71,3,275,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
72,3,350,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
73,2,60,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
74,2,70,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
75,3,600,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
76,34,0,4,1,2024-05-20 01:35:56,2024-05-20 01:35:56
77,34,0,4,2,2024-05-20 01:35:56,2024-05-20 01:35:56
78,34,0,4,3,2024-05-20 01:35:56,2024-05-20 01:35:56
79,34,0,4,4,2024-05-20 01:35:56,2024-05-20 01:35:56
80,34,0,4,5,2024-05-20 01:35:56,2024-05-20 01:35:56
81,34,0,4,6,2024-05-20 01:35:56,2024-05-20 01:35:56
82,34,0,4,7,2024-05-20 01:35:56,2024-05-20 01:35:56
83,34,0,6,1,2024-05-20 01:35:56,2024-05-20 01:35:56
84,34,0,6,2,2024-05-20 01:35:56,2024-05-20 01:35:56
85,34,0,6,3,2024-05-20 01:35:56,2024-05-20 01:35:56
86,34,0,6,4,2024-05-20 01:35:56,2024-05-20 01:35:56
87,34,0,6,5,2024-05-20 01:35:56,2024-05-20 01:35:56
88,34,0,6,6,2024-05-20 01:35:56,2024-05-20 01:35:56
89,34,0,6,7,2024-05-20 01:35:56,2024-05-20 01:35:56
90,3,225,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
91,38,256,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
92,38,1024,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
93,34,0,21,1,2024-05-20 01:35:56,2024-05-20 01:35:56
94,34,0,21,2,2024-05-20 01:35:56,2024-05-20 01:35:56
95,34,0,21,3,2024-05-20 01:35:56,2024-05-20 01:35:56
96,34,0,21,4,2024-05-20 01:35:56,2024-05-20 01:35:56
97,2,77,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
98,34,0,13,1,2024-05-20 01:35:56,2024-05-20 01:35:56
99,34,0,13,2,2024-05-20 01:35:56,2024-05-20 01:35:56
100,34,0,13,3,2024-05-20 01:35:56,2024-05-20 01:35:56
101,15,4,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
102,15,5,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
103,15,6,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
104,15,7,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
105,38,16,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
106,33,80,100,0,2024-05-20 01:35:56,2024-05-20 01:35:56
107,33,50,80,0,2024-05-20 01:35:56,2024-05-20 01:35:56
108,33,0,50,0,2024-05-20 01:35:56,2024-05-20 01:35:56
109,33,60,80,0,2024-05-20 01:35:56,2024-05-20 01:35:56
110,33,40,60,0,2024-05-20 01:35:56,2024-05-20 01:35:56
111,33,20,40,0,2024-05-20 01:35:56,2024-05-20 01:35:56
112,33,0,20,0,2024-05-20 01:35:56,2024-05-20 01:35:56
113,34,0,8,1,2024-05-20 01:35:56,2024-05-20 01:35:56
114,34,0,8,2,2024-05-20 01:35:56,2024-05-20 01:35:56
115,34,0,8,3,2024-05-20 01:35:56,2024-05-20 01:35:56
116,34,0,8,4,2024-05-20 01:35:56,2024-05-20 01:35:56
117,34,0,8,5,2024-05-20 01:35:56,2024-05-20 01:35:56
118,34,0,8,6,2024-05-20 01:35:56,2024-05-20 01:35:56
119,34,0,8,7,2024-05-20 01:35:56,2024-05-20 01:35:56
120,34,0,24,1,2024-05-20 01:35:56,2024-05-20 01:35:56
121,34,0,24,2,2024-05-20 01:35:56,2024-05-20 01:35:56
122,34,0,24,3,2024-05-20 01:35:56,2024-05-20 01:35:56
123,34,0,24,4,2024-05-20 01:35:56,2024-05-20 01:35:56
124,34,0,24,5,2024-05-20 01:35:56,2024-05-20 01:35:56
125,34,0,24,6,2024-05-20 01:35:56,2024-05-20 01:35:56
126,2,100,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
127,34,1,4,1,2024-05-20 01:35:56,2024-05-20 01:35:56
128,34,0,26,1,2024-05-20 01:35:56,2024-05-20 01:35:56
129,34,0,26,2,2024-05-20 01:35:56,2024-05-20 01:35:56
130,34,0,26,3,2024-05-20 01:35:56,2024-05-20 01:35:56
131,34,0,26,4,2024-05-20 01:35:56,2024-05-20 01:35:56
132,34,1,19,1,2024-05-20 01:35:56,2024-05-20 01:35:56
133,34,0,26,5,2024-05-20 01:35:56,2024-05-20 01:35:56
134,34,0,26,6,2024-05-20 01:35:56,2024-05-20 01:35:56
135,34,0,26,7,2024-05-20 01:35:56,2024-05-20 01:35:56
136,34,1,16,1,2024-05-20 01:35:56,2024-05-20 01:35:56
137,34,1,17,1,2024-05-20 01:35:56,2024-05-20 01:35:56
138,34,1,3,1,2024-05-20 01:35:56,2024-05-20 01:35:56
139,34,1,21,1,2024-05-20 01:35:56,2024-05-20 01:35:56
140,34,0,5,1,2024-05-20 01:35:56,2024-05-20 01:35:56
141,40,0,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
142,34,1,31,1,2024-05-20 01:35:56,2024-05-20 01:35:56
143,34,1,30,1,2024-05-20 01:35:56,2024-05-20 01:35:56
144,1,60,0,0,2024-05-20 01:35:56,2024-05-20 01:35:56
145,34,1,2,1,2024-05-20 01:35:56,2024-05-20 01:35:56
146,34,0,25,1,2024-05-20 01:35:56,2024-05-20 01:35:56
147,34,0,25,2,2024-05-20 01:35:56,2024-05-20 01:35:56
