id,name,kana,description,need_link_num,link_skill_lv_up_prob_set_id,created_at,updated_at
1,相性抜群,あいしょうばつぐん,気力+1,1,1,2020-07-21 01:05:21,2020-07-21 01:05:21
2,勇気,ゆうき,気力+1,1,1,2020-07-21 01:05:21,2020-07-21 01:05:21
3,門下生,もんかせい,DEF20%UP,1,1,2020-07-21 01:05:21,2020-07-21 01:05:21
4,無邪気,むじゃき,ATK10%UP,1,1,2020-07-21 01:05:21,2020-07-21 01:05:21
5,鶴仙流,つるせんりゅう,ATK15%UP,1,1,2020-07-21 01:05:21,2020-07-21 01:05:21
6,魔の流儀,まのりゅうぎ,気力+1,1,1,2020-07-21 01:05:21,2020-07-21 01:05:21
7,魔の力,まのちから,ATK20%UP,1,1,2020-07-21 01:05:21,2020-07-21 01:05:21
8,頭脳派,ずのうは,"ATK,DEF10%UP",1,1,2020-07-21 01:05:21,2020-07-21 01:05:21
9,金色の戦士,きんいろのせんし,敵全体のDEFを5%DOWNさせ、気力+1,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
10,金持ち,かねもち,気力+1,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
11,邪念の支配者,じゃねんのしはいしゃ,気力+1,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
12,逃げ足,にげあし,HP30%以下で気力+1,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
13,超能力,ちょうのうりょく,敵全体のDEFを10%DOWNさせる,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
14,見た目と違って,みためとちがって,ATK10%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
15,英雄,えいゆう,DEF20%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
16,至高の戦士,しこうのせんし,気力+1,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
17,紳士,しんし,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
18,残虐,ざんぎゃく,ATK10%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
19,未来からの使者,みらいからのししゃ,ATK5%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
20,新生・天下一武道会,しんせい・てんかいちぶどうかい,ATK15%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
21,新生,しんせい,ATK20%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
22,戦闘民族サイヤ人,せんとうみんぞくさいやじん,ATK5%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
23,孫一族,そんいちぞく,DEF15%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
24,テレパシー,てれぱしー,気力+1,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
25,尊敬,そんけい,ATK15%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
26,天才,てんさい,ATK10%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
27,天下一武道会優勝者,てんかいちぶどうかいゆうしょうしゃ,気力+1,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
28,変身タイプ,へんしんたいぷ,HP5%回復,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
29,超サイヤ人,すーぱーさいやじん,ATK10%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
30,歴戦の戦士,れきせんのせんし,ATK10%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
31,双子,ふたご,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
32,卑怯者,ひきょうもの,気力+1,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
33,分身,ぶんしん,気力+1,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
34,サイヤ人の血,さいやじんのち,気力+1,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
35,人造人間,じんぞうにんげん,DEF10%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
36,亀仙流,かめせんりゅう,"ATK,DEF10%UP",1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
37,的確なアシスト,てきかくなあしすと,ATK10%UP、敵全体のDEFを15%DOWN,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
38,メカ系,めかけい,気力+1,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
39,冷静な判断,れいせいなはんだん,DEF20%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
40,王の血筋,おうのちすじ,気力+1,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
41,ギニュー特戦隊,ぎにゅーとくせんたい,ATK25%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
42,インファイター,いんふぁいたー,ATK10%UP、敵全体のDEFを10%DOWN,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
43,フリーザの手下,ふりーざのてした,ATK20%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
44,チャンピオンの力,ちゃんぴおんのちから,気力+1,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
45,Z戦士,Zせんし,ATK15%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
46,どどん波,どどんぱ,必殺技発動時、ATK10%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
47,かめはめ波,かめはめは,必殺技発動時、ATK5%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
48,ナメック星人,なめっくせいじん,HP5%回復,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
49,バーサーカー,ばーさーかー,HP50%以下でATK20%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
50,BOSSキャラ,BOSSきゃら,"HP80%以下でATK,DEF25%UP",1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
51,フリーザ軍,ふりーざぐん,DEF20%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
52,タフネス戦士,たふねすせんし,DEF15%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
53,スピードタイプ,すぴーどたいぷ,ATK10%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
54,コンビネーション,こんびねーしょん,ATK15%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
55,RR軍,RRぐん,ATK10%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
56,尊敬の眼差し,そんけいのまなざし,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
57,強襲,きょうしゅう,ATK15%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
58,圧倒的な戦闘力,あっとうてきなせんとうりょく,ATK10%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
59,宇宙最凶,うちゅうさいきょう,ATK15%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
60,驚異的なスピード,きょういてきなすぴーど,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
61,受け継がれる意志,うけつがれるいし,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
62,バーダックチーム,ばーだっくちーむ,気力+1,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
63,サイヤ人の誇り,さいやじんのほこり,ATK15%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
64,女戦士,おんなせんし,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
65,復活,ふっかつ,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
66,絶望の未来,ぜつぼうのみらい,気力+1,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
67,有機質改造,ゆうきしつかいぞう,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
68,復活の「F」,ふっかつの「F」,ATK10%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
69,パトロール,ぱとろーる,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
70,神戦士,かみせんし,ATK10%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
71,超神激戦,ちょうしんげきせん,ATK15%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
72,新生フリーザ軍,しんせいふりーざぐん,"ATK,DEF20%UP",1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
73,忠誠心,ちゅうせいしん,気力+1,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
74,不変の絆,ふへんのきずな,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
75,異世界からの来訪者,いせかいからのらいほうしゃ,気力+1,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
76,魔術の使い手,まじゅつのつかいて,ATK15%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
77,魔人復活計画,まじんふっかつけいかく,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
79,グルメ,ぐるめ,HP5%回復,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
80,神の次元,かみのじげん,ATK15%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
81,エネルギー吸収式,えねるぎーきゅうしゅうしき,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
82,希望の星,きぼうのほし,ATK10%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
83,魔人,まじん,"ATK,DEF10%UP",1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
84,一心同体,いっしんどうたい,気力+1,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
85,宇宙最強の一族,うちゅうさいきょうのいちぞく,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
86,征服の野望,せいふくのやぼう,ATK15%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
87,ヘラー一族,へらーいちぞく,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
88,銀河戦士,ぎんがせんし,ATK20%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
89,短期決戦,たんきけっせん,気力+3,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
90,不思議な大冒険,ふしぎなだいぼうけん,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
91,クウラの部下,くうらのぶか,気力+1,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
92,クウラ機甲戦隊,くうらきこうせんたい,ATK25%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
93,正義のヒーロー,せいぎのひーろー,ATK25%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
94,決めポーズ,きめぽーず,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
95,GT,GT,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
96,無限の再生,むげんのさいせい,HP3%回復,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
97,臨戦態勢,りんせんたいせい,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
98,宇宙の壊し屋,うちゅうのこわしや,ATK25%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
100,ターレス軍団,たーれすぐんだん,気力+1,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
101,占いババの闘士,うらないばばのとうし,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
102,ドラゴンボールの導き,どらごんぼーるのみちびき,ATK20%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
103,神から授かりし力,かみからさずかりしちから,必殺技発動時、ATK5%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
104,ベジータ王への恨み,べじーたおうへのうらみ,気力+1,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
105,自己修復機能,じこしゅうふくきのう,HP3%回復,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
106,融合,ゆうごう,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
107,弱点の補強,じゃくてんのほきょう,ATK15%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
108,究極生命体への系譜,きゅうきょくせいめいたいへのけいふ,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
109,超激戦,ちょうげきせん,ATK15%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
110,永久エネルギー炉,えいきゅうえねるぎーろ,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
111,超強敵,ちょうきょうてき,ATK10%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
112,合体戦士,がったいせんし,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
113,合体失敗,がったいしっぱい,HP3%回復,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
114,科学者,かがくしゃ,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
115,サイヤ人への憎しみ,さいやじんへのにくしみ,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
116,限界を超えた姿,げんかいをこえたすがた,必殺技発動時、ATK5%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
117,覚醒の先駆者,かくせいのせんくしゃ,ATK25%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
118,限界突破,げんかいとっぱ,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
119,悪夢,あくむ,ATK10%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
120,恐怖と絶望,きょうふとぜつぼう,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
121,ゼノバース,ぜのばーす,ATK20%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
122,超強襲,ちょうきょうしゅう,ATK20%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
123,巨大化,きょだいか,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
124,サイヤの咆哮,さいやのほうこう,ATK25%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
125,伝説の力,でんせつのちから,必殺技発動時、ATK10%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
126,第6宇宙の戦士,だい6うちゅうのせんし,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
127,邪悪龍,じゃあくりゅう,ATK15%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
128,ペンギン村の大冒険,ぺんぎんむらのだいぼうけん,ATK15%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
129,あの世の戦士,あのよのせんし,ATK20%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
130,力の大会,ちからのたいかい,気力+3,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
1000,バーニングファイト,ばーにんぐふぁいと,敵の「暴走」無効化&ATK15%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
1001,魂vs魂,たましいvsたましい,敵の「再生」効果減少&気力+1,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
1002,黄金のZ戦士,おうごんのZせんし,気力+2,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
1003,ぶっちぎりのパワー,ぶっちぎりのぱわー,"ATK,DEF5%UPし、「貫通」効果を得る",1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
1004,立ちはだかる壁,たちはだかるかべ,敵の「真なる力」無効化&ATK15%UP,1,1,2020-07-21 01:05:22,2020-07-21 01:05:22
