id,script_name,cut_in_card_id,special_name_no,special_motion,lite_flicker_rate,energy_color,special_category_id,created_at,updated_at
1,sp0001,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
2,sp0015,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
3,sp0001,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
4,sp0002,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
5,sp0023,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
6,sp0023,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
7,sp0001,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
8,sp0001,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
9,sp0003,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
10,sp1009,0,0,0,70,,3.0,2024-05-20 01:35:59,2024-05-20 01:35:59
11,sp0035,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
12,sp0024,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
13,sp0036,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
14,sp0022,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
15,sp1001,0,0,0,70,,2.0,2024-05-20 01:35:59,2024-05-20 01:35:59
16,sp0025,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
17,sp0037,0,0,0,70,,,2024-05-20 01:35:59,2024-05-20 01:35:59
18,sp0004,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
19,sp0029,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
20,sp0026,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
21,sp0031,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
22,sp0033,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
23,sp0034,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
24,sp0038,0,0,0,70,,2.0,2024-05-20 01:35:59,2024-05-20 01:35:59
25,sp0001,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
26,sp0022,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
27,sp0003,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
28,sp1009,0,0,0,70,,3.0,2024-05-20 01:35:59,2024-05-20 01:35:59
29,sp0035,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
30,sp0024,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
31,sp0036,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
32,sp0022,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
33,sp1001,0,0,0,70,,2.0,2024-05-20 01:35:59,2024-05-20 01:35:59
34,sp0025,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
35,sp0037,0,0,0,70,,,2024-05-20 01:35:59,2024-05-20 01:35:59
36,sp0004,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
37,sp0029,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
38,sp0026,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
39,sp0031,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
40,sp0033,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
41,sp0034,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
42,sp0038,0,0,0,70,,2.0,2024-05-20 01:35:59,2024-05-20 01:35:59
43,sp0001,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
44,sp0022,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
45,sp0005,0,0,0,70,,,2024-05-20 01:35:59,2024-05-20 01:35:59
46,sp0007,0,0,0,70,,,2024-05-20 01:35:59,2024-05-20 01:35:59
47,sp0010,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
48,sp0032,0,0,0,70,,,2024-05-20 01:35:59,2024-05-20 01:35:59
49,sp1011,0,0,0,70,,2.0,2024-05-20 01:35:59,2024-05-20 01:35:59
50,sp1002,0,0,0,70,,2.0,2024-05-20 01:35:59,2024-05-20 01:35:59
51,sp0041,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
52,sp0009,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
53,sp0042,0,0,0,70,,3.0,2024-05-20 01:35:59,2024-05-20 01:35:59
54,sp0030,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
55,sp0016,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
56,sp1010,0,0,0,70,,3.0,2024-05-20 01:35:59,2024-05-20 01:35:59
57,sp0043,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
58,sp1003,0,0,0,70,,2.0,2024-05-20 01:35:59,2024-05-20 01:35:59
59,sp1004,0,0,0,70,,2.0,2024-05-20 01:35:59,2024-05-20 01:35:59
60,sp0001,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
61,sp0018,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
62,sp1012,0,0,0,70,,3.0,2024-05-20 01:35:59,2024-05-20 01:35:59
63,sp0046,0,0,0,70,,,2024-05-20 01:35:59,2024-05-20 01:35:59
64,sp1003,0,0,0,70,,2.0,2024-05-20 01:35:59,2024-05-20 01:35:59
65,sp1004,0,0,0,70,,2.0,2024-05-20 01:35:59,2024-05-20 01:35:59
66,sp0001,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
67,sp0018,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
68,sp1012,0,0,0,70,,3.0,2024-05-20 01:35:59,2024-05-20 01:35:59
69,sp0046,0,0,0,70,,,2024-05-20 01:35:59,2024-05-20 01:35:59
70,sp0039,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
71,sp1083,0,0,0,70,,2.0,2024-05-20 01:35:59,2024-05-20 01:35:59
72,sp0040,0,0,0,70,,1.0,2024-05-20 01:35:59,2024-05-20 01:35:59
