id,special_set_id,type,efficacy_type,target_type,calc_option,turn,prob,causality_conditions,eff_value1,eff_value2,eff_value3,created_at,updated_at
5,5,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
7,7,Special::ExtraEfficacySpecial,9,3,0,2,10,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
11,11,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
12,12,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
17,17,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
21,21,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
31,31,Special::ExtraEfficacySpecial,9,3,0,2,10,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
64,64,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
68,68,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
72,72,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
73,73,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
74,74,Special::ExtraEfficacySpecial,9,3,0,2,25,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
75,75,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
88,88,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
91,91,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
96,96,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
99,99,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
100,100,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
103,103,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
104,104,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
106,106,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
108,108,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
109,109,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
111,111,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
112,112,Special::ExtraEfficacySpecial,9,3,0,2,50,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
114,114,Special::NormalEfficacySpecial,1,1,2,99,100,,67,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
118,118,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
119,119,Special::ExtraEfficacySpecial,9,3,0,2,70,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
120,120,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
128,128,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
130,130,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
131,131,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
132,132,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
133,133,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
136,136,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
138,138,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
142,142,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
143,143,Special::ExtraEfficacySpecial,9,3,0,2,15,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
148,148,Special::ExtraEfficacySpecial,9,3,0,2,10,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
149,149,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
150,150,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
162,162,Special::NormalEfficacySpecial,1,3,3,3,100,,25,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
163,163,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
166,166,Special::NormalEfficacySpecial,1,1,2,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
167,167,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
168,168,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
169,169,Special::ExtraEfficacySpecial,9,3,0,2,50,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
171,171,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
172,172,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
175,175,Special::ExtraEfficacySpecial,9,3,0,2,50,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
178,178,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
183,183,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
187,187,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
189,189,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
192,192,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
193,193,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
194,194,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
195,195,Special::ExtraEfficacySpecial,9,3,0,2,10,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
199,199,Special::NormalEfficacySpecial,1,2,2,1,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
201,201,Special::ExtraEfficacySpecial,9,3,0,2,70,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
202,202,Special::ExtraEfficacySpecial,9,3,0,2,10,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
204,204,Special::ExtraEfficacySpecial,9,3,0,2,25,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
205,205,Special::NormalEfficacySpecial,1,2,2,1,100,,15,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
209,209,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
217,217,Special::ExtraEfficacySpecial,9,3,0,2,50,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
225,225,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
227,227,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
228,228,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
240,240,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
241,241,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
244,244,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
246,246,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
