id,name,description,created_at,updated_at
1,連撃,とどめを刺すと次回攻撃時にATK25%UP,2024-06-10 02:04:26,2024-06-10 02:04:26
2,英雄の声,3ターンATK50%UP,2024-06-10 02:04:26,2024-06-10 02:04:26
3,地球育ちのサイヤ人,3ターンATKとDEFが100%UP,2024-06-10 02:04:26,2024-06-10 02:04:26
4,サイヤ人のプライド,HP30%以下で気力+2、ATK2000UP,2024-06-10 02:04:26,2024-06-10 02:04:26
5,希望,3ターン気力+3,2024-06-10 02:04:26,2024-06-10 02:04:26
6,王子のプライド,HP30%以下でATK40%UP,2024-06-10 02:04:26,2024-06-10 02:04:26
7,驚異の成長,とどめを刺すとATK1000UP,2024-06-10 02:04:26,2024-06-10 02:04:26
8,初段の一撃,最初の攻撃時にATK900UP,2024-06-10 02:04:26,2024-06-10 02:04:26
9,陽動作戦,ターン最初に攻撃するとガードされない,2024-06-10 02:04:26,2024-06-10 02:04:26
10,神速,速と体の気力+1,2024-06-10 02:04:26,2024-06-10 02:04:26
11,覚悟の選択,HP20%以下で気力+3&ATK2000UP,2024-06-10 02:04:26,2024-06-10 02:04:26
12,-,-,2024-06-10 02:04:26,2024-06-10 02:04:26
13,先制攻撃,ターン最初に攻撃すると敵のDEFが50%DOWN,2024-06-10 02:04:26,2024-06-10 02:04:26
14,隠れた力,ときどきATK25%UP,2024-06-10 02:04:26,2024-06-10 02:04:26
15,隊長の風格,まれにATKとDEFが50%UP,2024-06-10 02:04:26,2024-06-10 02:04:26
16,格闘家としてのプライドを捨てる,DEFを無視し、ATK3000UP,2024-06-10 02:04:26,2024-06-10 02:04:26
17,皆殺しだー,敵が3体以上いるとATK50%UP,2024-06-10 02:04:26,2024-06-10 02:04:26
18,エネルギー吸収,気力メーター5以上で与えたダメージの15%回復,2024-06-10 02:04:26,2024-06-10 02:04:26
19,エネルギー吸収,気力メーター8以上で与えたダメージの25%回復,2024-06-10 02:04:26,2024-06-10 02:04:26
20,フルパワー,HP50%以上でATK25%UP,2024-06-10 02:04:26,2024-06-10 02:04:26
21,フルパワー,気力メーター5以上でATK2000UP,2024-06-10 02:04:26,2024-06-10 02:04:26
22,連携補助,敵の防御力を0にする事がある,2024-06-10 02:04:26,2024-06-10 02:04:26
23,師の教え,HP50%以上で全員の気力+1,2024-06-10 02:04:26,2024-06-10 02:04:26
24,殺し屋のプライド,ターン開始時に気力+1,2024-06-10 02:04:26,2024-06-10 02:04:26
25,幼少の約束,体属性の敵のATKを30%DOWN,2024-06-10 02:04:26,2024-06-10 02:04:26
26,皆殺しだぁ〜,敵が2体以上いると気力+2,2024-06-10 02:04:26,2024-06-10 02:04:26
27,フルパワー,HP10%以下でATK2500UP,2024-06-10 02:04:26,2024-06-10 02:04:26
28,金縛り,攻撃を受けるとしばらく敵全体のDEFを0にする,2024-06-10 02:04:26,2024-06-10 02:04:26
29,宇宙一のスピード,1番目に攻撃すると気力+2,2024-06-10 02:04:26,2024-06-10 02:04:26
30,チームプレイ,2番目に攻撃すると仲間のATK1000UP,2024-06-10 02:04:26,2024-06-10 02:04:26
31,時間稼ぎ,HP50%以下でHPが10%回復する,2024-06-10 02:04:26,2024-06-10 02:04:26
32,意表を突く攻撃,ときどき敵全体のDEFが50%DOWN,2024-06-10 02:04:26,2024-06-10 02:04:26
33,努力,気力メーター5以上でATK1500UP,2024-06-10 02:04:26,2024-06-10 02:04:26
34,完全なるガード,ガードが決まるとさらにダメージを30%軽減,2024-06-10 02:04:26,2024-06-10 02:04:26
35,超パワー,まれにATK50%UP,2024-06-10 02:04:26,2024-06-10 02:04:26
36,眠れるサイヤ人パワー,HP30%以下でATK1500UP,2024-06-10 02:04:26,2024-06-10 02:04:26
37,地球人の意地,敵が1体の時DEFが2000UP,2024-06-10 02:04:26,2024-06-10 02:04:26
38,やられたふり,ときどきHPが10%回復,2024-06-10 02:04:26,2024-06-10 02:04:26
39,足止め,まれに敵全体を気絶状態にする,2024-06-10 02:04:26,2024-06-10 02:04:26
40,超能力,まれに敵全体のATK15%DOWN,2024-06-10 02:04:26,2024-06-10 02:04:26
41,悪い予感,ときどき敵全体のDEF50%DOWN,2024-06-10 02:04:26,2024-06-10 02:04:26
42,底力,気力メーター10以上でATK1500UP,2024-06-10 02:04:26,2024-06-10 02:04:26
43,チームプレイ,3連続攻撃時に全員のATK1000UP,2024-06-10 02:04:26,2024-06-10 02:04:26
44,エネルギー吸収,与えたダメージの10%回復,2024-06-10 02:04:26,2024-06-10 02:04:26
45,エネルギー吸収,気力メーター5以上で総ダメージの20%回復,2024-06-10 02:04:26,2024-06-10 02:04:26
