id,card_sticker_item_id,card_decoration_id,open_at,created_at,updated_at
3,3,31,2019-01-01 00:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9034,1,3,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9035,1,4,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9036,1,5,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9037,1,6,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9038,1,7,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9039,1,8,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9040,1,9,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9041,1,10,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9042,1,11,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9043,1,13,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9044,1,14,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9045,1,15,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9046,1,16,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9047,1,17,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9048,1,18,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9049,1,19,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9050,1,20,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9051,1,21,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9052,1,22,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9053,1,23,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9054,1,24,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9055,1,1,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9060,1,35,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9061,1,36,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9062,1,37,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9063,1,38,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9064,1,39,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9065,1,40,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9066,1,41,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9067,1,42,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9068,1,43,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9069,1,44,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9070,1,45,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9071,1,46,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9072,1,47,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9073,1,48,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9074,1,49,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9075,1,50,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9076,1,51,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9077,1,52,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9078,1,53,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9079,1,54,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9080,1,55,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9081,1,56,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9082,1,57,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9083,1,58,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9084,1,59,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9085,1,60,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9086,1,61,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9087,1,62,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9088,1,63,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9089,1,64,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9090,1,65,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9091,1,66,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9092,1,68,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9093,1,70,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9094,1,72,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9095,1,73,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9096,1,74,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9097,1,75,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9098,1,80,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9099,1,85,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9100,1,86,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9101,1,90,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9102,1,92,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9103,1,94,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9104,1,95,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9105,1,97,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9106,1,99,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9107,1,104,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9108,1,105,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9109,1,108,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9110,1,111,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9111,1,114,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9113,1,2,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9114,1,115,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9115,1,116,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9116,1,117,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9117,1,118,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9118,1,119,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9119,1,120,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9120,1,121,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9121,1,122,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9122,1,123,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9123,1,124,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9124,1,125,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9125,1,126,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
