id,leader_skill_set_id,exec_timing_type,target_type,sub_target_type_set_id,causality_conditions,efficacy_type,efficacy_values,calc_option,created_at,updated_at
1,100001,1,2,0,,16,"[0, 30, 0]",2,2024-07-30 02:06:37,2024-07-30 02:06:37
2,100001,1,2,0,,16,"[2, 30, 0]",2,2024-07-30 02:06:37,2024-07-30 02:06:37
3,100001,1,2,0,,16,"[4, 30, 0]",2,2024-07-30 02:06:37,2024-07-30 02:06:37
4,100001,1,2,0,,0,"[0, 0, 0]",0,2024-07-30 02:06:37,2024-07-30 02:06:37
5,100001,1,2,0,,0,"[0, 0, 0]",0,2024-07-30 02:06:37,2024-07-30 02:06:37
6,100002,1,2,0,,16,"[1, 30, 0]",2,2024-07-30 02:06:37,2024-07-30 02:06:37
7,100002,1,2,0,,16,"[2, 30, 0]",2,2024-07-30 02:06:37,2024-07-30 02:06:37
8,100002,1,2,0,,16,"[3, 30, 0]",2,2024-07-30 02:06:37,2024-07-30 02:06:37
9,100002,1,2,0,,0,"[0, 0, 0]",0,2024-07-30 02:06:37,2024-07-30 02:06:37
10,100002,1,2,0,,0,"[0, 0, 0]",0,2024-07-30 02:06:37,2024-07-30 02:06:37
11,100003,1,2,0,,20,"[1, 2, 0]",0,2024-07-30 02:06:37,2024-07-30 02:06:37
12,100003,1,2,0,,20,"[3, 2, 0]",0,2024-07-30 02:06:37,2024-07-30 02:06:37
13,100003,1,2,0,,0,"[0, 0, 0]",0,2024-07-30 02:06:37,2024-07-30 02:06:37
14,100003,1,2,0,,0,"[0, 0, 0]",0,2024-07-30 02:06:37,2024-07-30 02:06:37
15,100003,1,2,0,,0,"[0, 0, 0]",0,2024-07-30 02:06:37,2024-07-30 02:06:37
16,100004,1,2,0,"{""source"": ""15"", ""compiled"": 15}",1,"[25, 0, 0]",2,2024-07-30 02:06:37,2024-07-30 02:06:37
17,100004,1,2,0,"{""source"": ""15"", ""compiled"": 15}",0,"[0, 0, 0]",0,2024-07-30 02:06:37,2024-07-30 02:06:37
18,100004,1,2,0,"{""source"": ""15"", ""compiled"": 15}",0,"[0, 0, 0]",0,2024-07-30 02:06:37,2024-07-30 02:06:37
19,100004,1,2,0,"{""source"": ""15"", ""compiled"": 15}",0,"[0, 0, 0]",0,2024-07-30 02:06:37,2024-07-30 02:06:37
20,100004,1,2,0,"{""source"": ""15"", ""compiled"": 15}",0,"[0, 0, 0]",0,2024-07-30 02:06:37,2024-07-30 02:06:37
