id,card_id,special_set_id,priority,style,lv_start,eball_num_start,view_id,card_costume_condition_id,special_bonus_id1,special_bonus_lv1,bonus_view_id1,special_bonus_id2,special_bonus_lv2,bonus_view_id2,causality_conditions,special_asset_id,created_at,updated_at
1,1000010,1,0.0,Normal,0,12,1,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
2,1000020,2,0.0,Normal,0,12,2,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
3,1000030,3,0.0,Normal,0,12,3,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
4,1000040,4,0.0,Normal,0,12,4,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
5,1000050,5,0.0,Normal,0,12,5,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
6,1000060,5,0.0,Normal,0,12,6,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
7,1000070,6,0.0,Normal,0,12,7,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
8,1000080,6,0.0,Normal,0,12,8,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
9,1000090,7,0.0,Normal,0,12,9,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
10,1000100,9,0.0,Normal,0,12,10,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
11,1000110,11,0.0,Normal,0,12,11,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
12,1000120,12,0.0,Normal,0,12,12,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
13,1000130,13,0.0,Normal,0,12,13,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
14,1000140,15,0.0,Normal,0,12,14,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
15,1000150,17,0.0,Normal,0,12,15,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
16,1000160,19,0.0,Normal,0,12,16,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
17,1000170,20,0.0,Normal,0,12,17,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
18,1000180,22,0.0,Normal,0,12,18,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
19,1000190,23,0.0,Normal,0,12,19,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
20,1000200,24,0.0,Normal,0,12,20,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
21,1000210,25,0.0,Normal,0,12,21,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
22,1000220,26,0.0,Normal,0,12,22,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
23,1000230,27,0.0,Normal,0,12,23,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
24,1000240,28,0.0,Normal,0,12,24,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
25,1000250,30,0.0,Normal,0,12,25,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
26,1000260,31,0.0,Normal,0,12,26,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
27,1000270,7,0.0,Normal,0,12,27,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
28,1000280,9,0.0,Normal,0,12,28,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
29,1000290,11,0.0,Normal,0,12,29,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
30,1000300,12,0.0,Normal,0,12,30,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
31,1000310,13,0.0,Normal,0,12,31,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
32,1000320,15,0.0,Normal,0,12,32,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
33,1000330,17,0.0,Normal,0,12,33,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
34,1000340,19,0.0,Normal,0,12,34,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
35,1000350,20,0.0,Normal,0,12,35,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
36,1000360,22,0.0,Normal,0,12,36,0,0,0,0,0,0,0,,,2024-07-23 00:22:17,2024-07-23 00:22:17
