id,budokai_id,budokai_league_id,rank,name,point,bonus,created_at,updated_at
1,1,1,1,ピラフクラス,0,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
2,1,1,2,チャパ王クラス,5000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
3,1,1,3,サタンクラス,25000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
4,1,2,4,ビーデルクラス,50000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
5,1,2,5,武天老師クラス,100000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
6,1,2,6,カリンクラス,150000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
7,1,3,7,神クラス,250000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
8,1,3,8,閻魔大王クラス,500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
9,1,3,9,界王クラス,1000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
10,1,4,10,界王神クラス,1500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
11,1,4,11,老界王神クラス,2500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
12,1,4,12,ビルスクラス,5000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
13,2,1,1,ピラフクラス,0,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
14,2,1,2,チャパ王クラス,5000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
15,2,1,3,サタンクラス,25000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
16,2,2,4,ビーデルクラス,50000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
17,2,2,5,武天老師クラス,100000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
18,2,2,6,カリンクラス,150000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
19,2,3,7,神クラス,250000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
20,2,3,8,閻魔大王クラス,500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
21,2,3,9,界王クラス,1000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
22,2,4,10,界王神クラス,1500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
23,2,4,11,老界王神クラス,2500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
24,2,4,12,ビルスクラス,5000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
25,3,1,1,ピラフクラス,0,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
26,3,1,2,チャパ王クラス,5000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
27,3,1,3,サタンクラス,25000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
28,3,2,4,ビーデルクラス,50000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
29,3,2,5,武天老師クラス,100000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
30,3,2,6,カリンクラス,150000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
31,3,3,7,神クラス,250000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
32,3,3,8,閻魔大王クラス,500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
33,3,3,9,界王クラス,1000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
34,3,4,10,界王神クラス,1500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
35,3,4,11,老界王神クラス,2500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
36,3,4,12,ビルスクラス,5000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
37,4,1,1,ピラフクラス,0,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
38,4,1,2,チャパ王クラス,5000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
39,4,1,3,サタンクラス,25000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
40,4,2,4,ビーデルクラス,50000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
41,4,2,5,武天老師クラス,100000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
42,4,2,6,カリンクラス,150000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
43,4,3,7,神クラス,250000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
44,4,3,8,閻魔大王クラス,500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
45,4,3,9,界王クラス,1000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
46,4,4,10,界王神クラス,1500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
47,4,4,11,老界王神クラス,2500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
48,4,4,12,ビルスクラス,5000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
49,5,1,1,ピラフクラス,0,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
50,5,1,2,チャパ王クラス,5000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
51,5,1,3,サタンクラス,25000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
52,5,2,4,ビーデルクラス,50000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
53,5,2,5,武天老師クラス,100000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
54,5,2,6,カリンクラス,150000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
55,5,3,7,神クラス,250000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
56,5,3,8,閻魔大王クラス,500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
57,5,3,9,界王クラス,1000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
58,5,4,10,界王神クラス,1500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
59,5,4,11,老界王神クラス,2500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
60,5,4,12,ビルスクラス,5000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
61,6,1,1,ピラフクラス,0,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
62,6,1,2,チャパ王クラス,5000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
63,6,1,3,サタンクラス,25000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
64,6,2,4,ビーデルクラス,50000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
65,6,2,5,武天老師クラス,100000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
66,6,2,6,カリンクラス,150000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
67,6,3,7,神クラス,250000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
68,6,3,8,閻魔大王クラス,500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
69,6,3,9,界王クラス,1000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
70,6,4,10,界王神クラス,1500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
71,6,4,11,老界王神クラス,2500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
72,6,4,12,ビルスクラス,5000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
73,7,1,1,ピラフクラス,0,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
74,7,1,2,チャパ王クラス,5000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
75,7,1,3,サタンクラス,25000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
76,7,2,4,ビーデルクラス,50000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
77,7,2,5,武天老師クラス,100000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
78,7,2,6,カリンクラス,150000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
79,7,3,7,神クラス,250000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
80,7,3,8,閻魔大王クラス,500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
81,7,3,9,界王クラス,1000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
82,7,4,10,界王神クラス,1500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
83,7,4,11,老界王神クラス,2500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
84,7,4,12,ビルスクラス,5000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
85,8,1,1,ピラフクラス,0,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
86,8,1,2,チャパ王クラス,5000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
87,8,1,3,サタンクラス,25000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
88,8,2,4,ビーデルクラス,50000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
89,8,2,5,武天老師クラス,100000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
90,8,2,6,カリンクラス,150000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
91,8,3,7,神クラス,250000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
92,8,3,8,閻魔大王クラス,500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
93,8,3,9,界王クラス,1000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
94,8,4,10,界王神クラス,1500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
95,8,4,11,老界王神クラス,2500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
96,8,4,12,ビルスクラス,5000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
97,9,1,1,ピラフクラス,0,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
98,9,1,2,チャパ王クラス,5000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
99,9,1,3,サタンクラス,25000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
100,9,2,4,ビーデルクラス,50000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
101,9,2,5,武天老師クラス,100000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
102,9,2,6,カリンクラス,150000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
103,9,3,7,神クラス,250000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
104,9,3,8,閻魔大王クラス,500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
105,9,3,9,界王クラス,1000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
106,9,4,10,界王神クラス,1500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
107,9,4,11,老界王神クラス,2500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
108,9,4,12,ビルスクラス,5000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
109,10,1,1,ピラフクラス,0,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
110,10,1,2,チャパ王クラス,5000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
111,10,1,3,サタンクラス,25000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
112,10,2,4,ビーデルクラス,50000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
113,10,2,5,武天老師クラス,100000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
114,10,2,6,カリンクラス,150000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
115,10,3,7,神クラス,250000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
116,10,3,8,閻魔大王クラス,500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
117,10,3,9,界王クラス,1000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
118,10,4,10,界王神クラス,1500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
119,10,4,11,老界王神クラス,2500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
120,10,4,12,ビルスクラス,5000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
121,11,1,1,ピラフクラス,0,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
122,11,1,2,チャパ王クラス,5000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
123,11,1,3,サタンクラス,25000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
124,11,2,4,ビーデルクラス,50000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
125,11,2,5,武天老師クラス,100000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
126,11,2,6,カリンクラス,150000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
127,11,3,7,神クラス,250000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
128,11,3,8,閻魔大王クラス,500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
129,11,3,9,界王クラス,1000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
130,11,4,10,界王神クラス,1500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
131,11,4,11,老界王神クラス,2500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
132,11,4,12,ビルスクラス,5000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
133,12,1,1,ピラフクラス,0,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
134,12,1,2,チャパ王クラス,5000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
135,12,1,3,サタンクラス,25000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
136,12,2,4,ビーデルクラス,50000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
137,12,2,5,武天老師クラス,100000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
138,12,2,6,カリンクラス,150000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
139,12,3,7,神クラス,250000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
140,12,3,8,閻魔大王クラス,500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
141,12,3,9,界王クラス,1000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
142,12,4,10,界王神クラス,1500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
143,12,4,11,老界王神クラス,2500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
144,12,4,12,ビルスクラス,5000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
145,13,1,1,ピラフクラス,0,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
146,13,1,2,チャパ王クラス,5000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
147,13,1,3,サタンクラス,25000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
148,13,2,4,ビーデルクラス,50000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
149,13,2,5,武天老師クラス,100000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
150,13,2,6,カリンクラス,150000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
151,13,3,7,神クラス,250000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
152,13,3,8,閻魔大王クラス,500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
153,13,3,9,界王クラス,1000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
154,13,4,10,界王神クラス,1500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
155,13,4,11,老界王神クラス,2500000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
156,13,4,12,ビルスクラス,5000000,1.0,2024-03-22 02:20:13,2024-03-22 02:20:13
