id,name,description,start_at,end_at,collecting_end_at,result_end_at,mission_reward_image_path,banner_image_path,home_banner_image_path,listbutton_image_path,entry_script_id,description_script_id,enable_battle_auto,created_at,updated_at
1,第1回天下一武道会,"トーナメントを勝ち上がって優勝を目指そう!!
ガシャチケットや龍石など豪華報酬が獲得できるぞ!!",2015-07-06 09:00:00,2015-07-13 12:59:59,2015-07-14 12:59:59,2015-07-20 05:59:59,html/ja/helps/ten1_rewards/missionReward_page.html,images/budokai/banner/budokai_banner_00001.png,,images/home/myp_banner_event_001.png,100,200,0,2024-03-22 02:20:13,2024-03-22 02:20:13
2,第2回天下一武道会,"トーナメントを勝ち上がって優勝を目指そう!!
ガシャチケットや龍石など豪華報酬が獲得できるぞ!!",2015-08-04 08:00:00,2015-08-10 12:59:59,2015-08-11 12:59:59,2015-08-25 05:59:59,html/ja/helps/ten1_rewards/missionReward_page2.html,images/budokai/banner/budokai_banner_00001.png,,images/home/myp_banner_event_001.png,100,200,0,2024-03-22 02:20:13,2024-03-22 02:20:13
3,第3回天下一武道会,"トーナメントを勝ち上がって優勝を目指そう!!
ガシャチケットや龍石など豪華報酬が獲得できるぞ!!",2015-09-03 08:00:00,2015-09-07 12:59:59,2015-09-08 12:59:59,2015-09-15 05:59:59,html/ja/helps/ten1_rewards/missionReward_page3.html,images/budokai/banner/budokai_banner_00001.png,,images/home/myp_banner_event_001.png,100,200,0,2024-03-22 02:20:13,2024-03-22 02:20:13
4,第4回天下一武道会,"トーナメントを勝ち上がって優勝を目指そう!!
ガシャチケットや龍石など豪華報酬が獲得できるぞ!!",2015-10-08 08:00:00,2015-10-13 12:59:59,2015-10-14 05:59:59,2015-10-21 05:59:59,html/ja/helps/ten1_rewards/missionReward_page3.html,images/budokai/banner/budokai_banner_00001.png,,images/home/myp_banner_event_001.png,100,200,0,2024-03-22 02:20:13,2024-03-22 02:20:13
5,第5回天下一武道会,"トーナメントを勝ち上がって優勝を目指そう!!
ガシャチケットや龍石など豪華報酬が獲得できるぞ!!",2015-11-20 08:00:00,2015-11-24 12:59:59,2015-11-25 05:59:59,2015-12-02 05:59:59,html/ja/helps/ten1_rewards/missionReward_page4.html,images/budokai/banner/budokai_banner_00001.png,,images/home/myp_banner_event_001.png,100,200,0,2024-03-22 02:20:13,2024-03-22 02:20:13
6,第6回天下一武道会,"トーナメントを勝ち上がって優勝を目指そう!!
ガシャチケットや龍石など豪華報酬が獲得できるぞ!!",2015-12-17 08:00:00,2015-12-20 12:59:59,2015-12-21 07:59:59,2015-12-28 05:59:59,html/ja/helps/ten1_rewards/missionReward_page6_ccabf.html,images/budokai/banner/budokai_banner_00001.png,,images/home/myp_banner_event_001.png,100,200,0,2024-03-22 02:20:13,2024-03-22 02:20:13
7,第7回天下一武道会,"トーナメントを勝ち上がって優勝を目指そう!!
ガシャチケットや龍石など豪華報酬が獲得できるぞ!!",2016-01-14 08:00:00,2016-01-18 12:59:59,2016-01-19 07:59:59,2016-01-26 05:59:59,html/ja/helps/ten1_rewards/missionReward_page7_ccabf.html,images/budokai/banner/budokai_banner_00001.png,,images/home/myp_banner_event_001.png,100,200,0,2024-03-22 02:20:13,2024-03-22 02:20:13
8,第8回天下一武道会,"トーナメントを勝ち上がって優勝を目指そう!!
ガシャチケットや龍石など豪華報酬が獲得できるぞ!!",2016-02-10 05:00:00,2016-02-14 01:59:59,2016-02-15 07:59:59,2016-02-22 05:59:59,html/ja/helps/ten1_rewards/missionReward_page8_ccabf.html,images/budokai/banner/budokai_banner_00001.png,,images/home/myp_banner_event_001.png,100,200,0,2024-03-22 02:20:13,2024-03-22 02:20:13
9,第9回天下一武道会,"トーナメントを勝ち上がって優勝を目指そう!!
ガシャチケットや龍石など豪華報酬が獲得できるぞ!!",2016-03-10 08:00:00,2016-03-14 12:59:59,2016-03-15 07:59:59,2016-03-22 05:59:59,html/ja/helps/ten1_rewards/missionReward_page9_lpvwm.html,images/budokai/banner/budokai_banner_00001.png,,images/home/myp_banner_event_001.png,100,200,0,2024-03-22 02:20:13,2024-03-22 02:20:13
10,第10回天下一武道会,"トーナメントを勝ち上がって優勝を目指そう!!
ガシャチケットや龍石など豪華報酬が獲得できるぞ!!",2016-04-21 08:00:00,2016-04-24 12:59:59,2016-04-25 07:59:59,2016-05-02 05:59:59,html/ja/helps/ten1_rewards/missionReward_page10_bxnee.html,images/budokai/banner/budokai_banner_00001.png,,images/home/myp_banner_event_001.png,100,200,0,2024-03-22 02:20:13,2024-03-22 02:20:13
