id,type,mission_id,wday,wday_start_at,wday_hours_to_end,dot_character_point
1,MissionPeriod::DailyMissionPeriod,4175,,,,0
2,MissionPeriod::DailyMissionPeriod,4176,,,,0
3,MissionPeriod::DailyMissionPeriod,4177,,,,0
4,MissionPeriod::DailyMissionPeriod,4178,,,,0
5,MissionPeriod::DailyMissionPeriod,4179,,,,0
6,MissionPeriod::DailyMissionPeriod,4180,,,,0
7,MissionPeriod::DailyMissionPeriod,4232,,,,0
8,MissionPeriod::DailyMissionPeriod,4233,,,,0
9,MissionPeriod::DailyMissionPeriod,4234,,,,0
10,MissionPeriod::DailyMissionPeriod,4235,,,,0
11,MissionPeriod::DailyMissionPeriod,4236,,,,0
12,MissionPeriod::DailyMissionPeriod,4237,,,,0
13,MissionPeriod::DailyMissionPeriod,4240,,,,0
14,MissionPeriod::DailyMissionPeriod,4241,,,,0
15,MissionPeriod::DailyMissionPeriod,4242,,,,0
16,MissionPeriod::DailyMissionPeriod,4243,,,,0
17,MissionPeriod::DailyMissionPeriod,4244,,,,0
18,MissionPeriod::DailyMissionPeriod,4245,,,,0
19,MissionPeriod::DailyMissionPeriod,4256,,,,0
20,MissionPeriod::DailyMissionPeriod,4257,,,,0
21,MissionPeriod::DailyMissionPeriod,4258,,,,0
22,MissionPeriod::DailyMissionPeriod,4259,,,,0
23,MissionPeriod::DailyMissionPeriod,4261,,,,0
24,MissionPeriod::DailyMissionPeriod,4262,,,,0
25,MissionPeriod::DailyMissionPeriod,4263,,,,0
26,MissionPeriod::DailyMissionPeriod,4284,,,,0
27,MissionPeriod::DailyMissionPeriod,4285,,,,0
28,MissionPeriod::DailyMissionPeriod,4286,,,,0
29,MissionPeriod::DailyMissionPeriod,4287,,,,0
30,MissionPeriod::DailyMissionPeriod,4288,,,,0
31,MissionPeriod::DailyMissionPeriod,4289,,,,0
32,MissionPeriod::DailyMissionPeriod,4291,,,,0
33,MissionPeriod::DailyMissionPeriod,4292,,,,0
34,MissionPeriod::DailyMissionPeriod,4293,,,,0
35,MissionPeriod::DailyMissionPeriod,4294,,,,0
36,MissionPeriod::DailyMissionPeriod,4295,,,,0
37,MissionPeriod::DailyMissionPeriod,4298,,,,0
38,MissionPeriod::DailyMissionPeriod,4299,,,,0
39,MissionPeriod::DailyMissionPeriod,4300,,,,0
40,MissionPeriod::DailyMissionPeriod,4301,,,,0
41,MissionPeriod::DailyMissionPeriod,4302,,,,0
42,MissionPeriod::DailyMissionPeriod,4303,,,,0
44,MissionPeriod::DailyMissionPeriod,4305,,,,0
45,MissionPeriod::DailyMissionPeriod,4306,,,,0
46,MissionPeriod::DailyMissionPeriod,4307,,,,0
47,MissionPeriod::DailyMissionPeriod,4308,,,,0
48,MissionPeriod::DailyMissionPeriod,4309,,,,0
49,MissionPeriod::DailyMissionPeriod,4310,,,,0
50,MissionPeriod::DailyMissionPeriod,4311,,,,0
51,MissionPeriod::DailyMissionPeriod,4312,,,,0
52,MissionPeriod::DailyMissionPeriod,4313,,,,0
53,MissionPeriod::DailyMissionPeriod,4321,,,,0
54,MissionPeriod::DailyMissionPeriod,4322,,,,0
55,MissionPeriod::DailyMissionPeriod,4363,,,,0
56,MissionPeriod::DailyMissionPeriod,4364,,,,0
57,MissionPeriod::DailyMissionPeriod,4365,,,,0
58,MissionPeriod::DailyMissionPeriod,4366,,,,0
59,MissionPeriod::DailyMissionPeriod,4367,,,,0
60,MissionPeriod::DailyMissionPeriod,4368,,,,0
61,MissionPeriod::DailyMissionPeriod,4369,,,,0
62,MissionPeriod::DailyMissionPeriod,4370,,,,0
63,MissionPeriod::DailyMissionPeriod,4371,,,,0
64,MissionPeriod::DailyMissionPeriod,4372,,,,0
65,MissionPeriod::DailyMissionPeriod,4373,,,,0
66,MissionPeriod::DailyMissionPeriod,4374,,,,0
67,MissionPeriod::DailyMissionPeriod,4375,,,,0
68,MissionPeriod::DailyMissionPeriod,4376,,,,0
69,MissionPeriod::DailyMissionPeriod,4377,,,,0
70,MissionPeriod::DailyMissionPeriod,4378,,,,0
71,MissionPeriod::DailyMissionPeriod,4379,,,,0
72,MissionPeriod::DailyMissionPeriod,4380,,,,0
73,MissionPeriod::DailyMissionPeriod,4381,,,,0
74,MissionPeriod::DailyMissionPeriod,4382,,,,0
75,MissionPeriod::DailyMissionPeriod,4383,,,,0
76,MissionPeriod::DailyMissionPeriod,4384,,,,0
77,MissionPeriod::DailyMissionPeriod,4385,,,,0
78,MissionPeriod::DailyMissionPeriod,4386,,,,0
79,MissionPeriod::DailyMissionPeriod,4387,,,,0
80,MissionPeriod::DailyMissionPeriod,4388,,,,0
81,MissionPeriod::DailyMissionPeriod,4389,,,,0
82,MissionPeriod::DailyMissionPeriod,4390,,,,0
83,MissionPeriod::DailyMissionPeriod,4391,,,,0
84,MissionPeriod::DailyMissionPeriod,4392,,,,0
85,MissionPeriod::DailyMissionPeriod,4393,,,,0
86,MissionPeriod::DailyMissionPeriod,4394,,,,0
87,MissionPeriod::DailyMissionPeriod,4395,,,,0
88,MissionPeriod::DailyMissionPeriod,4396,,,,0
89,MissionPeriod::DailyMissionPeriod,4397,,,,0
90,MissionPeriod::DailyMissionPeriod,4398,,,,0
91,MissionPeriod::DailyMissionPeriod,4399,,,,0
92,MissionPeriod::DailyMissionPeriod,4400,,,,0
93,MissionPeriod::DailyMissionPeriod,4401,,,,0
94,MissionPeriod::DailyMissionPeriod,4402,,,,0
95,MissionPeriod::DailyMissionPeriod,4403,,,,0
96,MissionPeriod::DailyMissionPeriod,4404,,,,0
97,MissionPeriod::DailyMissionPeriod,4405,,,,0
98,MissionPeriod::DailyMissionPeriod,4406,,,,0
99,MissionPeriod::DailyMissionPeriod,4407,,,,0
100,MissionPeriod::DailyMissionPeriod,4408,,,,0
101,MissionPeriod::DailyMissionPeriod,4409,,,,0
102,MissionPeriod::DailyMissionPeriod,4410,,,,0
103,MissionPeriod::DailyMissionPeriod,4411,,,,0
104,MissionPeriod::DailyMissionPeriod,4412,,,,0
105,MissionPeriod::DailyMissionPeriod,4455,,,,0
106,MissionPeriod::DailyMissionPeriod,4456,,,,0
107,MissionPeriod::DailyMissionPeriod,4457,,,,0
108,MissionPeriod::DailyMissionPeriod,4458,,,,0
109,MissionPeriod::DailyMissionPeriod,4459,,,,0
110,MissionPeriod::DailyMissionPeriod,4460,,,,0
111,MissionPeriod::DailyMissionPeriod,4462,,,,0
112,MissionPeriod::DailyMissionPeriod,4463,,,,0
113,MissionPeriod::DailyMissionPeriod,4464,,,,0
114,MissionPeriod::DailyMissionPeriod,4465,,,,0
115,MissionPeriod::DailyMissionPeriod,4466,,,,0
116,MissionPeriod::DailyMissionPeriod,4467,,,,0
117,MissionPeriod::DailyMissionPeriod,4490,,,,0
118,MissionPeriod::DailyMissionPeriod,4491,,,,0
119,MissionPeriod::DailyMissionPeriod,4492,,,,0
120,MissionPeriod::DailyMissionPeriod,4493,,,,0
121,MissionPeriod::DailyMissionPeriod,4494,,,,0
122,MissionPeriod::DailyMissionPeriod,4495,,,,0
123,MissionPeriod::DailyMissionPeriod,4496,,,,0
124,MissionPeriod::DailyMissionPeriod,4497,,,,0
125,MissionPeriod::DailyMissionPeriod,4498,,,,0
126,MissionPeriod::DailyMissionPeriod,4513,,,,0
127,MissionPeriod::DailyMissionPeriod,4514,,,,0
128,MissionPeriod::DailyMissionPeriod,4515,,,,0
129,MissionPeriod::DailyMissionPeriod,4516,,,,0
130,MissionPeriod::DailyMissionPeriod,4517,,,,0
131,MissionPeriod::DailyMissionPeriod,4518,,,,0
132,MissionPeriod::DailyMissionPeriod,4519,,,,0
133,MissionPeriod::DailyMissionPeriod,4520,,,,0
134,MissionPeriod::DailyMissionPeriod,4521,,,,0
135,MissionPeriod::DailyMissionPeriod,4522,,,,0
136,MissionPeriod::DailyMissionPeriod,4523,,,,0
137,MissionPeriod::DailyMissionPeriod,4524,,,,0
138,MissionPeriod::DailyMissionPeriod,4525,,,,0
139,MissionPeriod::DailyMissionPeriod,4526,,,,0
140,MissionPeriod::DailyMissionPeriod,4527,,,,0
141,MissionPeriod::DailyMissionPeriod,4528,,,,0
142,MissionPeriod::DailyMissionPeriod,4579,,,,0
143,MissionPeriod::DailyMissionPeriod,4580,,,,0
144,MissionPeriod::DailyMissionPeriod,4581,,,,0
145,MissionPeriod::DailyMissionPeriod,4582,,,,0
146,MissionPeriod::DailyMissionPeriod,4583,,,,0
147,MissionPeriod::DailyMissionPeriod,4584,,,,0
148,MissionPeriod::DailyMissionPeriod,4585,,,,0
149,MissionPeriod::DailyMissionPeriod,1043,,,,0
150,MissionPeriod::DailyMissionPeriod,1044,,,,0
151,MissionPeriod::DailyMissionPeriod,1045,,,,0
152,MissionPeriod::DailyMissionPeriod,1046,,,,0
153,MissionPeriod::DailyMissionPeriod,1047,,,,0
154,MissionPeriod::DailyMissionPeriod,1048,,,,0
155,MissionPeriod::DailyMissionPeriod,1049,,,,0
156,MissionPeriod::DailyMissionPeriod,1050,,,,0
157,MissionPeriod::DailyMissionPeriod,1051,,,,0
158,MissionPeriod::DailyMissionPeriod,1052,,,,0
159,MissionPeriod::DailyMissionPeriod,1053,,,,0
160,MissionPeriod::DailyMissionPeriod,1054,,,,0
161,MissionPeriod::DailyMissionPeriod,1055,,,,0
162,MissionPeriod::DailyMissionPeriod,1056,,,,0
163,MissionPeriod::DailyMissionPeriod,1057,,,,0
164,MissionPeriod::DailyMissionPeriod,1058,,,,0
165,MissionPeriod::DailyMissionPeriod,1059,,,,0
166,MissionPeriod::DailyMissionPeriod,1060,,,,0
167,MissionPeriod::DailyMissionPeriod,1061,,,,0
168,MissionPeriod::DailyMissionPeriod,1062,,,,0
169,MissionPeriod::DailyMissionPeriod,1063,,,,0
170,MissionPeriod::DailyMissionPeriod,1064,,,,0
171,MissionPeriod::DailyMissionPeriod,1066,,,,0
172,MissionPeriod::DailyMissionPeriod,1067,,,,0
173,MissionPeriod::DailyMissionPeriod,1068,,,,0
174,MissionPeriod::DailyMissionPeriod,1069,,,,0
175,MissionPeriod::DailyMissionPeriod,1070,,,,0
176,MissionPeriod::DailyMissionPeriod,1071,,,,0
177,MissionPeriod::DailyMissionPeriod,1072,,,,0
178,MissionPeriod::DailyMissionPeriod,1073,,,,0
179,MissionPeriod::DailyMissionPeriod,1074,,,,0
180,MissionPeriod::DailyMissionPeriod,1075,,,,0
181,MissionPeriod::DailyMissionPeriod,1076,,,,0
182,MissionPeriod::DailyMissionPeriod,1077,,,,0
183,MissionPeriod::DailyMissionPeriod,1078,,,,0
184,MissionPeriod::DailyMissionPeriod,1079,,,,0
185,MissionPeriod::DailyMissionPeriod,1080,,,,0
186,MissionPeriod::DailyMissionPeriod,1081,,,,0
187,MissionPeriod::DailyMissionPeriod,1082,,,,0
188,MissionPeriod::DailyMissionPeriod,1084,,,,0
189,MissionPeriod::DailyMissionPeriod,1085,,,,0
190,MissionPeriod::DailyMissionPeriod,1086,,,,0
191,MissionPeriod::DailyMissionPeriod,1087,,,,0
192,MissionPeriod::DailyMissionPeriod,1088,,,,0
193,MissionPeriod::DailyMissionPeriod,1089,,,,0
194,MissionPeriod::DailyMissionPeriod,1090,,,,0
195,MissionPeriod::DailyMissionPeriod,1091,,,,0
196,MissionPeriod::DailyMissionPeriod,1092,,,,0
197,MissionPeriod::DailyMissionPeriod,1093,,,,0
198,MissionPeriod::DailyMissionPeriod,1094,,,,0
199,MissionPeriod::DailyMissionPeriod,1095,,,,0
200,MissionPeriod::DailyMissionPeriod,1096,,,,0
201,MissionPeriod::DailyMissionPeriod,1097,,,,0
202,MissionPeriod::DailyMissionPeriod,1098,,,,0
203,MissionPeriod::DailyMissionPeriod,1099,,,,0
204,MissionPeriod::DailyMissionPeriod,1100,,,,0
205,MissionPeriod::DailyMissionPeriod,1101,,,,0
206,MissionPeriod::DailyMissionPeriod,1102,,,,0
207,MissionPeriod::DailyMissionPeriod,10161,,,,0
208,MissionPeriod::DailyMissionPeriod,10162,,,,0
209,MissionPeriod::DailyMissionPeriod,10163,,,,0
210,MissionPeriod::DailyMissionPeriod,10164,,,,0
211,MissionPeriod::DailyMissionPeriod,10248,,,,0
212,MissionPeriod::DailyMissionPeriod,10249,,,,0
213,MissionPeriod::DailyMissionPeriod,10250,,,,0
214,MissionPeriod::DailyMissionPeriod,10251,,,,0
215,MissionPeriod::DailyMissionPeriod,10252,,,,0
216,MissionPeriod::DailyMissionPeriod,10253,,,,0
217,MissionPeriod::DailyMissionPeriod,10275,,,,0
218,MissionPeriod::DailyMissionPeriod,10276,,,,0
219,MissionPeriod::DailyMissionPeriod,10277,,,,0
220,MissionPeriod::DailyMissionPeriod,1083,,,,0
221,MissionPeriod::DailyMissionPeriod,10300,,,,0
222,MissionPeriod::DailyMissionPeriod,10301,,,,0
223,MissionPeriod::DailyMissionPeriod,10346,,,,0
224,MissionPeriod::DailyMissionPeriod,10347,,,,0
225,MissionPeriod::DailyMissionPeriod,10348,,,,0
226,MissionPeriod::DailyMissionPeriod,10349,,,,0
228,MissionPeriod::DailyMissionPeriod,10382,,,,0
229,MissionPeriod::DailyMissionPeriod,10384,,,,0
230,MissionPeriod::DailyMissionPeriod,10385,,,,0
231,MissionPeriod::DailyMissionPeriod,10386,,,,0
232,MissionPeriod::DailyMissionPeriod,10387,,,,0
233,MissionPeriod::DailyMissionPeriod,10388,,,,0
234,MissionPeriod::DailyMissionPeriod,10399,,,,0
235,MissionPeriod::DailyMissionPeriod,10433,,,,0
236,MissionPeriod::DailyMissionPeriod,10434,,,,0
237,MissionPeriod::DailyMissionPeriod,10435,,,,0
238,MissionPeriod::DailyMissionPeriod,10436,,,,0
239,MissionPeriod::DailyMissionPeriod,10492,,,,0
240,MissionPeriod::DailyMissionPeriod,10493,,,,0
241,MissionPeriod::DailyMissionPeriod,10494,,,,0
242,MissionPeriod::DailyMissionPeriod,10495,,,,0
243,MissionPeriod::DailyMissionPeriod,10502,,,,0
244,MissionPeriod::DailyMissionPeriod,10536,,,,0
245,MissionPeriod::DailyMissionPeriod,10537,,,,0
246,MissionPeriod::DailyMissionPeriod,10538,,,,0
247,MissionPeriod::DailyMissionPeriod,10539,,,,0
248,MissionPeriod::DailyMissionPeriod,10540,,,,0
249,MissionPeriod::DailyMissionPeriod,10547,,,,0
250,MissionPeriod::DailyMissionPeriod,10634,,,,0
251,MissionPeriod::DailyMissionPeriod,10635,,,,0
252,MissionPeriod::DailyMissionPeriod,10636,,,,0
253,MissionPeriod::DailyMissionPeriod,10637,,,,0
254,MissionPeriod::DailyMissionPeriod,10646,,,,0
255,MissionPeriod::DailyMissionPeriod,10820,,,,0
256,MissionPeriod::DailyMissionPeriod,10821,,,,0
257,MissionPeriod::DailyMissionPeriod,10822,,,,0
258,MissionPeriod::DailyMissionPeriod,10823,,,,0
259,MissionPeriod::DailyMissionPeriod,1103,,,,0
260,MissionPeriod::DailyMissionPeriod,1104,,,,0
261,MissionPeriod::DailyMissionPeriod,1105,,,,0
262,MissionPeriod::DailyMissionPeriod,1106,,,,0
263,MissionPeriod::DailyMissionPeriod,1107,,,,0
264,MissionPeriod::DailyMissionPeriod,1108,,,,0
265,MissionPeriod::DailyMissionPeriod,1109,,,,0
266,MissionPeriod::DailyMissionPeriod,1110,,,,0
267,MissionPeriod::DailyMissionPeriod,1111,,,,0
268,MissionPeriod::DailyMissionPeriod,1112,,,,0
269,MissionPeriod::DailyMissionPeriod,1113,,,,0
270,MissionPeriod::DailyMissionPeriod,1114,,,,0
271,MissionPeriod::DailyMissionPeriod,1115,,,,0
272,MissionPeriod::DailyMissionPeriod,10860,,,,0
273,MissionPeriod::DailyMissionPeriod,10861,,,,0
274,MissionPeriod::DailyMissionPeriod,10862,,,,0
275,MissionPeriod::DailyMissionPeriod,10863,,,,0
276,MissionPeriod::DailyMissionPeriod,10864,,,,0
277,MissionPeriod::DailyMissionPeriod,10869,,,,0
278,MissionPeriod::DailyMissionPeriod,10887,,,,0
279,MissionPeriod::DailyMissionPeriod,10888,,,,0
280,MissionPeriod::DailyMissionPeriod,10889,,,,0
281,MissionPeriod::DailyMissionPeriod,10890,,,,0
282,MissionPeriod::DailyMissionPeriod,10891,,,,0
283,MissionPeriod::DailyMissionPeriod,10926,,,,0
284,MissionPeriod::DailyMissionPeriod,10927,,,,0
285,MissionPeriod::DailyMissionPeriod,10928,,,,0
286,MissionPeriod::DailyMissionPeriod,10929,,,,0
287,MissionPeriod::DailyMissionPeriod,10931,,,,0
288,MissionPeriod::DailyMissionPeriod,10932,,,,0
289,MissionPeriod::DailyMissionPeriod,10933,,,,0
290,MissionPeriod::DailyMissionPeriod,10934,,,,0
291,MissionPeriod::DailyMissionPeriod,10936,,,,0
292,MissionPeriod::DailyMissionPeriod,10937,,,,0
293,MissionPeriod::DailyMissionPeriod,10938,,,,0
294,MissionPeriod::DailyMissionPeriod,10939,,,,0
295,MissionPeriod::DailyMissionPeriod,10941,,,,0
296,MissionPeriod::DailyMissionPeriod,10942,,,,0
297,MissionPeriod::DailyMissionPeriod,10943,,,,0
298,MissionPeriod::DailyMissionPeriod,10944,,,,0
299,MissionPeriod::DailyMissionPeriod,10945,,,,0
300,MissionPeriod::DailyMissionPeriod,10946,,,,0
301,MissionPeriod::DailyMissionPeriod,10947,,,,0
302,MissionPeriod::DailyMissionPeriod,10948,,,,0
303,MissionPeriod::DailyMissionPeriod,10949,,,,0
304,MissionPeriod::DailyMissionPeriod,10950,,,,0
305,MissionPeriod::DailyMissionPeriod,10951,,,,0
306,MissionPeriod::DailyMissionPeriod,10952,,,,0
307,MissionPeriod::DailyMissionPeriod,10953,,,,0
308,MissionPeriod::DailyMissionPeriod,10954,,,,0
309,MissionPeriod::DailyMissionPeriod,11125,,,,0
310,MissionPeriod::DailyMissionPeriod,11126,,,,0
311,MissionPeriod::DailyMissionPeriod,11127,,,,0
312,MissionPeriod::DailyMissionPeriod,11128,,,,0
313,MissionPeriod::DailyMissionPeriod,11129,,,,0
314,MissionPeriod::DailyMissionPeriod,1116,,,,0
315,MissionPeriod::DailyMissionPeriod,1117,,,,0
316,MissionPeriod::DailyMissionPeriod,1118,,,,0
317,MissionPeriod::DailyMissionPeriod,1119,,,,0
318,MissionPeriod::DailyMissionPeriod,1120,,,,0
319,MissionPeriod::DailyMissionPeriod,1121,,,,0
320,MissionPeriod::DailyMissionPeriod,1122,,,,0
321,MissionPeriod::DailyMissionPeriod,1123,,,,0
322,MissionPeriod::DailyMissionPeriod,1124,,,,0
323,MissionPeriod::DailyMissionPeriod,1126,,,,0
324,MissionPeriod::DailyMissionPeriod,1127,,,,0
325,MissionPeriod::DailyMissionPeriod,1128,,,,0
326,MissionPeriod::DailyMissionPeriod,1129,,,,0
327,MissionPeriod::DailyMissionPeriod,1130,,,,0
328,MissionPeriod::DailyMissionPeriod,1131,,,,0
329,MissionPeriod::DailyMissionPeriod,1132,,,,0
330,MissionPeriod::DailyMissionPeriod,1133,,,,0
331,MissionPeriod::DailyMissionPeriod,1134,,,,0
332,MissionPeriod::DailyMissionPeriod,1135,,,,0
333,MissionPeriod::DailyMissionPeriod,1136,,,,0
334,MissionPeriod::DailyMissionPeriod,1138,,,,0
335,MissionPeriod::DailyMissionPeriod,1139,,,,0
