id,quest_id,item1_id,item1_type,item2_id,item2_type,item3_id,item3_type,item4_id,item4_type,item5_id,item5_type,item6_id,item6_type,is_show_etc,created_at,updated_at
1,1000,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
2,1001,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
3,1002,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
4,1003,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
5,1004,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
6,1005,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
7,2001,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
8,2002,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
9,2003,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
10,2004,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
11,2005,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
12,3001,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
13,3002,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
14,3003,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
15,3004,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
16,3005,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
17,3006,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
18,3007,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
19,3008,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
20,4001,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
21,4002,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
22,4003,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
23,4004,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
24,4005,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
25,4006,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
26,4007,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
27,4008,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
28,5001,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
29,5002,,,,,,,,,,,,,0,2024-04-15 01:20:08,2024-04-15 01:20:08
