id,card_id,active_skill_set_id,created_at,updated_at
22,1015910,13,2024-07-17 02:05:35,2024-07-17 02:05:35
23,1015911,13,2024-07-17 02:05:35,2024-07-17 02:05:35
24,1014210,14,2024-07-17 02:05:35,2024-07-17 02:05:35
25,1014211,14,2024-07-17 02:05:35,2024-07-17 02:05:35
26,1014220,15,2024-07-17 02:05:35,2024-07-17 02:05:35
27,1014221,15,2024-07-17 02:05:35,2024-07-17 02:05:35
28,1016570,16,2024-07-17 02:05:35,2024-07-17 02:05:35
29,1016571,16,2024-07-17 02:05:35,2024-07-17 02:05:35
30,1016810,17,2024-07-17 02:05:35,2024-07-17 02:05:35
31,1016811,17,2024-07-17 02:05:35,2024-07-17 02:05:35
32,4016880,18,2024-07-17 02:05:35,2024-07-17 02:05:35
33,4016881,18,2024-07-17 02:05:35,2024-07-17 02:05:35
34,4017090,19,2024-07-17 02:05:35,2024-07-17 02:05:35
35,4017091,20,2024-07-17 02:05:35,2024-07-17 02:05:35
36,4017130,21,2024-07-17 02:05:35,2024-07-17 02:05:35
37,4017131,22,2024-07-17 02:05:35,2024-07-17 02:05:35
38,4017190,23,2024-07-17 02:05:35,2024-07-17 02:05:35
39,4017191,24,2024-07-17 02:05:35,2024-07-17 02:05:35
40,1017160,25,2024-07-17 02:05:35,2024-07-17 02:05:35
41,1017161,25,2024-07-17 02:05:35,2024-07-17 02:05:35
42,4017910,26,2024-07-17 02:05:35,2024-07-17 02:05:35
43,4017911,26,2024-07-17 02:05:35,2024-07-17 02:05:35
44,1017630,27,2024-07-17 02:05:35,2024-07-17 02:05:35
45,1017631,28,2024-07-17 02:05:35,2024-07-17 02:05:35
46,1017490,29,2024-07-17 02:05:35,2024-07-17 02:05:35
47,1017491,30,2024-07-17 02:05:35,2024-07-17 02:05:35
48,1017660,31,2024-07-17 02:05:35,2024-07-17 02:05:35
49,1017661,32,2024-07-17 02:05:35,2024-07-17 02:05:35
50,1017740,33,2024-07-17 02:05:35,2024-07-17 02:05:35
51,1017741,34,2024-07-17 02:05:35,2024-07-17 02:05:35
52,1018030,35,2024-07-17 02:05:35,2024-07-17 02:05:35
53,1018031,36,2024-07-17 02:05:35,2024-07-17 02:05:35
54,1018190,37,2024-07-17 02:05:35,2024-07-17 02:05:35
55,1018191,38,2024-07-17 02:05:35,2024-07-17 02:05:35
56,1018540,39,2024-07-17 02:05:35,2024-07-17 02:05:35
57,1018541,39,2024-07-17 02:05:35,2024-07-17 02:05:35
58,4017980,40,2024-07-17 02:05:35,2024-07-17 02:05:35
59,4017981,40,2024-07-17 02:05:35,2024-07-17 02:05:35
60,4017970,41,2024-07-17 02:05:35,2024-07-17 02:05:35
61,4017971,41,2024-07-17 02:05:35,2024-07-17 02:05:35
62,1019280,42,2024-07-17 02:05:35,2024-07-17 02:05:35
63,1019281,42,2024-07-17 02:05:35,2024-07-17 02:05:35
64,1019040,43,2024-07-17 02:05:35,2024-07-17 02:05:35
65,1019041,43,2024-07-17 02:05:35,2024-07-17 02:05:35
66,1018880,44,2024-07-17 02:05:35,2024-07-17 02:05:35
67,1018881,45,2024-07-17 02:05:35,2024-07-17 02:05:35
68,1019140,46,2024-07-17 02:05:35,2024-07-17 02:05:35
69,1019141,47,2024-07-17 02:05:35,2024-07-17 02:05:35
70,1019340,48,2024-07-17 02:05:35,2024-07-17 02:05:35
71,1019341,48,2024-07-17 02:05:35,2024-07-17 02:05:35
72,9017660,49,2024-07-17 02:05:35,2024-07-17 02:05:35
73,9017661,50,2024-07-17 02:05:35,2024-07-17 02:05:35
74,1019400,51,2024-07-17 02:05:35,2024-07-17 02:05:35
75,1019401,51,2024-07-17 02:05:35,2024-07-17 02:05:35
76,4019640,52,2024-07-17 02:05:35,2024-07-17 02:05:35
77,4019641,53,2024-07-17 02:05:35,2024-07-17 02:05:35
78,4019600,54,2024-07-17 02:05:35,2024-07-17 02:05:35
79,4019601,55,2024-07-17 02:05:35,2024-07-17 02:05:35
80,4019760,56,2024-07-17 02:05:35,2024-07-17 02:05:35
81,4019761,56,2024-07-17 02:05:35,2024-07-17 02:05:35
82,1019990,57,2024-07-17 02:05:35,2024-07-17 02:05:35
83,1019991,57,2024-07-17 02:05:35,2024-07-17 02:05:35
84,1019910,58,2024-07-17 02:05:35,2024-07-17 02:05:35
85,1019911,58,2024-07-17 02:05:35,2024-07-17 02:05:35
86,1020460,59,2024-07-17 02:05:35,2024-07-17 02:05:35
87,1020461,60,2024-07-17 02:05:35,2024-07-17 02:05:35
88,1020370,61,2024-07-17 02:05:35,2024-07-17 02:05:35
89,1020371,62,2024-07-17 02:05:35,2024-07-17 02:05:35
90,1019490,63,2024-07-17 02:05:35,2024-07-17 02:05:35
91,1019491,64,2024-07-17 02:05:35,2024-07-17 02:05:35
92,1020090,65,2024-07-17 02:05:35,2024-07-17 02:05:35
93,1020091,66,2024-07-17 02:05:35,2024-07-17 02:05:35
94,1020130,67,2024-07-17 02:05:35,2024-07-17 02:05:35
95,1020131,68,2024-07-17 02:05:35,2024-07-17 02:05:35
96,1020220,69,2024-07-17 02:05:35,2024-07-17 02:05:35
97,1020221,70,2024-07-17 02:05:35,2024-07-17 02:05:35
98,1020750,71,2024-07-17 02:05:35,2024-07-17 02:05:35
99,1020751,72,2024-07-17 02:05:35,2024-07-17 02:05:35
100,1020500,73,2024-07-17 02:05:35,2024-07-17 02:05:35
101,1020501,74,2024-07-17 02:05:35,2024-07-17 02:05:35
102,1020990,75,2024-07-17 02:05:35,2024-07-17 02:05:35
103,1020991,75,2024-07-17 02:05:35,2024-07-17 02:05:35
104,1021140,76,2024-07-17 02:05:35,2024-07-17 02:05:35
105,1021141,76,2024-07-17 02:05:35,2024-07-17 02:05:35
106,1021050,77,2024-07-17 02:05:35,2024-07-17 02:05:35
107,1021051,78,2024-07-17 02:05:35,2024-07-17 02:05:35
108,1021330,79,2024-07-17 02:05:35,2024-07-17 02:05:35
109,1021331,79,2024-07-17 02:05:35,2024-07-17 02:05:35
110,1021290,80,2024-07-17 02:05:35,2024-07-17 02:05:35
111,1021291,81,2024-07-17 02:05:35,2024-07-17 02:05:35
112,1020310,82,2024-07-17 02:05:35,2024-07-17 02:05:35
113,1020311,82,2024-07-17 02:05:35,2024-07-17 02:05:35
114,1020340,83,2024-07-17 02:05:35,2024-07-17 02:05:35
115,1020341,83,2024-07-17 02:05:35,2024-07-17 02:05:35
116,1021620,84,2024-07-17 02:05:35,2024-07-17 02:05:35
117,1021621,84,2024-07-17 02:05:35,2024-07-17 02:05:35
118,1021430,85,2024-07-17 02:05:35,2024-07-17 02:05:35
119,1021431,85,2024-07-17 02:05:35,2024-07-17 02:05:35
120,1021480,86,2024-07-17 02:05:35,2024-07-17 02:05:35
121,1021481,86,2024-07-17 02:05:35,2024-07-17 02:05:35
122,1021670,87,2024-07-17 02:05:35,2024-07-17 02:05:35
123,1021671,87,2024-07-17 02:05:35,2024-07-17 02:05:35
124,1021690,88,2024-07-17 02:05:35,2024-07-17 02:05:35
125,1021691,88,2024-07-17 02:05:35,2024-07-17 02:05:35
126,1021810,89,2024-07-17 02:05:35,2024-07-17 02:05:35
127,1021811,89,2024-07-17 02:05:35,2024-07-17 02:05:35
128,1021970,90,2024-07-17 02:05:35,2024-07-17 02:05:35
129,1021971,90,2024-07-17 02:05:35,2024-07-17 02:05:35
130,1021880,91,2024-07-17 02:05:35,2024-07-17 02:05:35
131,1021881,91,2024-07-17 02:05:35,2024-07-17 02:05:35
132,1021920,92,2024-07-17 02:05:35,2024-07-17 02:05:35
133,1021921,92,2024-07-17 02:05:35,2024-07-17 02:05:35
134,1021940,93,2024-07-17 02:05:35,2024-07-17 02:05:35
135,1021941,93,2024-07-17 02:05:35,2024-07-17 02:05:35
136,1022090,94,2024-07-17 02:05:35,2024-07-17 02:05:35
137,1022091,94,2024-07-17 02:05:35,2024-07-17 02:05:35
138,1022120,95,2024-07-17 02:05:35,2024-07-17 02:05:35
139,1022121,95,2024-07-17 02:05:35,2024-07-17 02:05:35
140,1022220,96,2024-07-17 02:05:35,2024-07-17 02:05:35
141,1022221,96,2024-07-17 02:05:35,2024-07-17 02:05:35
142,1022190,97,2024-07-17 02:05:35,2024-07-17 02:05:35
143,1022191,98,2024-07-17 02:05:35,2024-07-17 02:05:35
144,1022590,99,2024-07-17 02:05:35,2024-07-17 02:05:35
145,1022591,100,2024-07-17 02:05:35,2024-07-17 02:05:35
146,1022340,101,2024-07-17 02:05:35,2024-07-17 02:05:35
147,1022341,101,2024-07-17 02:05:35,2024-07-17 02:05:35
148,1022650,102,2024-07-17 02:05:35,2024-07-17 02:05:35
149,1022651,102,2024-07-17 02:05:35,2024-07-17 02:05:35
150,1022771,103,2024-07-17 02:05:35,2024-07-17 02:05:35
151,1022781,104,2024-07-17 02:05:35,2024-07-17 02:05:35
152,1022880,105,2024-07-17 02:05:35,2024-07-17 02:05:35
153,1022881,106,2024-07-17 02:05:35,2024-07-17 02:05:35
154,1022630,107,2024-07-17 02:05:35,2024-07-17 02:05:35
155,1022631,107,2024-07-17 02:05:35,2024-07-17 02:05:35
156,1022750,108,2024-07-17 02:05:35,2024-07-17 02:05:35
157,1022751,108,2024-07-17 02:05:35,2024-07-17 02:05:35
158,9522880,111,2024-07-17 02:05:35,2024-07-17 02:05:35
159,9522881,112,2024-07-17 02:05:35,2024-07-17 02:05:35
160,1022940,109,2024-07-17 02:05:35,2024-07-17 02:05:35
161,1022941,109,2024-07-17 02:05:35,2024-07-17 02:05:35
162,4022950,110,2024-07-17 02:05:35,2024-07-17 02:05:35
163,4022951,110,2024-07-17 02:05:35,2024-07-17 02:05:35
164,1022830,113,2024-07-17 02:05:35,2024-07-17 02:05:35
165,1022831,114,2024-07-17 02:05:35,2024-07-17 02:05:35
166,1022770,103,2024-07-17 02:05:35,2024-07-17 02:05:35
167,1022780,104,2024-07-17 02:05:35,2024-07-17 02:05:35
168,1023090,115,2024-07-17 02:05:35,2024-07-17 02:05:35
169,1023091,115,2024-07-17 02:05:35,2024-07-17 02:05:35
170,9022770,116,2024-07-17 02:05:35,2024-07-17 02:05:35
171,9022771,116,2024-07-17 02:05:35,2024-07-17 02:05:35
172,1023110,117,2024-07-17 02:05:35,2024-07-17 02:05:35
173,1023111,118,2024-07-17 02:05:35,2024-07-17 02:05:35
174,1023360,119,2024-07-17 02:05:35,2024-07-17 02:05:35
175,1023361,119,2024-07-17 02:05:35,2024-07-17 02:05:35
176,1023420,120,2024-07-17 02:05:35,2024-07-17 02:05:35
177,1023421,121,2024-07-17 02:05:35,2024-07-17 02:05:35
178,1022380,122,2024-07-17 02:05:35,2024-07-17 02:05:35
179,1022381,123,2024-07-17 02:05:35,2024-07-17 02:05:35
180,1022420,124,2024-07-17 02:05:35,2024-07-17 02:05:35
181,1022421,125,2024-07-17 02:05:35,2024-07-17 02:05:35
182,1023460,126,2024-07-17 02:05:35,2024-07-17 02:05:35
183,1023461,127,2024-07-17 02:05:35,2024-07-17 02:05:35
184,1023490,128,2024-07-17 02:05:35,2024-07-17 02:05:35
185,1023491,128,2024-07-17 02:05:35,2024-07-17 02:05:35
186,4022390,129,2024-07-17 02:05:35,2024-07-17 02:05:35
187,4022391,129,2024-07-17 02:05:35,2024-07-17 02:05:35
188,4022430,130,2024-07-17 02:05:35,2024-07-17 02:05:35
189,4022431,130,2024-07-17 02:05:35,2024-07-17 02:05:35
190,1023930,131,2024-07-17 02:05:35,2024-07-17 02:05:35
191,1023931,131,2024-07-17 02:05:35,2024-07-17 02:05:35
192,1023620,132,2024-07-17 02:05:35,2024-07-17 02:05:35
193,1023621,132,2024-07-17 02:05:35,2024-07-17 02:05:35
194,1023520,133,2024-07-17 02:05:35,2024-07-17 02:05:35
195,1023521,134,2024-07-17 02:05:35,2024-07-17 02:05:35
196,1023770,135,2024-07-17 02:05:35,2024-07-17 02:05:35
197,1023771,136,2024-07-17 02:05:35,2024-07-17 02:05:35
198,9523930,137,2024-07-17 02:05:35,2024-07-17 02:05:35
199,9523931,137,2024-07-17 02:05:35,2024-07-17 02:05:35
200,1023980,138,2024-07-17 02:05:35,2024-07-17 02:05:35
201,1023981,138,2024-07-17 02:05:35,2024-07-17 02:05:35
202,1024060,139,2024-07-17 02:05:35,2024-07-17 02:05:35
203,1024061,139,2024-07-17 02:05:35,2024-07-17 02:05:35
204,1024080,140,2024-07-17 02:05:35,2024-07-17 02:05:35
205,1024081,140,2024-07-17 02:05:35,2024-07-17 02:05:35
206,1024140,141,2024-07-17 02:05:35,2024-07-17 02:05:35
207,1024141,142,2024-07-17 02:05:35,2024-07-17 02:05:35
208,1024350,143,2024-07-17 02:05:35,2024-07-17 02:05:35
209,1024351,143,2024-07-17 02:05:35,2024-07-17 02:05:35
210,1024290,144,2024-07-17 02:05:35,2024-07-17 02:05:35
211,1024291,145,2024-07-17 02:05:35,2024-07-17 02:05:35
212,4024400,146,2024-07-17 02:05:35,2024-07-17 02:05:35
213,4024401,147,2024-07-17 02:05:35,2024-07-17 02:05:35
214,1024440,148,2024-07-17 02:05:35,2024-07-17 02:05:35
215,1024441,149,2024-07-17 02:05:35,2024-07-17 02:05:35
216,1024510,150,2024-07-17 02:05:35,2024-07-17 02:05:35
217,1024511,150,2024-07-17 02:05:35,2024-07-17 02:05:35
218,1024550,151,2024-07-17 02:05:35,2024-07-17 02:05:35
219,1024551,151,2024-07-17 02:05:35,2024-07-17 02:05:35
220,1024730,152,2024-07-17 02:05:35,2024-07-17 02:05:35
221,1024731,152,2024-07-17 02:05:35,2024-07-17 02:05:35
222,1024660,153,2024-07-17 02:05:35,2024-07-17 02:05:35
223,1024661,153,2024-07-17 02:05:35,2024-07-17 02:05:35
224,1025110,154,2024-07-17 02:05:35,2024-07-17 02:05:35
225,1025111,155,2024-07-17 02:05:35,2024-07-17 02:05:35
226,1024990,156,2024-07-17 02:05:35,2024-07-17 02:05:35
227,1024991,156,2024-07-17 02:05:35,2024-07-17 02:05:35
228,9517160,25,2024-07-17 02:05:35,2024-07-17 02:05:35
229,9517161,25,2024-07-17 02:05:35,2024-07-17 02:05:35
230,1024830,157,2024-07-17 02:05:35,2024-07-17 02:05:35
231,1024831,157,2024-07-17 02:05:35,2024-07-17 02:05:35
232,1024860,158,2024-07-17 02:05:35,2024-07-17 02:05:35
233,1024861,158,2024-07-17 02:05:35,2024-07-17 02:05:35
236,1024930,160,2024-07-17 02:05:35,2024-07-17 02:05:35
239,4024900,163,2024-07-17 02:05:35,2024-07-17 02:05:35
240,4024901,163,2024-07-17 02:05:35,2024-07-17 02:05:35
241,1024931,160,2024-07-17 02:05:35,2024-07-17 02:05:35
242,1025070,164,2024-07-17 02:05:35,2024-07-17 02:05:35
243,1025071,164,2024-07-17 02:05:35,2024-07-17 02:05:35
244,1025410,165,2024-07-17 02:05:35,2024-07-17 02:05:35
245,1025411,166,2024-07-17 02:05:35,2024-07-17 02:05:35
246,1025090,167,2024-07-17 02:05:35,2024-07-17 02:05:35
247,1025091,167,2024-07-17 02:05:35,2024-07-17 02:05:35
248,1025630,168,2024-07-17 02:05:35,2024-07-17 02:05:35
249,1025631,168,2024-07-17 02:05:35,2024-07-17 02:05:35
250,1025800,169,2024-07-17 02:05:35,2024-07-17 02:05:35
251,1025801,169,2024-07-17 02:05:35,2024-07-17 02:05:35
252,1026030,170,2024-07-17 02:05:35,2024-07-17 02:05:35
253,1026031,170,2024-07-17 02:05:35,2024-07-17 02:05:35
254,1025650,171,2024-07-17 02:05:35,2024-07-17 02:05:35
255,1025651,172,2024-07-17 02:05:35,2024-07-17 02:05:35
256,1025870,173,2024-07-17 02:05:35,2024-07-17 02:05:35
257,1025871,173,2024-07-17 02:05:35,2024-07-17 02:05:35
258,1025560,174,2024-07-17 02:05:35,2024-07-17 02:05:35
259,1025561,174,2024-07-17 02:05:35,2024-07-17 02:05:35
260,1025590,175,2024-07-17 02:05:35,2024-07-17 02:05:35
261,1025591,176,2024-07-17 02:05:35,2024-07-17 02:05:35
262,1026130,177,2024-07-17 02:05:35,2024-07-17 02:05:35
263,1026131,177,2024-07-17 02:05:35,2024-07-17 02:05:35
264,1026160,178,2024-07-17 02:05:35,2024-07-17 02:05:35
265,1026161,178,2024-07-17 02:05:35,2024-07-17 02:05:35
266,1026250,179,2024-07-17 02:05:35,2024-07-17 02:05:35
267,1026251,180,2024-07-17 02:05:35,2024-07-17 02:05:35
268,1026280,181,2024-07-17 02:05:35,2024-07-17 02:05:35
269,1026281,182,2024-07-17 02:05:35,2024-07-17 02:05:35
270,9517190,183,2024-07-17 02:05:35,2024-07-17 02:05:35
271,9517191,184,2024-07-17 02:05:35,2024-07-17 02:05:35
272,1026200,185,2024-07-17 02:05:35,2024-07-17 02:05:35
273,1026201,186,2024-07-17 02:05:35,2024-07-17 02:05:35
274,9517980,40,2024-07-17 02:05:35,2024-07-17 02:05:35
275,9517981,40,2024-07-17 02:05:35,2024-07-17 02:05:35
276,9517970,41,2024-07-17 02:05:35,2024-07-17 02:05:35
277,9517971,41,2024-07-17 02:05:35,2024-07-17 02:05:35
278,1026480,187,2024-07-17 02:05:35,2024-07-17 02:05:35
279,1026481,188,2024-07-17 02:05:35,2024-07-17 02:05:35
280,1026430,189,2024-07-17 02:05:35,2024-07-17 02:05:35
281,1026431,189,2024-07-17 02:05:35,2024-07-17 02:05:35
282,1026560,190,2024-07-17 02:05:35,2024-07-17 02:05:35
283,1026561,190,2024-07-17 02:05:35,2024-07-17 02:05:35
284,1026610,191,2024-07-17 02:05:35,2024-07-17 02:05:35
285,1026611,191,2024-07-17 02:05:35,2024-07-17 02:05:35
286,9517490,192,2024-07-17 02:05:35,2024-07-17 02:05:35
287,9517491,193,2024-07-17 02:05:35,2024-07-17 02:05:35
288,1026730,194,2024-07-17 02:05:35,2024-07-17 02:05:35
289,1026731,194,2024-07-17 02:05:35,2024-07-17 02:05:35
290,1026750,195,2024-07-17 02:05:35,2024-07-17 02:05:35
291,1026751,195,2024-07-17 02:05:35,2024-07-17 02:05:35
292,1026820,196,2024-07-17 02:05:35,2024-07-17 02:05:35
293,1026821,196,2024-07-17 02:05:35,2024-07-17 02:05:35
294,1027040,197,2024-07-17 02:05:35,2024-07-17 02:05:35
295,1027041,197,2024-07-17 02:05:35,2024-07-17 02:05:35
296,1027250,198,2024-07-17 02:05:35,2024-07-17 02:05:35
297,1027251,198,2024-07-17 02:05:35,2024-07-17 02:05:35
298,1027120,199,2024-07-17 02:05:35,2024-07-17 02:05:35
299,1027121,200,2024-07-17 02:05:35,2024-07-17 02:05:35
300,4027130,201,2024-07-17 02:05:35,2024-07-17 02:05:35
301,4027131,201,2024-07-17 02:05:35,2024-07-17 02:05:35
302,1027220,202,2024-07-17 02:05:35,2024-07-17 02:05:35
303,1027221,203,2024-07-17 02:05:35,2024-07-17 02:05:35
304,9521620,84,2024-07-17 02:05:35,2024-07-17 02:05:35
305,9521621,84,2024-07-17 02:05:35,2024-07-17 02:05:35
306,1027000,204,2024-07-17 02:05:35,2024-07-17 02:05:35
307,1027001,204,2024-07-17 02:05:35,2024-07-17 02:05:35
308,4027010,205,2024-07-17 02:05:35,2024-07-17 02:05:35
309,4027011,205,2024-07-17 02:05:35,2024-07-17 02:05:35
