id,enemy_skill_id,card_category_id,created_at,updated_at
1,3000,1,2024-07-30 02:08:06,2024-07-30 02:08:06
2,4210,13,2024-07-30 02:08:06,2024-07-30 02:08:06
3,4220,13,2024-07-30 02:08:06,2024-07-30 02:08:06
4,4230,13,2024-07-30 02:08:06,2024-07-30 02:08:06
5,4240,13,2024-07-30 02:08:06,2024-07-30 02:08:06
6,4250,13,2024-07-30 02:08:06,2024-07-30 02:08:06
7,4260,13,2024-07-30 02:08:06,2024-07-30 02:08:06
8,4600,2,2024-07-30 02:08:06,2024-07-30 02:08:06
9,4610,2,2024-07-30 02:08:06,2024-07-30 02:08:06
10,4630,2,2024-07-30 02:08:06,2024-07-30 02:08:06
11,4640,2,2024-07-30 02:08:06,2024-07-30 02:08:06
12,7000,25,2024-07-30 02:08:06,2024-07-30 02:08:06
13,7010,5,2024-07-30 02:08:06,2024-07-30 02:08:06
14,7020,31,2024-07-30 02:08:06,2024-07-30 02:08:06
15,7030,30,2024-07-30 02:08:06,2024-07-30 02:08:06
16,7040,17,2024-07-30 02:08:06,2024-07-30 02:08:06
17,8700,29,2024-07-30 02:08:06,2024-07-30 02:08:06
18,8710,16,2024-07-30 02:08:06,2024-07-30 02:08:06
19,8720,26,2024-07-30 02:08:06,2024-07-30 02:08:06
20,8730,10,2024-07-30 02:08:06,2024-07-30 02:08:06
21,8740,1,2024-07-30 02:08:06,2024-07-30 02:08:06
22,9630,24,2024-07-30 02:08:06,2024-07-30 02:08:06
23,12200,6,2024-07-30 02:08:06,2024-07-30 02:08:06
24,12210,7,2024-07-30 02:08:06,2024-07-30 02:08:06
25,12220,24,2024-07-30 02:08:06,2024-07-30 02:08:06
26,12230,23,2024-07-30 02:08:06,2024-07-30 02:08:06
27,12240,44,2024-07-30 02:08:06,2024-07-30 02:08:06
28,16850,17,2024-07-30 02:08:06,2024-07-30 02:08:06
29,22710,16,2024-07-30 02:08:06,2024-07-30 02:08:06
30,22710,29,2024-07-30 02:08:06,2024-07-30 02:08:06
31,22730,16,2024-07-30 02:08:06,2024-07-30 02:08:06
32,22730,29,2024-07-30 02:08:06,2024-07-30 02:08:06
33,22750,16,2024-07-30 02:08:06,2024-07-30 02:08:06
34,22750,29,2024-07-30 02:08:06,2024-07-30 02:08:06
35,22770,16,2024-07-30 02:08:06,2024-07-30 02:08:06
36,22770,29,2024-07-30 02:08:06,2024-07-30 02:08:06
37,22790,16,2024-07-30 02:08:06,2024-07-30 02:08:06
38,22790,29,2024-07-30 02:08:06,2024-07-30 02:08:06
39,21880,32,2024-07-30 02:08:06,2024-07-30 02:08:06
40,21880,52,2024-07-30 02:08:06,2024-07-30 02:08:06
41,26100,32,2024-07-30 02:08:06,2024-07-30 02:08:06
42,28850,31,2024-07-30 02:08:06,2024-07-30 02:08:06
43,28860,31,2024-07-30 02:08:06,2024-07-30 02:08:06
44,29100,72,2024-07-30 02:08:06,2024-07-30 02:08:06
45,29110,25,2024-07-30 02:08:06,2024-07-30 02:08:06
46,29120,80,2024-07-30 02:08:06,2024-07-30 02:08:06
47,29130,73,2024-07-30 02:08:06,2024-07-30 02:08:06
48,29430,72,2024-07-30 02:08:06,2024-07-30 02:08:06
49,29440,72,2024-07-30 02:08:06,2024-07-30 02:08:06
50,30420,38,2024-07-30 02:08:06,2024-07-30 02:08:06
51,30430,38,2024-07-30 02:08:06,2024-07-30 02:08:06
52,31020,26,2024-07-30 02:08:06,2024-07-30 02:08:06
53,31030,26,2024-07-30 02:08:06,2024-07-30 02:08:06
54,31220,6,2024-07-30 02:08:06,2024-07-30 02:08:06
55,31230,6,2024-07-30 02:08:06,2024-07-30 02:08:06
56,31500,26,2024-07-30 02:08:06,2024-07-30 02:08:06
57,31510,61,2024-07-30 02:08:06,2024-07-30 02:08:06
58,32420,41,2024-07-30 02:08:06,2024-07-30 02:08:06
59,32430,41,2024-07-30 02:08:06,2024-07-30 02:08:06
60,32520,17,2024-07-30 02:08:06,2024-07-30 02:08:06
61,32530,17,2024-07-30 02:08:06,2024-07-30 02:08:06
62,32630,63,2024-07-30 02:08:06,2024-07-30 02:08:06
63,32640,43,2024-07-30 02:08:06,2024-07-30 02:08:06
64,33620,8,2024-07-30 02:08:06,2024-07-30 02:08:06
65,33630,8,2024-07-30 02:08:06,2024-07-30 02:08:06
66,36530,52,2024-07-30 02:08:06,2024-07-30 02:08:06
67,36620,22,2024-07-30 02:08:06,2024-07-30 02:08:06
68,36630,22,2024-07-30 02:08:06,2024-07-30 02:08:06
69,37420,87,2024-07-30 02:08:06,2024-07-30 02:08:06
70,37430,87,2024-07-30 02:08:06,2024-07-30 02:08:06
71,38020,19,2024-07-30 02:08:06,2024-07-30 02:08:06
72,38030,19,2024-07-30 02:08:06,2024-07-30 02:08:06
73,39030,92,2024-07-30 02:08:06,2024-07-30 02:08:06
74,39120,11,2024-07-30 02:08:06,2024-07-30 02:08:06
75,41220,34,2024-07-30 02:08:06,2024-07-30 02:08:06
76,41230,34,2024-07-30 02:08:06,2024-07-30 02:08:06
94000,94001,71,2024-07-30 02:08:06,2024-07-30 02:08:06
94001,94002,71,2024-07-30 02:08:06,2024-07-30 02:08:06
94002,94009,71,2024-07-30 02:08:06,2024-07-30 02:08:06
94003,94013,71,2024-07-30 02:08:06,2024-07-30 02:08:06
94004,94014,71,2024-07-30 02:08:06,2024-07-30 02:08:06
94005,94018,71,2024-07-30 02:08:06,2024-07-30 02:08:06
94006,94021,71,2024-07-30 02:08:06,2024-07-30 02:08:06
94007,94023,71,2024-07-30 02:08:06,2024-07-30 02:08:06
95000,95001,42,2024-07-30 02:08:06,2024-07-30 02:08:06
95001,95002,42,2024-07-30 02:08:06,2024-07-30 02:08:06
95002,95008,42,2024-07-30 02:08:06,2024-07-30 02:08:06
95003,95011,42,2024-07-30 02:08:06,2024-07-30 02:08:06
