id,chain_battle_id,percentile,created_at,updated_at
1,1,1,2024-01-11 00:34:51,2024-01-11 00:34:51
2,1,3,2024-01-11 00:34:51,2024-01-11 00:34:51
3,1,5,2024-01-11 00:34:51,2024-01-11 00:34:51
4,1,10,2024-01-11 00:34:51,2024-01-11 00:34:51
5,1,20,2024-01-11 00:34:51,2024-01-11 00:34:51
6,1,35,2024-01-11 00:34:51,2024-01-11 00:34:51
7,1,50,2024-01-11 00:34:51,2024-01-11 00:34:51
8,1,75,2024-01-11 00:34:51,2024-01-11 00:34:51
9,1,100,2024-01-11 00:34:51,2024-01-11 00:34:51
10,2,1,2024-01-11 00:34:51,2024-01-11 00:34:51
11,2,3,2024-01-11 00:34:51,2024-01-11 00:34:51
12,2,5,2024-01-11 00:34:51,2024-01-11 00:34:51
13,2,10,2024-01-11 00:34:51,2024-01-11 00:34:51
14,2,20,2024-01-11 00:34:51,2024-01-11 00:34:51
15,2,35,2024-01-11 00:34:51,2024-01-11 00:34:51
16,2,50,2024-01-11 00:34:51,2024-01-11 00:34:51
17,2,75,2024-01-11 00:34:51,2024-01-11 00:34:51
18,2,100,2024-01-11 00:34:51,2024-01-11 00:34:51
19,3,1,2024-01-11 00:34:51,2024-01-11 00:34:51
20,3,3,2024-01-11 00:34:51,2024-01-11 00:34:51
21,3,5,2024-01-11 00:34:51,2024-01-11 00:34:51
22,3,10,2024-01-11 00:34:51,2024-01-11 00:34:51
23,3,20,2024-01-11 00:34:51,2024-01-11 00:34:51
24,3,35,2024-01-11 00:34:51,2024-01-11 00:34:51
25,3,50,2024-01-11 00:34:51,2024-01-11 00:34:51
26,3,75,2024-01-11 00:34:51,2024-01-11 00:34:51
27,3,100,2024-01-11 00:34:51,2024-01-11 00:34:51
28,4,1,2024-01-11 00:34:51,2024-01-11 00:34:51
29,4,3,2024-01-11 00:34:51,2024-01-11 00:34:51
30,4,5,2024-01-11 00:34:51,2024-01-11 00:34:51
31,4,10,2024-01-11 00:34:51,2024-01-11 00:34:51
32,4,20,2024-01-11 00:34:51,2024-01-11 00:34:51
33,4,35,2024-01-11 00:34:51,2024-01-11 00:34:51
34,4,50,2024-01-11 00:34:51,2024-01-11 00:34:51
35,4,75,2024-01-11 00:34:51,2024-01-11 00:34:51
36,4,100,2024-01-11 00:34:51,2024-01-11 00:34:51
37,5,1,2024-01-11 00:34:51,2024-01-11 00:34:51
38,5,3,2024-01-11 00:34:51,2024-01-11 00:34:51
39,5,5,2024-01-11 00:34:51,2024-01-11 00:34:51
40,5,10,2024-01-11 00:34:51,2024-01-11 00:34:51
41,5,20,2024-01-11 00:34:51,2024-01-11 00:34:51
42,5,35,2024-01-11 00:34:51,2024-01-11 00:34:51
43,5,50,2024-01-11 00:34:51,2024-01-11 00:34:51
44,5,75,2024-01-11 00:34:51,2024-01-11 00:34:51
45,5,100,2024-01-11 00:34:51,2024-01-11 00:34:51
46,6,1,2024-01-11 00:34:51,2024-01-11 00:34:51
47,6,3,2024-01-11 00:34:51,2024-01-11 00:34:51
48,6,5,2024-01-11 00:34:51,2024-01-11 00:34:51
49,6,10,2024-01-11 00:34:51,2024-01-11 00:34:51
50,6,20,2024-01-11 00:34:51,2024-01-11 00:34:51
51,6,35,2024-01-11 00:34:51,2024-01-11 00:34:51
52,6,50,2024-01-11 00:34:51,2024-01-11 00:34:51
53,6,75,2024-01-11 00:34:51,2024-01-11 00:34:51
54,6,100,2024-01-11 00:34:51,2024-01-11 00:34:51
55,7,1,2024-01-11 00:34:51,2024-01-11 00:34:51
56,7,3,2024-01-11 00:34:51,2024-01-11 00:34:51
57,7,5,2024-01-11 00:34:51,2024-01-11 00:34:51
58,7,10,2024-01-11 00:34:51,2024-01-11 00:34:51
59,7,20,2024-01-11 00:34:51,2024-01-11 00:34:51
60,7,35,2024-01-11 00:34:51,2024-01-11 00:34:51
61,7,50,2024-01-11 00:34:51,2024-01-11 00:34:51
62,7,75,2024-01-11 00:34:51,2024-01-11 00:34:51
63,7,100,2024-01-11 00:34:51,2024-01-11 00:34:51
64,8,1,2024-01-11 00:34:51,2024-01-11 00:34:51
65,8,3,2024-01-11 00:34:51,2024-01-11 00:34:51
66,8,5,2024-01-11 00:34:51,2024-01-11 00:34:51
67,8,10,2024-01-11 00:34:51,2024-01-11 00:34:51
68,8,20,2024-01-11 00:34:51,2024-01-11 00:34:51
69,8,35,2024-01-11 00:34:51,2024-01-11 00:34:51
70,8,50,2024-01-11 00:34:51,2024-01-11 00:34:51
71,8,75,2024-01-11 00:34:51,2024-01-11 00:34:51
72,8,100,2024-01-11 00:34:51,2024-01-11 00:34:51
73,9,1,2024-01-11 00:34:51,2024-01-11 00:34:51
74,9,3,2024-01-11 00:34:51,2024-01-11 00:34:51
75,9,5,2024-01-11 00:34:51,2024-01-11 00:34:51
76,9,10,2024-01-11 00:34:51,2024-01-11 00:34:51
77,9,20,2024-01-11 00:34:51,2024-01-11 00:34:51
78,9,35,2024-01-11 00:34:51,2024-01-11 00:34:51
79,9,50,2024-01-11 00:34:51,2024-01-11 00:34:51
80,9,75,2024-01-11 00:34:51,2024-01-11 00:34:51
81,9,100,2024-01-11 00:34:51,2024-01-11 00:34:51
82,10,1,2024-01-11 00:34:51,2024-01-11 00:34:51
83,10,3,2024-01-11 00:34:51,2024-01-11 00:34:51
84,10,5,2024-01-11 00:34:51,2024-01-11 00:34:51
85,10,10,2024-01-11 00:34:51,2024-01-11 00:34:51
86,10,20,2024-01-11 00:34:51,2024-01-11 00:34:51
87,10,35,2024-01-11 00:34:51,2024-01-11 00:34:51
88,10,50,2024-01-11 00:34:51,2024-01-11 00:34:51
89,10,75,2024-01-11 00:34:51,2024-01-11 00:34:51
90,10,100,2024-01-11 00:34:51,2024-01-11 00:34:51
91,11,1,2024-01-11 00:34:51,2024-01-11 00:34:51
92,11,3,2024-01-11 00:34:51,2024-01-11 00:34:51
93,11,5,2024-01-11 00:34:51,2024-01-11 00:34:51
94,11,10,2024-01-11 00:34:51,2024-01-11 00:34:51
95,11,20,2024-01-11 00:34:51,2024-01-11 00:34:51
96,11,35,2024-01-11 00:34:51,2024-01-11 00:34:51
97,11,50,2024-01-11 00:34:51,2024-01-11 00:34:51
98,11,75,2024-01-11 00:34:51,2024-01-11 00:34:51
99,11,100,2024-01-11 00:34:51,2024-01-11 00:34:51
100,12,1,2024-01-11 00:34:51,2024-01-11 00:34:51
101,12,3,2024-01-11 00:34:51,2024-01-11 00:34:51
102,12,5,2024-01-11 00:34:51,2024-01-11 00:34:51
103,12,10,2024-01-11 00:34:51,2024-01-11 00:34:51
104,12,20,2024-01-11 00:34:51,2024-01-11 00:34:51
105,12,35,2024-01-11 00:34:51,2024-01-11 00:34:51
106,12,50,2024-01-11 00:34:51,2024-01-11 00:34:51
107,12,75,2024-01-11 00:34:51,2024-01-11 00:34:51
108,12,100,2024-01-11 00:34:51,2024-01-11 00:34:51
109,13,1,2024-01-11 00:34:51,2024-01-11 00:34:51
110,13,3,2024-01-11 00:34:51,2024-01-11 00:34:51
111,13,5,2024-01-11 00:34:51,2024-01-11 00:34:51
112,13,10,2024-01-11 00:34:51,2024-01-11 00:34:51
113,13,20,2024-01-11 00:34:51,2024-01-11 00:34:51
114,13,35,2024-01-11 00:34:51,2024-01-11 00:34:51
115,13,50,2024-01-11 00:34:51,2024-01-11 00:34:51
116,13,75,2024-01-11 00:34:51,2024-01-11 00:34:51
117,13,100,2024-01-11 00:34:51,2024-01-11 00:34:51
118,14,1,2024-01-11 00:34:51,2024-01-11 00:34:51
119,14,3,2024-01-11 00:34:51,2024-01-11 00:34:51
120,14,5,2024-01-11 00:34:51,2024-01-11 00:34:51
121,14,10,2024-01-11 00:34:51,2024-01-11 00:34:51
122,14,20,2024-01-11 00:34:51,2024-01-11 00:34:51
123,14,35,2024-01-11 00:34:51,2024-01-11 00:34:51
124,14,50,2024-01-11 00:34:51,2024-01-11 00:34:51
125,14,75,2024-01-11 00:34:51,2024-01-11 00:34:51
