id,chain_battle_id,type,name,priority,target_value,conditions,created_at,updated_at
1,1,ChainBattleMission::EntryMission::CountMission,"[デイリー]
チェインバトルに1回出撃しよう",0,1,{},2024-01-11 00:34:51,2024-01-11 00:34:51
2,1,ChainBattleMission::EntryMission::CountMission,"[デイリー]
チェインバトルに2回出撃しよう",0,2,{},2024-01-11 00:34:51,2024-01-11 00:34:51
3,1,ChainBattleMission::EntryMission::CountMission,"[デイリー]
チェインバトルに3回出撃しよう",0,3,{},2024-01-11 00:34:51,2024-01-11 00:34:51
4,1,ChainBattleMission::EntryMission::CountMission,"[デイリー]
チェインバトルに4回出撃しよう",0,4,{},2024-01-11 00:34:51,2024-01-11 00:34:51
5,1,ChainBattleMission::EntryMission::CountMission,"[デイリー]
チェインバトルに5回出撃しよう",0,5,{},2024-01-11 00:34:51,2024-01-11 00:34:51
6,1,ChainBattleMission::LikeMission::CountMission,"[デイリー]
NICE！を1回送信しよう",0,1,{},2024-01-11 00:34:51,2024-01-11 00:34:51
7,1,ChainBattleMission::TeamMission::CountMission,サポーターを編成しよう,0,1,{},2024-01-11 00:34:51,2024-01-11 00:34:51
8,1,ChainBattleMission::EntryMission::CountMission,チェインバトルに15回出撃しよう,0,15,{},2024-01-11 00:34:51,2024-01-11 00:34:51
9,1,ChainBattleMission::EntryMission::CountMission,チェインバトルに20回出撃しよう,0,20,{},2024-01-11 00:34:51,2024-01-11 00:34:51
10,1,ChainBattleMission::EntryMission::CountMission,チェインバトルを30回出撃しよう,0,30,{},2024-01-11 00:34:51,2024-01-11 00:34:51
11,1,ChainBattleMission::EntryMission::DamageCountMission,期間中合計10億以上のダメージ,0,1000000000,{},2024-01-11 00:34:51,2024-01-11 00:34:51
12,1,ChainBattleMission::EntryMission::DamageCountMission,期間中合計15億以上のダメージ,0,1500000000,{},2024-01-11 00:34:51,2024-01-11 00:34:51
13,1,ChainBattleMission::EntryMission::DamageCountMission,1回のバトルで1千万以上のダメージ,0,10000000,"{""once"": ""true""}",2024-01-11 00:34:51,2024-01-11 00:34:51
14,1,ChainBattleMission::EntryMission::DamageCountMission,1回のバトルで2千万以上のダメージ,0,20000000,"{""once"": ""true""}",2024-01-11 00:34:51,2024-01-11 00:34:51
15,1,ChainBattleMission::EntryMission::DamageCountMission,1回のバトルで3千万以上のダメージ,0,30000000,"{""once"": ""true""}",2024-01-11 00:34:51,2024-01-11 00:34:51
16,1,ChainBattleMission::EntryMission::DamageCountMission,1回のバトルで4千万以上のダメージ,0,40000000,"{""once"": ""true""}",2024-01-11 00:34:51,2024-01-11 00:34:51
17,1,ChainBattleMission::EntryMission::DamageCountMission,1回のバトルで5千万以上のダメージ,0,50000000,"{""once"": ""true""}",2024-01-11 00:34:51,2024-01-11 00:34:51
18,1,ChainBattleMission::EntryMission::DamageCountMission,1回のバトルで6千万以上のダメージ,0,60000000,"{""once"": ""true""}",2024-01-11 00:34:51,2024-01-11 00:34:51
19,1,ChainBattleMission::EntryMission::DamageCountMission,1回のバトルで7千万以上のダメージ,0,70000000,"{""once"": ""true""}",2024-01-11 00:34:51,2024-01-11 00:34:51
